ID,ID_EXT,Name,Class,Base_HP,Base_Attack,Base_Defense,Base_Sp_Attack,Base_Sp_Defense,Base_Speed,Base_Total,Base_Average,GEN,GEN2
743,,Ribombee,,60,55,60,95,70,124,464,77.33,7,
85,,Dodrio,,60,110,70,60,60,100,460,76.67,6,
45,,Vileplume,,75,80,85,110,90,50,490,81.67,7,
95,,Onix,,35,45,160,30,45,70,385,64.17,2,5
399,,Bidoof,,59,45,40,35,40,31,250,41.67,6,
528,,Swoobat,,67,57,55,77,55,114,425,70.83,2,5
161,,Sentret,,35,46,34,35,45,20,215,35.83,7,
629,,Vullaby,,70,55,75,45,65,60,370,61.67,7,
305,,Lairon,,60,90,140,50,50,40,430,71.67,2,5
63,,Abra,,25,20,15,105,105,90,255,51,1,
18,,Pidgeot,,83,80,75,70,70,101,479,79.83,6,
302,,Sableye,,50,75,75,65,65,50,380,63.33,6,
170,,Chinchou,,75,38,38,56,56,67,330,55,7,
2,,Ivysaur,,60,62,63,80,80,60,405,67.5,6,
241,,Miltank,,95,80,105,40,70,100,490,81.67,7,
703,,Carbink,,50,50,150,50,150,50,500,83.33,6,
391,,Monferno,,64,78,52,78,52,81,405,67.5,7,
721,,Volcanion,,80,110,120,130,90,70,600,100,6,
710,,Pumpkaboo ,Large Size,54,66,70,44,55,46,335,55.83,6,
210,,Granbull,,90,120,75,60,60,45,450,75,7,
101,,Electrode,,60,50,70,80,80,140,480,80,2,5
456,,Finneon,,49,49,56,49,61,66,330,55,6,
323,M,Camerupt ,Mega Camerupt,70,120,100,145,105,20,560,93.33,6,
464,,Rhyperior,,115,140,130,55,55,40,535,89.17,2,5
574,,Gothita,,45,30,50,55,65,45,290,48.33,7,
70,,Weepinbell,,65,90,50,85,85,55,345,69,1,
277,,Swellow,,60,85,60,75,50,125,455,75.83,7,
655,,Delphox,,75,69,72,114,100,104,534,89,7,
439,,Mime Jr.,,20,25,45,70,90,60,310,51.67,7,
737,,Charjabug,,57,82,95,55,75,36,400,66.67,7,
609,,Chandelure,,60,55,90,145,90,80,520,86.67,2,5
748,,Toxapex,,50,63,152,53,142,35,495,82.5,7,
93,,Haunter,,45,50,45,115,55,95,405,67.5,2,5
24,,Arbok,,60,85,69,65,79,80,438,73,2,5
479,,Rotom ,Wash Rotom,50,65,107,105,107,86,520,86.67,2,5
168,,Ariados,,70,90,70,60,60,40,390,65,6,
76,,Golem,,80,110,130,55,65,45,485,80.83,2,5
434,,Stunky,,63,63,47,41,41,74,329,54.83,2,5
69,,Bellsprout,,50,75,35,70,30,40,300,50,2,5
120,,Staryu,,30,45,55,70,55,85,340,56.67,7,
138,,Omanyte,,35,40,100,90,90,35,300,60,1,
122,,Mr. Mime,,40,45,65,100,120,90,460,76.67,7,
570,,Zorua,,40,65,40,80,40,65,330,55,7,
778,,Mimikyu,,55,90,80,50,105,96,476,79.33,7,
44,,Gloom,,60,65,70,85,75,40,395,65.83,7,
370,,Luvdisc,,43,30,55,40,65,97,330,55,6,
170,,Chinchou,,75,38,38,56,56,67,330,55,6,
31,,Nidoqueen,,90,92,87,75,85,76,505,84.17,6,
245,,Suicune,,100,75,115,90,115,85,580,96.67,2,5
391,,Monferno,,64,78,52,78,52,81,405,67.5,6,
390,,Chimchar,,44,58,44,58,44,61,309,51.5,6,
535,,Tympole,,50,50,40,50,40,64,294,49,2,5
246,,Larvitar,,50,64,50,45,50,41,300,50,2,5
37,,Vulpix,,38,41,40,50,65,65,299,49.83,2,5
495,,Snivy,,45,45,55,45,55,63,308,51.33,2,5
265,,Wurmple,,45,45,35,20,30,20,195,32.5,6,
260,,Swampert,,100,110,90,85,90,60,535,89.17,6,
334,M,Altaria ,Mega Altaria,75,110,110,110,105,80,590,98.33,7,
310,M,Manectric ,Mega Manectric,70,75,80,135,80,135,575,95.83,6,
312,,Minun,,60,40,50,75,85,95,405,67.5,7,
172,,Pichu,,20,40,15,35,35,60,205,34.17,6,
393,,Piplup,,53,51,53,61,56,40,314,52.33,6,
8,,Wartortle,,59,63,80,65,80,58,405,67.5,7,
439,,Mime Jr.,,20,25,45,70,90,60,310,51.67,6,
495,,Snivy,,45,45,55,45,55,63,308,51.33,6,
55,,Golduck,,80,82,78,95,80,85,500,83.33,6,
137,,Porygon,,65,60,70,85,75,40,395,65.83,6,
643,,Reshiram,,100,120,100,150,120,90,680,113.33,6,
265,,Wurmple,,45,45,35,20,30,20,195,32.5,2,5
312,,Minun,,60,40,50,75,85,95,405,67.5,2,5
277,,Swellow,,60,85,60,50,50,125,430,71.67,6,
139,,Omastar,,70,60,125,115,70,55,495,82.5,7,
780,,Drampa,,78,60,85,135,91,36,485,80.83,7,
7,,Squirtle,,44,48,65,50,64,43,314,52.33,7,
125,,Electabuzz,,65,83,57,85,85,105,395,79,1,
353,,Shuppet,,44,75,35,63,33,45,295,49.17,2,5
82,,Magneton,,50,60,95,120,70,70,465,77.5,2,5
406,,Budew,,40,30,35,50,70,55,280,46.67,6,
612,,Haxorus,,76,147,90,60,70,97,540,90,7,
44,,Gloom,,60,65,70,85,75,40,395,65.83,6,
317,,Swalot,,100,73,83,73,83,55,467,77.83,2,5
323,,Camerupt,,70,100,70,105,75,40,460,76.67,7,
249,,Lugia,,106,90,130,90,154,110,680,113.33,6,
673,,Gogoat,,123,100,62,97,81,68,531,88.5,6,
28,A,Sandslash ,Alolan Sandslash,75,100,120,25,65,65,450,75,7,
800,U,Necrozma ,Ultra Necrozma,97,167,97,167,97,129,754,125.67,7,
529,,Drilbur,,60,85,40,30,45,68,328,54.67,2,5
185,,Sudowoodo,,70,100,115,30,65,30,410,68.33,7,
587,,Emolga,,55,75,60,75,60,103,428,71.33,2,5
312,,Minun,,60,40,50,75,85,95,405,67.5,6,
50,,Diglett,,10,55,25,45,45,95,230,46,1,
438,,Bonsly,,50,80,95,10,45,10,290,48.33,6,
504,,Patrat,,45,55,39,35,39,42,255,42.5,6,
365,,Walrein,,110,80,90,95,90,65,530,88.33,2,5
619,,Mienfoo,,45,85,50,55,50,65,350,58.33,6,
334,M,Altaria ,Mega Altaria,75,110,110,110,105,80,590,98.33,6,
441,,Chatot,,76,65,45,92,42,91,411,68.5,2,5
310,M,Manectric ,Mega Manectric,70,75,80,135,80,135,575,95.83,7,
360,,Wynaut,,95,23,48,23,48,23,260,43.33,7,
393,,Piplup,,53,51,53,61,56,40,314,52.33,7,
50,,Diglett,,10,55,25,35,45,95,265,44.17,7,
535,,Tympole,,50,50,40,50,40,64,294,49,7,
538,,Throh,,120,100,85,30,85,45,465,77.5,2,5
495,,Snivy,,45,45,55,45,55,63,308,51.33,7,
44,,Gloom,,60,65,70,85,75,40,395,65.83,2,5
210,,Granbull,,90,120,75,60,60,45,450,75,2,5
479,R,Rotom ,Frost Rotom,50,65,107,105,107,86,520,86.67,7,
18,,Pidgeot,,83,80,75,70,70,101,479,79.83,7,
557,,Dwebble,,50,65,85,35,35,55,325,54.17,6,
369,,Relicanth,,100,90,130,45,65,55,485,80.83,2,5
376,,Metagross,,80,135,130,95,90,70,600,100,6,
630,,Mandibuzz,,110,65,105,55,95,80,510,85,7,
385,,Jirachi,,100,100,100,100,100,100,600,100,7,
66,,Machop,,70,80,50,35,35,35,270,54,1,
479,,Rotom ,Normal Rotom,50,50,77,95,77,91,440,73.33,2,5
654,,Braixen,,59,59,58,90,70,73,409,68.17,6,
220,,Swinub,,50,50,40,30,30,50,250,41.67,2,5
96,,Drowzee,,60,48,45,90,90,42,285,57,1,
58,,Growlithe,,55,70,45,70,50,60,350,58.33,2,5
2,,Ivysaur,,60,62,63,80,80,60,405,67.5,7,
388,,Grotle,,75,89,85,55,65,36,405,67.5,6,
126,,Magmar,,65,95,57,100,85,93,495,82.5,7,
710,,Pumpkaboo ,Large Size,54,66,70,44,55,46,335,55.83,7,
543,,Venipede,,30,45,59,30,39,57,260,43.33,2,5
20,A,Raticate ,Alolan Raticate,75,71,70,40,80,77,413,68.83,7,
402,,Kricketune,,77,85,51,55,51,65,384,64,6,
683,,Aromatisse,,101,72,72,99,89,29,462,77,6,
445,,Garchomp,,108,130,95,80,85,102,600,100,7,
257,,Blaziken,,80,120,70,110,70,80,530,88.33,6,
619,,Mienfoo,,45,85,50,55,50,65,350,58.33,7,
522,,Blitzle,,45,60,32,50,32,76,295,49.17,2,5
392,,Infernape,,76,104,71,104,71,108,534,89,2,5
142,,Aerodactyl,,80,105,65,60,75,130,515,85.83,2,5
556,,Maractus,,75,86,67,106,67,60,461,76.83,6,
506,,Lillipup,,45,60,45,25,45,55,275,45.83,2,5
378,,Regice,,80,50,100,100,200,50,580,96.67,7,
479,L,Rotom ,Mow Rotom,50,65,107,105,107,86,520,86.67,6,
174,,Igglybuff,,90,30,15,40,20,15,210,35,7,
376,,Metagross,,80,135,130,95,90,70,600,100,7,
700,,Sylveon,,95,65,65,110,130,60,525,87.5,6,
64,,Kadabra,,40,35,30,120,70,105,400,66.67,6,
236,,Tyrogue,,35,35,35,35,35,35,210,35,7,
477,,Dusknoir,,45,100,135,65,135,45,525,87.5,2,5
370,,Luvdisc,,43,30,55,40,65,97,330,55,7,
714,,Noibat,,40,30,35,45,40,55,245,40.83,7,
253,,Grovyle,,50,65,45,85,65,95,405,67.5,7,
321,,Wailord,,170,90,45,90,45,60,500,83.33,2,5
604,,Eelektross,,85,115,80,105,80,50,515,85.83,2,5
31,,Nidoqueen,,90,92,87,75,85,76,505,84.17,7,
571,,Zoroark,,60,105,60,120,60,105,510,85,6,
222,,Corsola,,55,55,85,65,85,35,380,63.33,6,
32,,Nidoran♂,,46,57,40,40,40,50,273,45.5,2,5
719,M,Diancie ,Mega Diancie,50,160,110,160,110,110,700,116.67,7,
388,,Grotle,,75,89,85,55,65,36,405,67.5,7,
46,,Paras,,35,70,55,45,55,25,285,47.5,6,
584,,Vanilluxe,,71,95,85,110,95,79,535,89.17,2,5
718,T,Zygarde ,10% Forme,54,100,71,61,85,115,486,81,7,
683,,Aromatisse,,101,72,72,99,89,29,462,77,7,
584,,Vanilluxe,,71,95,85,110,95,79,535,89.17,7,
93,,Haunter,,45,50,45,115,55,95,405,67.5,7,
193,,Yanma,,65,65,45,75,45,95,390,65,2,5
635,,Hydreigon,,92,105,90,125,90,98,600,100,6,
257,,Blaziken,,80,120,70,110,70,80,530,88.33,7,
764,,Comfey,,51,52,90,82,110,100,485,80.83,7,
326,,Grumpig,,80,45,65,90,110,80,470,78.33,2,5
319,M,Sharpedo ,Mega Sharpedo,70,140,70,110,65,105,560,93.33,6,
756,,Shiinotic,,60,45,80,90,100,30,405,67.5,7,
418,,Buizel,,55,65,35,60,30,85,330,55,6,
643,,Reshiram,,100,120,100,150,120,90,680,113.33,7,
556,,Maractus,,75,86,67,106,67,60,461,76.83,2,5
692,,Clauncher,,50,53,62,58,63,44,330,55,7,
7,,Squirtle,,44,48,65,50,64,43,314,52.33,6,
435,,Skuntank,,103,93,67,71,61,84,479,79.83,7,
714,,Noibat,,40,30,35,45,40,55,245,40.83,6,
374,,Beldum,,40,55,80,35,60,30,300,50,2,5
512,,Simisage,,75,98,63,98,63,101,498,83,2,5
700,,Sylveon,,95,65,65,110,130,60,525,87.5,7,
492,S,Shaymin ,Sky Forme,100,103,75,120,75,127,600,100,7,
518,,Musharna,,116,55,85,107,95,29,487,81.17,2,5
357,,Tropius,,99,68,83,72,87,51,460,76.67,6,
571,,Zoroark,,60,105,60,120,60,105,510,85,7,
35,,Clefairy,,70,45,48,60,65,35,323,53.83,2,5
352,,Kecleon,,60,90,70,60,120,40,440,73.33,7,
466,,Electivire,,75,123,67,95,85,95,540,90,6,
721,,Volcanion,,80,110,120,130,90,70,600,100,7,
705,,Sliggoo,,68,75,53,83,113,60,452,75.33,6,
770,,Palossand,,85,75,110,100,75,35,480,80,7,
101,,Electrode,,60,50,70,80,80,140,400,80,1,
677,,Espurr,,62,48,54,63,60,68,355,59.17,7,
435,,Skuntank,,103,93,67,71,61,84,479,79.83,2,5
326,,Grumpig,,80,45,65,90,110,80,470,78.33,6,
93,,Haunter,,45,50,45,115,55,95,405,67.5,6,
504,,Patrat,,45,55,39,35,39,42,255,42.5,7,
72,,Tentacool,,40,40,35,50,100,70,335,55.83,7,
694,,Helioptile,,44,38,33,61,43,70,289,48.17,7,
145,,Zapdos,,90,90,85,125,125,100,490,98,1,
141,,Kabutops,,60,115,105,65,70,80,495,82.5,7,
64,,Kadabra,,40,35,30,120,70,105,400,66.67,7,
6,,Charizard,,78,84,78,109,85,100,534,89,2,5
134,,Vaporeon,,130,65,60,110,95,65,525,87.5,7,
569,,Garbodor,,80,95,82,60,82,75,474,79,7,
358,,Chimecho,,65,50,70,95,80,65,425,70.83,2,5
161,,Sentret,,35,46,34,35,45,20,215,35.83,2,5
692,,Clauncher,,50,53,62,58,63,44,330,55,6,
249,,Lugia,,106,90,130,90,154,110,680,113.33,2,5
307,,Meditite,,30,40,55,40,55,60,280,46.67,7,
435,,Skuntank,,103,93,67,71,61,84,479,79.83,6,
280,,Ralts,,28,25,25,45,35,40,198,33,2,5
654,,Braixen,,59,59,58,90,70,73,409,68.17,7,
492,S,Shaymin ,Sky Forme,100,103,75,120,75,127,600,100,6,
129,,Magikarp,,20,10,55,15,20,80,200,33.33,7,
13,,Weedle,,40,35,30,20,20,50,195,32.5,2,5
573,,Cinccino,,75,95,60,65,60,115,470,78.33,2,5
352,,Kecleon,,60,90,70,60,120,40,440,73.33,6,
60,,Poliwag,,40,50,40,40,40,90,300,50,2,5
752,,Araquanid,,68,70,92,50,132,42,454,75.67,7,
77,,Ponyta,,50,85,55,65,65,90,345,69,1,
676,,Furfrou,,75,80,60,65,90,102,472,78.67,7,
75,,Graveler,,55,95,115,45,45,35,345,69,1,
51,,Dugtrio,,35,80,50,50,70,120,405,67.5,6,
310,,Manectric,,70,75,60,105,60,105,475,79.17,7,
517,,Munna,,76,25,45,67,55,24,292,48.67,2,5
640,,Virizion,,91,90,72,90,129,108,580,96.67,7,
14,,Kakuna,,45,25,50,25,25,35,205,34.17,7,
197,,Umbreon,,95,65,110,60,130,65,525,87.5,6,
409,,Rampardos,,97,165,60,65,50,58,495,82.5,2,5
610,,Axew,,46,87,60,30,40,57,320,53.33,7,
6,,Charizard,,78,84,78,109,85,100,534,89,6,
445,,Garchomp,,108,130,95,80,85,102,600,100,6,
694,,Helioptile,,44,38,33,61,43,70,289,48.17,6,
150,MY,Mewtwo ,Mega Mewtwo Y,106,150,70,194,120,140,780,130,6,
172,,Pichu,,20,40,15,35,35,60,205,34.17,7,
640,,Virizion,,91,90,72,90,129,108,580,96.67,2,5
487,,Giratina ,Origin Forme,150,120,100,120,100,90,680,113.33,2,5
386,,Deoxys ,Normal Forme,50,150,50,150,50,150,600,100,2,5
531,,Audino,,103,60,86,60,86,50,445,74.17,2,5
197,,Umbreon,,95,65,110,60,130,65,525,87.5,2,5
122,,Mr. Mime,,40,45,65,100,120,90,460,76.67,2,5
378,,Regice,,80,50,100,100,200,50,580,96.67,6,
253,,Grovyle,,50,65,45,85,65,95,405,67.5,2,5
147,,Dratini,,41,64,45,50,50,50,250,50,1,
104,,Cubone,,50,50,95,40,50,35,320,53.33,7,
614,,Beartic,,95,110,80,70,80,50,485,80.83,6,
35,,Clefairy,,70,45,48,60,65,35,323,53.83,6,
236,,Tyrogue,,35,35,35,35,35,35,210,35,6,
168,,Ariados,,70,90,70,60,60,40,390,65,2,5
128,,Tauros,,75,100,95,40,70,110,490,81.67,2,5
371,,Bagon,,45,75,60,40,30,50,300,50,6,
253,,Grovyle,,50,65,45,85,65,95,405,67.5,6,
249,,Lugia,,106,90,130,90,154,110,680,113.33,7,
132,,Ditto,,48,48,48,48,48,48,240,48,1,
675,,Pangoro,,95,124,78,69,71,58,495,82.5,7,
589,,Escavalier,,70,135,105,60,105,20,495,82.5,2,5
719,M,Diancie ,Mega Diancie,50,160,110,160,110,110,700,116.67,6,
271,,Lombre,,60,50,50,60,70,50,340,56.67,7,
528,,Swoobat,,67,57,55,77,55,114,425,70.83,6,
46,,Paras,,35,70,55,45,55,25,285,47.5,7,
41,,Zubat,,40,45,35,30,40,55,245,40.83,6,
715,,Noivern,,85,70,80,97,80,123,535,89.17,7,
640,,Virizion,,91,90,72,90,129,108,580,96.67,6,
18,M,Pidgeot ,Mega Pidgeot,83,80,80,135,80,121,579,96.5,6,
14,,Kakuna,,45,25,50,25,25,35,205,34.17,6,
688,,Binacle,,42,52,67,39,56,50,306,51,7,
268,,Cascoon,,50,35,55,25,25,15,205,34.17,2,5
732,,Trumbeak,,55,85,50,40,50,75,355,59.17,7,
39,,Jigglypuff,,115,45,20,45,25,20,270,45,7,
23,,Ekans,,35,60,44,40,40,55,234,46.8,1,
154,,Meganium,,80,82,100,83,100,80,525,87.5,6,
646,W,Kyurem ,White Kyurem,125,120,90,170,100,95,700,116.67,6,
293,,Whismur,,64,51,23,51,23,28,240,40,7,
635,,Hydreigon,,92,105,90,125,90,98,600,100,7,
379,,Registeel,,80,75,150,75,150,50,580,96.67,6,
310,,Manectric,,70,75,60,105,60,105,475,79.17,6,
440,,Happiny,,100,5,5,15,65,30,220,36.67,2,5
51,,Dugtrio,,35,100,50,50,70,120,425,70.83,7,
104,,Cubone,,50,50,95,40,50,35,320,53.33,6,
81,,Magnemite,,25,35,70,95,95,45,270,54,1,
618,,Stunfisk,,109,66,84,81,99,32,471,78.5,2,5
473,,Mamoswine,,110,130,80,70,60,80,530,88.33,2,5
414,,Mothim,,70,94,50,94,50,66,424,70.67,7,
35,,Clefairy,,70,45,48,60,65,35,323,53.83,7,
617,,Accelgor,,80,70,40,100,60,145,495,82.5,2,5
808,,Meltan,,46,65,65,55,35,34,300,50,7,
252,,Treecko,,40,45,35,65,55,70,310,51.67,2,5
371,,Bagon,,45,75,60,40,30,50,300,50,7,
797,,Celesteela,,97,101,103,107,101,61,570,95,7,
14,,Kakuna,,45,25,50,25,25,35,205,34.17,2,5
783,,Hakamo-o,,55,75,90,65,70,65,420,70,7,
74,,Geodude,,40,80,100,30,30,20,300,50,2,5
466,,Electivire,,75,123,67,95,85,95,540,90,7,
675,,Pangoro,,95,124,78,69,71,58,495,82.5,6,
372,,Shelgon,,65,95,100,60,50,50,420,70,6,
676,,Furfrou,,75,80,60,65,90,102,472,78.67,6,
271,,Lombre,,60,50,50,60,70,50,340,56.67,6,
41,,Zubat,,40,45,35,30,40,55,245,40.83,7,
528,,Swoobat,,67,57,55,77,55,114,425,70.83,7,
269,,Dustox,,60,50,70,50,90,65,385,64.17,7,
17,,Pidgeotto,,63,60,55,50,50,71,299,59.8,1,
281,,Kirlia,,38,35,35,65,55,50,278,46.33,6,
688,,Binacle,,42,52,67,39,56,50,306,51,6,
154,,Meganium,,80,82,100,83,100,80,525,87.5,7,
681,B,Aegislash ,Blade Forme,60,150,50,150,50,60,520,86.67,6,
646,W,Kyurem ,White Kyurem,125,120,90,170,100,95,700,116.67,7,
303,M,Mawile ,Mega Mawile,50,105,125,55,95,50,480,80,7,
190,,Aipom,,55,70,55,40,55,85,360,60,2,5
376,,Metagross,,80,135,130,95,90,70,600,100,2,5
661,,Fletchling,,45,50,43,40,38,62,278,46.33,7,
704,,Goomy,,45,50,35,55,75,40,300,50,7,
252,,Treecko,,40,45,35,65,55,70,310,51.67,6,
148,,Dragonair,,61,84,65,70,70,70,420,70,2,5
766,,Passimian,,100,120,90,40,60,80,490,81.67,7,
711,,Gourgeist ,Super Size,85,100,122,58,75,54,494,82.33,7,
351,,Castform,,70,70,70,70,70,70,420,70,6,
250,,Ho-Oh,,106,130,90,110,154,90,680,113.33,7,
44,,Gloom,,60,65,70,85,85,40,320,64,1,
386,,Deoxys ,Normal Forme,50,150,50,150,50,150,600,100,6,
569,,Garbodor,,80,95,82,60,82,75,474,79,6,
203,,Girafarig,,70,80,65,90,65,85,455,75.83,7,
479,L,Rotom ,Mow Rotom,50,65,107,105,107,86,520,86.67,7,
174,,Igglybuff,,90,30,15,40,20,15,210,35,6,
476,,Probopass,,60,55,145,75,150,40,525,87.5,7,
138,,Omanyte,,35,40,100,90,55,35,355,59.17,2,5
625,,Bisharp,,65,125,100,60,70,70,490,81.67,2,5
328,,Trapinch,,45,100,45,45,45,10,290,48.33,7,
406,,Budew,,40,30,35,50,70,55,280,46.67,7,
274,,Nuzleaf,,70,70,40,60,40,60,340,56.67,6,
494,,Victini,,100,100,100,100,100,100,600,100,2,5
754,,Lurantis,,70,105,90,80,90,45,480,80,7,
601,,Klinklang,,60,100,115,70,85,90,520,86.67,7,
545,,Scolipede,,60,90,89,55,69,112,475,79.17,2,5
372,,Shelgon,,65,95,100,60,50,50,420,70,7,
541,,Swadloon,,55,63,90,50,80,42,380,63.33,2,5
81,,Magnemite,,25,35,70,95,55,45,325,54.17,7,
323,M,Camerupt ,Mega Camerupt,70,120,100,145,105,20,560,93.33,7,
521,,Unfezant,,80,115,80,65,55,93,488,81.33,7,
269,,Dustox,,60,50,70,50,90,65,385,64.17,6,
281,,Kirlia,,38,35,35,65,55,50,278,46.33,7,
681,B,Aegislash ,Blade Forme,60,150,50,150,50,60,520,86.67,7,
149,,Dragonite,,91,134,95,100,100,80,600,100,7,
284,,Masquerain,,70,60,62,100,82,80,454,75.67,7,
150,MY,Mewtwo ,Mega Mewtwo Y,106,150,70,194,120,140,780,130,7,
113,,Chansey,,250,5,5,105,105,50,415,83,1,
202,,Wobbuffet,,190,33,58,33,58,33,405,67.5,7,
6,,Charizard,,78,84,78,109,85,100,534,89,7,
445,M,Garchomp ,Mega Garchomp,108,170,115,120,95,92,700,116.67,6,
51,A,Dugtrio ,Alolan Dugtrio,35,100,60,50,70,110,425,70.83,7,
39,,Jigglypuff,,115,45,20,45,25,20,270,45,2,5
360,,Wynaut,,95,23,48,23,48,23,260,43.33,6,
351,,Castform,,70,70,70,70,70,70,420,70,7,
324,,Torkoal,,70,85,140,85,70,20,470,78.33,6,
557,,Dwebble,,50,65,85,35,35,55,325,54.17,2,5
58,,Growlithe,,55,70,45,50,50,60,280,56,1,
113,,Chansey,,250,5,5,35,105,50,450,75,2,5
328,,Trapinch,,45,100,45,45,45,10,290,48.33,6,
274,,Nuzleaf,,70,70,40,60,40,60,340,56.67,7,
623,,Golurk,,89,124,80,55,80,55,483,80.5,6,
370,,Luvdisc,,43,30,55,40,65,97,330,55,2,5
586,,Sawsbuck,,80,100,70,60,70,95,475,79.17,2,5
705,,Sliggoo,,68,75,53,83,113,60,452,75.33,7,
81,,Magnemite,,25,35,70,95,55,45,325,54.17,6,
176,,Togetic,,55,40,85,80,105,40,405,67.5,2,5
607,,Litwick,,50,30,55,65,55,20,275,45.83,2,5
660,,Diggersby,,85,56,77,50,77,78,423,70.5,6,
39,,Jigglypuff,,115,45,20,45,25,20,270,45,6,
141,,Kabutops,,60,115,105,65,70,80,495,82.5,6,
265,,Wurmple,,45,45,35,20,30,20,195,32.5,7,
149,,Dragonite,,91,134,95,100,100,80,600,100,6,
444,,Gabite,,68,90,65,50,55,82,410,68.33,7,
368,,Gorebyss,,55,84,105,114,75,52,485,80.83,6,
202,,Wobbuffet,,190,33,58,33,58,33,405,67.5,6,
475,,Gallade,,68,125,65,65,115,80,518,86.33,6,
680,,Doublade,,59,110,150,45,49,35,448,74.67,6,
334,,Altaria,,75,70,90,70,105,80,490,81.67,7,
233,,Porygon2,,85,80,90,105,95,60,515,85.83,6,
175,,Togepi,,35,20,65,40,65,20,245,40.83,2,5
499,,Pignite,,90,93,55,70,55,55,418,69.67,6,
293,,Whismur,,64,51,23,51,23,28,240,40,6,
60,,Poliwag,,40,50,40,40,40,90,300,50,6,
475,,Gallade,,68,125,65,65,115,80,518,86.33,2,5
487,O,Giratina ,Origin Forme,150,120,100,120,100,90,680,113.33,7,
12,,Butterfree,,60,45,50,80,80,70,305,61,1,
222,,Corsola,,65,55,95,65,95,35,410,68.33,7,
133,Pa,Eevee ,Partner Eevee,65,75,70,65,85,75,435,72.5,7,
623,,Golurk,,89,124,80,55,80,55,483,80.5,7,
115,,Kangaskhan,,105,95,80,40,80,90,490,81.67,7,
718,,Zygarde ,50% Forme,108,100,121,81,95,95,600,100,7,
274,,Nuzleaf,,70,70,40,60,40,60,340,56.67,2,5
514,,Simisear,,75,98,63,98,63,101,498,83,7,
572,,Minccino,,55,50,40,40,40,75,300,50,7,
765,,Oranguru,,90,60,80,90,110,60,490,81.67,7,
295,,Exploud,,104,91,63,91,63,68,480,80,2,5
380,,Latias,,80,80,90,110,130,110,600,100,6,
413,S,Wormadam ,Trash Cloak,60,69,95,69,95,36,424,70.67,7,
238,,Smoochum,,45,30,15,85,65,65,305,50.83,2,5
715,,Noivern,,85,70,80,97,80,123,535,89.17,6,
660,,Diggersby,,85,56,77,50,77,78,423,70.5,7,
465,,Tangrowth,,100,100,125,110,50,50,535,89.17,6,
604,,Eelektross,,85,115,80,105,80,50,515,85.83,7,
383,,Groudon,,100,150,140,100,90,90,670,111.67,7,
330,,Flygon,,80,100,80,80,80,100,520,86.67,6,
368,,Gorebyss,,55,84,105,114,75,52,485,80.83,7,
661,,Fletchling,,45,50,43,40,38,62,278,46.33,6,
525,,Boldore,,70,105,105,50,40,20,390,65,6,
55,,Golduck,,80,82,78,80,80,85,405,81,1,
410,,Shieldon,,30,42,118,42,88,30,350,58.33,7,
480,,Uxie,,75,75,130,75,130,95,580,96.67,6,
580,,Ducklett,,62,44,50,44,50,55,305,50.83,2,5
711,,Gourgeist ,Super Size,85,100,122,58,75,54,494,82.33,6,
250,,Ho-Oh,,106,130,90,110,154,90,680,113.33,6,
233,,Porygon2,,85,80,90,105,95,60,515,85.83,7,
584,,Vanilluxe,,71,95,85,110,95,79,535,89.17,6,
418,,Buizel,,55,65,35,60,30,85,330,55,7,
52,,Meowth,,40,45,35,40,40,90,290,48.33,2,5
211,,Qwilfish,,65,95,75,55,55,85,430,71.67,2,5
165,,Ledyba,,40,20,30,40,80,55,265,44.17,2,5
263,,Zigzagoon,,38,30,41,30,41,60,240,40,2,5
571,,Zoroark,,60,105,60,120,60,105,510,85,2,5
531,M,Audino ,Mega Audino,103,60,126,80,126,50,545,90.83,7,
710,,Pumpkaboo ,Super Size,59,66,70,44,55,41,335,55.83,6,
143,,Snorlax,,160,110,65,65,110,30,540,90,7,
476,,Probopass,,60,55,145,75,150,40,525,87.5,6,
156,,Quilava,,58,64,58,80,65,80,405,67.5,2,5
158,,Totodile,,50,65,64,44,48,43,314,52.33,2,5
499,,Pignite,,90,93,55,70,55,55,418,69.67,2,5
272,,Ludicolo,,80,70,70,90,100,70,480,80,7,
330,,Flygon,,80,100,80,80,80,100,520,86.67,2,5
201,,Unown,,48,72,48,72,48,48,336,56,6,
374,,Beldum,,40,55,80,35,60,30,300,50,6,
511,,Pansage,,50,53,48,53,48,64,316,52.67,7,
648,,Meloetta ,Aria Forme,100,77,77,128,128,90,600,100,6,
18,M,Pidgeot ,Mega Pidgeot,83,80,80,135,80,121,579,96.5,7,
72,,Tentacool,,40,40,35,50,100,70,335,55.83,6,
413,S,Wormadam ,Trash Cloak,60,69,95,69,95,36,424,70.67,6,
524,,Roggenrola,,55,75,85,25,25,15,280,46.67,6,
525,,Boldore,,70,105,105,50,40,20,390,65,7,
604,,Eelektross,,85,115,80,105,80,50,515,85.83,6,
807,,Zeraora,,88,112,75,102,80,143,600,100,7,
383,,Groudon,,100,150,140,100,90,90,670,111.67,6,
25,,Pikachu,,35,55,40,50,50,90,320,53.33,6,
499,,Pignite,,90,93,55,70,55,55,418,69.67,7,
347,,Anorith,,45,95,50,40,50,75,355,59.17,6,
242,,Blissey,,255,10,10,75,135,55,540,90,7,
64,,Kadabra,,40,35,30,120,70,105,400,66.67,2,5
690,,Skrelp,,50,60,60,60,60,30,320,53.33,7,
