Ldex,ID,ID_Ext,Name,Type,Type2,Female,Male,ID,Name,Unbreedable,ID,Name,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,ID_Ext,Name,WeightLbs,WeightKg,ID,Name,Experience type,Body,ID,ID_Ext,Name,Type1,Type2,Color,Name,ID,ID,ID_Ext,Name,Ability 1,Ability 2,Hidden,EvolutionLevel,ID,Name,ID,Name,Base friendship,ID,Name,Call_Rate_SM,Call_Rate_USUM,Habitat,Page,Ndex,Name,Type,Type2,Group,ID,Name,Type,Type2
#121,#615,615,Cryogonal,Ice,,3,1,37,Vulpix,,660,Diggersby,Field,—,15,—,—,—,3855,3840,31,Nidoqueen,132.3 lbs.,60.0 kg,712,Bergmite,Medium Fast," Pokémon with a bipedal, tailless form",#649,649,Genesect,Bug,Steel,Purple,Poipole,803,564,564,Tirtouga,Solid Rock,Sturdy,Swift Swim,,,,661,Fletchling,70,,,,,,,,,,,,,,,
#122,#616,616,Shelmet,Bug,,3,1,38,Ninetales,,661,Fletchling,Flying,—,15,—,—,—,3855,3840,82,Magneton,132.3 lbs.,60.0 kg,713,Avalugg,Medium Fast," Pokémon with a bipedal, tailless form",#657,657,Frogadier,Water,,Purple,Naganadel,804,565,565,Carracosta,Solid Rock,Sturdy,Swift Swim,,,,662,Fletchinder,70,,,,,,,,,,,,,,,
#123,#617,617,Accelgor,Bug,,3,1,39,Jigglypuff,,662,Fletchinder,Flying,—,15,—,—,—,3855,3840,99,Kingler,132.3 lbs.,60.0 kg,714,Noibat,Medium Fast," Pokémon with a bipedal, tailless form",#658,658,Greninja,Water,Dark,Purple,,,566,566,Archen,Defeatist,,,,,,663,Talonflame,70,,,,,,,,,,,,,,,
#124,#618,618,Stunfisk,Ground,Electric,3,1,40,Wigglytuff,,663,Talonflame,Flying,—,15,—,—,—,3855,3840,146,Moltres,132.3 lbs.,60.0 kg,715,Noivern,Medium Fast," Pokémon with a bipedal, tailless form",#675,675,Pangoro,Fighting,Dark,Purple,,,567,567,Archeops,Defeatist,,,,,,664,Scatterbug,70,,,,,,,,,,,,,,,
#125,#619,619,Mienfoo,Fighting,,3,1,209,Snubbull,,664,Scatterbug,Bug,—,15,—,—,—,3855,3840,304,Aron,132.3 lbs.,60.0 kg,716,Xerneas,Slow," Pokémon with a bipedal, tailless form",#683,683,Aromatisse,Fairy,,Purple,,,568,568,Trubbish,Stench,Sticky Hold,Aftermath,,,,665,Spewpa,70,,,,,,,,,,,,,,,
#126,#620,620,Mienshao,Fighting,,3,1,210,Granbull,,665,Spewpa,Bug,—,15,—,—,—,3855,3840,381,Latios,132.3 lbs.,60.0 kg,717,Yveltal,Slow," Pokémon with a bipedal, tailless form",#685,685,Slurpuff,Fairy,,Purple,,,569,569,Garbodor,Stench,Weak Armor,Aftermath,,,,666,Vivillon,70,,,,,,,,,,,,,,,
#127,#621,621,Druddigon,Dragon,,3,1,222,Corsola,,666,Vivillon,Bug,—,15,—,—,—,3855,3840,346,Cradily,133.2 lbs.,60.4 kg,718,Zygarde,Slow," Pokémon with a bipedal, tailless form",#701,701,Hawlucha,Fighting,Flying,Gray,Machop,66,570,570,Zorua,Illusion,,,,,,667,Litleo,70,,,,,,,,,,,,,,,
#128,#622,622,Golett,Ground,Ghost,3,1,300,Skitty,,667,Litleo,Field,—,20,—,—,—,5140,5120,436,Bronzor,133.4 lbs.,60.5 kg,719,Diancie,Slow," Pokémon with a bipedal, tailless form",#754,754,Lurantis,Grass,,Gray,Machoke,67,571,571,Zoroark,Illusion,,,,,,668,Pyroar,70,,,,,,,,,,,,,,,
#129,#623,623,Golurk,Ground,Ghost,3,1,301,Delcatty,,668,Pyroar,Field,—,20,—,—,—,5140,5120,518,Musharna,133.4 lbs.,60.5 kg,720,Hoopa,Slow," Pokémon with a bipedal, tailless form",#756,756,Shiinotic,Grass,Fairy,Gray,Machamp,68,572,572,Minccino,Cute Charm,Technician,Skill Link,,,,669,Flabébé,70,,,,,,,,,,,,,,,
#130,#624,624,Pawniard,Dark,Steel,3,1,370,Luvdisc,,669,Flabébé,Fairy,—,20,—,—,—,5140,5120,386A,Deoxys,134.0 lbs.,60.8 kg,721,Volcanion,Slow," Pokémon with a bipedal, tailless form",#762,762,Steenee,Grass,,Gray,"Geodude
Alola Form",074A,573,573,Cinccino,Cute Charm,Technician,Skill Link,,,,670,Floette,70,,,,,,,,,,,,,,,
#131,#625,625,Bisharp,Dark,Steel,3,1,431,Glameow,,670,Floette,Fairy,—,20,—,—,—,5140,5120,508,Stoutland,134.5 lbs.,61.0 kg,722,Rowlet,Medium Slow," Pokémon with a bipedal, tailless form",#763,763,Tsareena,Grass,,Gray,"Graveler
Alola Form",075A,574,574,Gothita,Frisk,Competitive*,Shadow Tag,,,,671,Florges,70,,,,,,,,,,,,,,,
#132,#626,626,Bouffalant,Normal,,3,1,432,Purugly,,671,Florges,Fairy,—,20,—,—,—,5140,5120,642,Thundurus,134.5 lbs.,61.0 kg,723,Dartrix,Medium Slow," Pokémon with a bipedal, tailless form",#765,765,Oranguru,Normal,Psychic,Gray,"Golem
Alola Form",076A,575,575,Gothorita,Frisk,Competitive*,Shadow Tag,,,,672,Skiddo,70,,,,,,,,,,,,,,,
#133,#627,627,Rufflet,Normal,Flying,3,1,572,Minccino,,672,Skiddo,Field,—,20,—,—,—,5140,5120,181,Ampharos,135.6 lbs.,61.5 kg,724,Decidueye,Medium Slow," Pokémon with a bipedal, tailless form",#768,768,Golisopod,Bug,Water,Gray,Magnemite,81,576,576,Gothitelle,Frisk,Competitive*,Shadow Tag,,,,673,Gogoat,70,,,,,,,,,,,,,,,
#134,#628,628,Braviary,Normal,Flying,3,1,573,Cinccino,,673,Gogoat,Field,—,20,—,—,—,5140,5120,452,Drapion,135.6 lbs.,61.5 kg,725,Litten,Medium Slow," Pokémon with a bipedal, tailless form",#775,775,Komala,Normal,,Gray,Magneton,82,577,577,Solosis,Overcoat,Magic Guard,Regenerator,,,,674,Pancham,70,,,,,,,,,,,,,,,
#135,#629,629,Vullaby,Dark,Flying,3,1,574,Gothita,,674,Pancham,Field,Human-Like,25,—,—,—,6425,6400,34,Nidoking,136.7 lbs.,62.0 kg,726,Torracat,Medium Slow," Pokémon with a bipedal, tailless form",#795,795,Pheromosa,Bug,Fighting,Gray,Onix,95,578,578,Duosion,Overcoat,Magic Guard,Regenerator,,,,675,Pangoro,70,,,,,,,,,,,,,,,
#136,#630,630,Mandibuzz,Dark,Flying,3,1,575,Gothorita,,675,Pangoro,Field,Human-Like,25,—,—,—,6425,6400,537,Seismitoad,136.7 lbs.,62.0 kg,727,Incineroar,Medium Slow," Pokémon with a bipedal, tailless form",#797,797,Celesteela,Steel,Flying,Gray,Rhyhorn,111,579,579,Reuniclus,Overcoat,Magic Guard,Regenerator,,,,676,Furfrou,70,,,,,,,,,,,,,,,
#137,#631,631,Heatmor,Fire,,3,1,576,Gothitelle,,676,Furfrou,Field,—,20,—,—,—,5140,5120,214M,Mega Heracross,137.8 lbs.,62.5 kg,729,Brionne,Medium Slow," Pokémon with a bipedal, tailless form",#798,798,Kartana,Grass,Steel,Gray,Rhydon,112,580,580,Ducklett,Keen Eye,Big Pecks,Hydration,,,,677,Espurr,70,,,,,,,,,,,,,,,
#138,#632,632,Durant,Bug,Steel,3,1,741,Oricorio,,677,Espurr,Field,—,20,—,—,—,5140,5120,497,Serperior,138.9 lbs.,63.0 kg,730,Primarina,Medium Slow," Pokémon with a bipedal, tailless form",#801,801,Magearna,Steel,Fairy,Gray,Misdreavus,200,581,581,Swanna,Keen Eye,Big Pecks,Hydration,,,,678,Meowstic,70,,,,,,,,,,,,,,,
#139,#633,633,Deino,Dark,Dragon,3,1,764,Comfey,,678,Meowstic,Field,—,20,—,—,—,5140,5120,641,Tornadus,138.9 lbs.,63.0 kg,731,Pikipek,Medium Fast," Pokémon with a bipedal, tailless form",#802,802,Marshadow,Fighting,Ghost,Gray,Pineco,204,582,582,Vanillite,Ice Body,Snow Cloak*,Weak Armor,,,,679,Honedge,70,,,,,,,,,,,,,,,
#140,#634,634,Zweilous,Dark,Dragon,3,1,173,Cleffa,U,679,Honedge,Mineral,—,20,—,—,—,5140,5120,207,Gligar,142.9 lbs.,64.8 kg,732,Trumbeak,Medium Fast," Pokémon with a bipedal, tailless form",#806,806,Blacephalon,Fire,Ghost,Gray,"Steelix
All forms",208,583,583,Vanillish,Ice Body,Snow Cloak*,Weak Armor,,,,680,Doublade,70,,,,,,,,,,,,,,,
#141,#635,635,Hydreigon,Dark,Dragon,3,1,174,Igglybuff,U,680,Doublade,Mineral,—,20,—,—,—,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",733,Toucannon,Medium Fast," Pokémon with a bipedal, tailless form",#807,807,Zeraora,Electric,,Gray,Qwilfish,211,584,584,Vanilluxe,Ice Body,Snow Warning*,Weak Armor,,,,681,Aegislash,70,,,,,,,,,,,,,,,
#142,#636,636,Larvesta,Bug,Fire,3,1,298,Azurill,U,681,Aegislash,Mineral,—,20,—,—,—,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",734,Yungoos,Medium Fast, Pokémon with a single pair of wings,,,,,,Gray,Remoraid,223,585,585,Deerling,Chlorophyll,Sap Sipper,Serene Grace,,,,682,Spritzee,70,,,,,,,,,,,,,,,
#143,#637,637,Volcarona,Bug,Fire,7,1,667,Litleo,,682,Spritzee,Fairy,—,20,—,—,—,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",735,Gumshoos,Medium Fast, Pokémon with a single pair of wings,#016,16,Pidgey,Normal,Flying,Gray,Skarmory,227,585,585S,Deerling,Chlorophyll,Sap Sipper,Serene Grace,,,,683,Aromatisse,70,,,,,,,,,,,,,,,
#144,#638,638,Cobalion,Steel,Fighting,7,1,668,Pyroar,,683,Aromatisse,Fairy,—,20,—,—,—,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",736,Grubbin,Medium Fast, Pokémon with a single pair of wings,#017,17,Pidgeotto,Normal,Flying,Gray,Donphan,232,585,585A,Deerling,Chlorophyll,Sap Sipper,Serene Grace,,,,684,Swirlix,70,,,,,,,,,,,,,,,
#145,#639,639,Terrakion,Rock,Fighting,1,0,29,Nidoran♀,,684,Swirlix,Fairy,—,20,—,—,—,5140,5120,24,Arbok,143.3 lbs.,65.0 kg,737,Charjabug,Medium Fast, Pokémon with a single pair of wings,#018,18,Pidgeot,Normal,Flying,Gray,Pupitar,247,585,585W,Deerling,Chlorophyll,Sap Sipper,Serene Grace,,,,685,Slurpuff,70,,,,,,,,,,,,,,,
#146,#640,640,Virizion,Grass,Fighting,1,0,113,Chansey,,685,Slurpuff,Fairy,—,20,—,—,—,5140,5120,458,Mantyke,143.3 lbs.,65.0 kg,738,Vikavolt,Medium Fast, Pokémon with a single pair of wings,#021,21,Spearow,Normal,Flying,Gray,Poochyena,261,586,586,Sawsbuck,Chlorophyll,Sap Sipper,Serene Grace,,,,686,Inkay,70,,,,,,,,,,,,,,,
#147,#641,641,Tornadus,Flying,,1,0,115,Kangaskhan,,686,Inkay,Water 1,Water 2,20,—,—,—,5140,5120,108,Lickitung,144.4 lbs.,65.5 kg,739,Crabrawler,Medium Fast, Pokémon with a single pair of wings,#022,22,Fearow,Normal,Flying,Gray,Mightyena,262,586,586S,Sawsbuck,Chlorophyll,Sap Sipper,Serene Grace,,,,687,Malamar,70,,,,,,,,,,,,,,,
#148,#642,642,Thundurus,Electric,Flying,1,0,124,Jynx,,687,Malamar,Water 1,Water 2,20,—,—,—,5140,5120,101,Electrode,146.8 lbs.,66.6 kg,740,Crabominable,Medium Fast, Pokémon with a single pair of wings,#041,41,Zubat,Poison,Flying,Gray,Nincada,290,586,586A,Sawsbuck,Chlorophyll,Sap Sipper,Serene Grace,,,,688,Binacle,70,,,,,,,,,,,,,,,
#149,#643,643,Reshiram,Dragon,Fire,1,0,241,Miltank,,688,Binacle,Water 3,—,20,—,—,—,5140,5120,051A,Alolan Dugtrio,146.8 lbs.,66.6 kg,741,Oricorio,Medium Fast, Pokémon with a single pair of wings,#042,42,Golbat,Poison,Flying,Gray,Nosepass,299,586,586W,Sawsbuck,Chlorophyll,Sap Sipper,Serene Grace,,,,689,Barbaracle,70,,,,,,,,,,,,,,,
#150,#644,644,Zekrom,Dragon,Electric,1,0,242,Blissey,,689,Barbaracle,Water 3,—,20,—,—,—,5140,5120,467,Magmortar,149.9 lbs.,68.0 kg,742,Cutiefly,Medium Fast, Pokémon with a single pair of wings,#083,83,Farfetch'd,Normal,Flying,Gray,Aron,304,587,587,Emolga,Static,,Motor Drive,,,,690,Skrelp,70,,,,,,,,,,,,,,,
#151,#645,645,Landorus,Ground,Flying,1,0,314,Illumise,,690,Skrelp,Water 1,Dragon,20,—,—,—,5140,5120,645,Landorus,149.9 lbs.,68.0 kg,743,Ribombee,Medium Fast, Pokémon with a single pair of wings,#142,142,Aerodactyl,Rock,Flying,Gray,Lairon,305,588,588,Karrablast,Swarm,Shed Skin,No Guard,,,,691,Dragalge,70,,,,,,,,,,,,,,,
#152,#646,646,Kyurem,Dragon,Ice,1,0,413,Wormadam,,691,Dragalge,Water 1,Dragon,20,—,—,—,5140,5120,348,Armaldo,150.4 lbs.,68.2 kg,744,Rockruff,Medium Fast, Pokémon with a single pair of wings,#144,144,Articuno,Ice,Flying,Gray,"Aggron
All forms",306,589,589,Escavalier,Swarm,Shell Armor,Overcoat,,,,692,Clauncher,70,,,,,,,,,,,,,,,
#153,#647,647,Keldeo,Water,Fighting,1,0,416,Vespiquen,,692,Clauncher,Water 1,Water 3,15,—,—,—,3855,3840,381M,Mega Latios,154.3 lbs.,70.0 kg,745,Lycanroc,Medium Fast, Pokémon with a single pair of wings,#145,145,Zapdos,Electric,Flying,Gray,Volbeat,313,590,590,Foongus,Effect Spore,,Regenerator,,,,693,Clawitzer,70,,,,,,,,,,,,,,,
#154,#648,648,Meloetta,Normal,Psychic,1,0,478,Froslass,,693,Clawitzer,Water 1,Water 3,15,—,—,—,3855,3840,625,Bisharp,154.3 lbs.,70.0 kg,746,Wishiwashi,Fast, Pokémon with a single pair of wings,#146,146,Moltres,Fire,Flying,Gray,Barboach,339,591,591,Amoonguss,Effect Spore,,Regenerator,,,,694,Helioptile,70,,,,,,,,,,,,,,,
#154,#648,648P,Meloetta,Normal,Fighting,1,0,548,Petilil,,694,Helioptile,Monster,Dragon,20,—,—,—,5140,5120,769,Sandygast,154.3 lbs.,70.0 kg,747,Mareanie,Medium Fast, Pokémon with a single pair of wings,#163,163,Hoothoot,Normal,Flying,Gray,Anorith,347,592,592,Frillish,Water Absorb,Cursed Body,Damp,,,,695,Heliolisk,70,,,,,,,,,,,,,,,
#155,#649,649,Genesect,Bug,Steel,1,0,549,Lilligant,,695,Heliolisk,Monster,Dragon,20,—,—,—,5140,5120,67,Machoke,155.4 lbs.,70.5 kg,748,Toxapex,Medium Fast, Pokémon with a single pair of wings,#164,164,Noctowl,Normal,Flying,Gray,Armaldo,348,593,593,Jellicent,Water Absorb,Cursed Body,Damp,,,,696,Tyrunt,70,,,,,,,,,,,,,,,
,,,,,,1,0,629,Vullaby,,696,Tyrunt,Monster,Dragon,30,—,—,—,7710,7680,709,Trevenant,156.5 lbs.,71.0 kg,749,Mudbray,Medium Fast, Pokémon with a single pair of wings,#165,165,Ledyba,Bug,Flying,Gray,"Castform
Normal",351,594,594,Alomomola,Healer,Hydration,Regenerator,,,,697,Tyrantrum,70,,,,,,,,,,,,,,,
#001Ce,#650,650,Chespin,Grass,,1,0,630,Mandibuzz,,697,Tyrantrum,Monster,Dragon,30,—,—,—,7710,7680,234,Stantler,157.0 lbs.,71.2 kg,750,Mudsdale,Medium Fast, Pokémon with a single pair of wings,#166,166,Ledian,Bug,Flying,Gray,Snorunt,361,595,595,Joltik,Compound Eyes,Unnerve,Swarm,,,,698,Amaura,70,,,,,,,,,,,,,,,
#002Ce,#651,651,Quilladin,Grass,,1,0,669,Flabébé,,698,Amaura,Monster,—,30,—,—,—,7710,7680,326,Grumpig,157.6 lbs.,71.5 kg,751,Dewpider,Medium Fast, Pokémon with a single pair of wings,#177,177,Natu,Psychic,Flying,Gray,"Glalie
All forms",362,596,596,Galvantula,Compound Eyes,Unnerve,Swarm,,,,699,Aurorus,70,,,,,,,,,,,,,,,
#003Ce,#652,652,Chesnaught,Grass,Fighting,1,0,670,Floette,,699,Aurorus,Monster,—,30,—,—,—,7710,7680,246,Larvitar,158.7 lbs.,72.0 kg,753,Fomantis,Medium Fast, Pokémon with a single pair of wings,#178,178,Xatu,Psychic,Flying,Gray,Relicanth,369,597,597,Ferroseed,Iron Barbs,,,,,,700,Sylveon,70,,,,,,,,,,,,,,,
#004Ce,#653,653,Fennekin,Fire,,1,0,671,Florges,,701,Hawlucha,Human-Like,—,20,—,—,—,5140,5120,169,Crobat,165.3 lbs.,75.0 kg,754,Lurantis,Medium Fast, Pokémon with a single pair of wings,#198,198,Murkrow,Dark,Flying,Gray,Registeel,379,598,598,Ferrothorn,Iron Barbs,,Anticipation*,,,,701,Hawlucha,70,,,,,,,,,,,,,,,
#005Ce,#654,654,Braixen,Fire,,1,0,758,Salazzle,,702,Dedenne,Field,Fairy,20,—,—,—,5140,5120,195,Quagsire,165.3 lbs.,75.0 kg,755,Morelull,Medium Fast, Pokémon with a single pair of wings,#207,207,Gligar,Ground,Flying,Gray,Shieldon,410,599,599,Klink,Plus,Minus,Clear Body,,,,702,Dedenne,70,,,,,,,,,,,,,,,
#006Ce,#655,655,Delphox,Fire,Psychic,1,0,761,Bounsweet,,703,Carbink,Fairy,Mineral,25,—,—,—,6425,6400,241,Miltank,166.4 lbs.,75.5 kg,756,Shiinotic,Medium Fast, Pokémon with a single pair of wings,#225,225,Delibird,Ice,Flying,Gray,Bastiodon,411,600,600,Klang,Plus,Minus,Clear Body,,,,703,Carbink,70,,,,,,,,,,,,,,,
#007Ce,#656,656,Froakie,Water,,1,0,762,Steenee,,704,Goomy,Dragon,—,40,—,—,—,10280,10240,97,Hypno,166.7 lbs.,75.6 kg,757,Salandit,Medium Fast, Pokémon with a single pair of wings,#226,226,Mantine,Water,Flying,Gray,Glameow,431,601,601,Klinklang,Plus,Minus,Clear Body,,,,704,Goomy,35,,,,,,,,,,,,,,,
#008Ce,#657,657,Frogadier,Water,,1,0,763,Tsareena,,705,Sliggoo,Dragon,—,40,—,—,—,10280,10240,765,Oranguru,167.6 lbs.,76.0 kg,758,Salazzle,Medium Fast, Pokémon with a single pair of wings,#227,227,Skarmory,Steel,Flying,Gray,Purugly,432,602,602,Tynamo,Levitate,,,,,,705,Sliggoo,35,,,,,,,,,,,,,,,
#009Ce,#658,658,Greninja,Water,Dark,1,0,25,"Pikachu
Cosplay Pikachu",U,706,Goodra,Dragon,—,40,—,—,—,10280,10240,563,Cofagrigus,168.7 lbs.,76.5 kg,759,Stufful,Medium Fast, Pokémon with a single pair of wings,#249,249,Lugia,Psychic,Flying,Gray,Magnezone,462,603,603,Eelektrik,Levitate,,,,,,706,Goodra,35,,,,,,,,,,,,,,,
#010Ce,#659,659,Bunnelby,Normal,,1,0,30,Nidorina,U,707,Klefki,Mineral,—,20,—,—,—,5140,5120,55,Golduck,168.9 lbs.,76.6 kg,760,Bewear,Medium Fast, Pokémon with a single pair of wings,#250,250,Ho-Oh,Fire,Flying,Gray,Rhyperior,464,604,604,Eelektross,Levitate,,,,,,707,Klefki,70,,,,,,,,,,,,,,,
#011Ce,#660,660,Diggersby,Normal,Ground,1,0,31,Nidoqueen,U,708,Phantump,Grass,Amorphous,20,—,—,—,5140,5120,332,Cacturne,170.6 lbs.,77.4 kg,761,Bounsweet,Medium Slow, Pokémon with a single pair of wings,#276,276,Taillow,Normal,Flying,Gray,Probopass,476,605,605,Elgyem,Telepathy,Synchronize,Analytic,,,,708,Phantump,70,,,,,,,,,,,,,,,
#014Ce,#661,661,Fletchling,Normal,Flying,1,0,172,"Pichu
Spiky-eared Pichu",U,709,Trevenant,Grass,Amorphous,20,—,—,—,5140,5120,784,Kommo-o,172.4 lbs.,78.2 kg,762,Steenee,Medium Slow, Pokémon with a single pair of wings,#277,277,Swellow,Normal,Flying,Gray,Herdier,507,606,606,Beheeyem,Telepathy,Synchronize,Analytic,,,,709,Trevenant,70,,,,,,,,,,,,,,,
#015Ce,#662,662,Fletchinder,Fire,Flying,1,0,238,Smoochum,U,710,Pumpkaboo,Amorphous,—,20,—,—,—,5140,5120,80,Slowbro,173.1 lbs.,78.5 kg,763,Tsareena,Medium Slow, Pokémon with a single pair of wings,#278,278,Wingull,Water,Flying,Gray,Stoutland,508,607,607,Litwick*,Flash Fire,Flame Body,Infiltrator*,,,,710,Pumpkaboo,70,,,,,,,,,,,,,,,
#016Ce,#663,663,Talonflame,Fire,Flying,1,0,380,Latias,U,711,Gourgeist,Amorphous,—,20,—,—,—,5140,5120,746Sc,"Wishiwashi
School Form",173.3 lbs.,78.6 kg,764,Comfey,Fast, Pokémon with a single pair of wings,#279,279,Pelipper,Water,Flying,Gray,Pidove,519,608,608,Lampent*,Flash Fire,Flame Body,Infiltrator*,,,,711,Gourgeist,70,,,,,,,,,,,,,,,
#020Ce,#664,664,Scatterbug,Bug,,1,0,440,Happiny,U,712,Bergmite,Monster,—,20,—,—,—,5140,5120,142M,Mega Aerodactyl,174.2 lbs.,79.0 kg,765,Oranguru,Slow, Pokémon with a single pair of wings,#330,330,Flygon,Ground,Dragon,Gray,Tranquill,520,609,609,Chandelure*,Flash Fire,Flame Body,Infiltrator*,,,,712,Bergmite,70,,,,,,,,,,,,,,,
#021Ce,#665,665,Spewpa,Bug,,1,0,488,Cresselia,U,713,Avalugg,Monster,—,20,—,—,—,5140,5120,157,Typhlosion,175.3 lbs.,79.5 kg,766,Passimian,Slow, Pokémon with a single pair of wings,#333,333,Swablu,Normal,Flying,Gray,Unfezant,521,610,610,Axew,Rivalry,Mold Breaker,Unnerve,,,,713,Avalugg,70,,,,,,,,,,,,,,,
#022Ce,#666,666,Vivillon,Bug,Flying,,,81,Magnemite,,714,Noibat,Flying,—,20,—,—,—,5140,5120,199,Slowking,175.3 lbs.,79.5 kg,767,Wimpod,Medium Fast, Pokémon with a single pair of wings,#334,334,Altaria,Dragon,Flying,Gray,Drilbur,529,611,611,Fraxure,Rivalry,Mold Breaker,Unnerve,,,,714,Noibat,70,,,,,,,,,,,,,,,
#057Ce,#667,667,Litleo,Fire,Normal,,,82,Magneton,,715,Noivern,Flying,—,20,—,—,—,5140,5120,523,Zebstrika,175.3 lbs.,79.5 kg,768,Golisopod,Medium Fast, Pokémon with a single pair of wings,#380,380,Latias,Dragon,Psychic,Gray,Excadrill,530,612,612,Haxorus,Rivalry,Mold Breaker,Unnerve,,,,715,Noivern,70,,,,,,,,,,,,,,,
#058Ce,#668,668,Pyroar,Fire,Normal,,,100,Voltorb,,716,Xerneas,Undiscovered,—,120,—,—,—,30840,30720,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",769,Sandygast,Medium Fast, Pokémon with a single pair of wings,#381,381,Latios,Dragon,Psychic,Gray,Timburr,532,613,613,Cubchoo,Snow Cloak,Slush Rush*,Rattled,,,,716,Xerneas,0,,,,,,,,,,,,,,,
#068Ce,#669,669,Flabébé,Fairy,,,,101,Electrode,,717,Yveltal,Undiscovered,—,120,—,—,—,30840,30720,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",770,Palossand,Medium Fast, Pokémon with a single pair of wings,#396,396,Starly,Normal,Flying,Gray,Gurdurr,533,614,614,Beartic,Snow Cloak,Slush Rush*,Swift Swim,,,,717,Yveltal,0,,,,,,,,,,,,,,,
#069Ce,#670,670,Floette,Fairy,,,,120,Staryu,,718,Zygarde,Undiscovered,—,120,—,—,—,30840,30720,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",771,Pyukumuku,Fast, Pokémon with a single pair of wings,#397,397,Staravia,Normal,Flying,Gray,Whirlipede,544,615,615,Cryogonal,Levitate,,,,,,718,Zygarde,0,,,,,,,,,,,,,,,
#070Ce,#671,671,Florges,Fairy,,,,121,Starmie,,719,Diancie,Undiscovered,—,25,—,—,—,6425,6400,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",772,Type: Null,Slow, Pokémon with a single pair of wings,#398,398,Staraptor,Normal,Flying,Gray,Zorua,570,616,616,Shelmet,Hydration,Shell Armor,Overcoat,,,,719,Diancie,70,,,,,,,,,,,,,,,
#089Ce,#672,672,Skiddo,Grass,,,,137,Porygon,,720,Hoopa,Undiscovered,—,120,—,—,—,30840,30720,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",773,Silvally,Slow, Pokémon with a single pair of wings,#430,430,Honchkrow,Dark,Flying,Gray,Zoroark,571,617,617,Accelgor,Hydration,Sticky Hold,Unburden,,,,720,Hoopa,100,,,,,,,,,,,,,,,
#090Ce,#673,673,Gogoat,Grass,,,,233,Porygon2,,721,Volcanion,Undiscovered,—,120,—,—,—,30840,30720,115,Kangaskhan,176.4 lbs.,80.0 kg,774,Minior,Medium Slow, Pokémon with a single pair of wings,#441,441,Chatot,Normal,Flying,Gray,Minccino,572,618,618,Stunfisk,Static,Limber,Sand Veil,,,,721,Volcanion,100,,,,,,,,,,,,,,,
#091Ce,#674,674,Pancham,Fighting,,,,292,Shedinja,,722,Rowlet,Flying,—,15,—,—,—,—,3840,121,Starmie,176.4 lbs.,80.0 kg,775,Komala,Slow, Pokémon with a single pair of wings,#458,458,Mantyke,Water,Flying,Gray,Cinccino,573,619,619,Mienfoo,Inner Focus,Regenerator,Reckless,,,,722,Rowlet,70,,,,,,,,,,,,,,,
#092Ce,#675,675,Pangoro,Fighting,Dark,,,337,Lunatone,,723,Dartrix,Flying,—,15,—,—,—,—,3840,317,Swalot,176.4 lbs.,80.0 kg,776,Turtonator,Medium Fast, Pokémon with a single pair of wings,#468,468,Togekiss,Fairy,Flying,Gray,Escavalier,589,620,620,Mienshao,Inner Focus,Regenerator,Reckless,,,,723,Dartrix,70,,,,,,,,,,,,,,,
#093Ce,#676,676,Furfrou,Normal,,,,338,Solrock,,724,Decidueye,Flying,—,15,—,—,—,—,3840,324,Torkoal,177.2 lbs.,80.4 kg,777,Togedemaru,Medium Fast, Pokémon with a single pair of wings,#472,472,Gliscor,Ground,Flying,Gray,Ferroseed,597,621,621,Druddigon,Rough Skin,Sheer Force,Mold Breaker,,,,724,Decidueye,70,,,,,,,,,,,,,,,
#114Ce,#677,677,Espurr,Psychic,,,,343,Baltoy,,725,Litten,Field,—,15,—,—,—,—,3840,604,Eelektross,177.5 lbs.,80.5 kg,778,Mimikyu,Medium Fast, Pokémon with a single pair of wings,#519,519,Pidove,Normal,Flying,Gray,Ferrothorn,598,622,622,Golett,Iron Fist,Klutz,No Guard,,,,725,Litten,70,,,,,,,,,,,,,,,
#115Ce,#678,678,Meowstic,Psychic,,,,344,Claydol,,726,Torracat,Field,—,15,—,—,—,—,3840,801,Magearna,177.5 lbs.,80.5 kg,779,Bruxish,Medium Fast, Pokémon with a single pair of wings,#520,520,Tranquill,Normal,Flying,Gray,Klink,599,623,623,Golurk,Iron Fist,Klutz,No Guard,,,,726,Torracat,70,,,,,,,,,,,,,,,
#117Ce,#679,679,Honedge,Steel,Ghost,,,374,Beldum,,727,Incineroar,Field,—,15,—,—,—,—,3840,565,Carracosta,178.6 lbs.,81.0 kg,780,Drampa,Medium Fast, Pokémon with a single pair of wings,#521,521,Unfezant,Normal,Flying,Gray,Klang,600,624,624,Pawniard,Defiant,Inner Focus,Pressure,,,,727,Incineroar,70,,,,,,,,,,,,,,,
