ID_1,HEX_1,Name_1,Pokcet_1,Translation_1,Type_1,ID_2,HEX_2,Name_2,Pokcet_2,ID_3,HEX_3,Name_3,Pokcet_3,ID_3Colo,HEX_3Colo,Name_3Colo,Pokcet_3Colo,ID_3XD,HEX_3XD,Name_3XD,Pokcet_3XD,ID_4,HEX_4,Name_4,Pokcet_4,ID_5,HEX_5,Name_5,Pokcet_5,ID_6,HEX_6,Name_6,Pokcet_6,ID_7,HEX_7,Name_7,Pokcet_7,ID_7LG,HEX_7LG,Name_7LG,Pokcet_7LG
,,,,,,,,,,,,,,,,,,,,,,,,,,602,0x025A,X Defend 3,Items pocket,597,0x0255,X Attack 2,Items pocket,602,0x025A,X Defense 3,Items pocket,602,0x025A,X Defense 3,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,603,0x025B,X Attack 3,Items pocket,598,0x0256,X Accuracy 2,Items pocket,603,0x025B,X Attack 3,Items pocket,603,0x025B,X Attack 3,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,604,0x025C,X Accuracy 3,Items pocket,599,0x0257,X Speed 3,Items pocket,604,0x025C,X Accuracy 3,Items pocket,604,0x025C,X Accuracy 3,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,605,0x025D,X Speed 6,Items pocket,600,0x0258,X Sp. Atk 3,Items pocket,605,0x025D,X Speed 6,Items pocket,605,0x025D,X Speed 6,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,606,0x025E,X Special 6,Items pocket,601,0x0259,X Sp. Def 3,Items pocket,606,0x025E,X Sp. Atk 6,Items pocket,606,0x025E,X Sp. Atk 6,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,607,0x025F,X Sp. Def 6,Items pocket,602,0x025A,X Defense 3,Items pocket,607,0x025F,X Sp. Def 6,Items pocket,607,0x025F,X Sp. Def 6,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,608,0x0260,X Defend 6,Items pocket,603,0x025B,X Attack 3,Items pocket,608,0x0260,X Defense 6,Items pocket,608,0x0260,X Defense 6,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,609,0x0261,X Attack 6,Items pocket,604,0x025C,X Accuracy 3,Items pocket,609,0x0261,X Attack 6,Items pocket,609,0x0261,X Attack 6,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,610,0x0262,X Accuracy 6,Items pocket,605,0x025D,X Speed 6,Items pocket,610,0x0262,X Accuracy 6,Items pocket,610,0x0262,X Accuracy 6,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,611,0x0263,Ability Urge,Items pocket,606,0x025E,X Sp. Atk 6,Items pocket,611,0x0263,Ability Urge,Items pocket,611,0x0263,Ability Urge,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,612,0x0264,Item Drop,Items pocket,607,0x025F,X Sp. Def 6,Items pocket,612,0x0264,Item Drop,Items pocket,612,0x0264,Item Drop,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,613,0x0265,Item Urge,Items pocket,608,0x0260,X Defense 6,Items pocket,613,0x0265,Item Urge,Items pocket,613,0x0265,Item Urge,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,614,0x0266,Reset Urge,Items pocket,609,0x0261,X Attack 6,Items pocket,614,0x0266,Reset Urge,Items pocket,614,0x0266,Reset Urge,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,615,0x0267,Dire Hit 3,Items pocket,610,0x0262,X Accuracy 6,Items pocket,615,0x0267,Dire Hit 3,Items pocket,615,0x0267,Dire Hit 3,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,616,0x0268,Light Stone,Key items pocket,611,0x0263,Ability Urge,Items pocket,616,0x0268,Light Stone,Key items pocket,616,0x0268,Light Stone,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,617,0x0269,Dark Stone,Key items pocket,612,0x0264,Item Drop,Items pocket,617,0x0269,Dark Stone,Key items pocket,617,0x0269,Dark Stone,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,618,0x026A,TM93,TMs and HMs pocket,613,0x0265,Item Urge,Items pocket,618,0x026A,TM93,TMs pocket,618,0x026A,TM93,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,619,0x026B,TM94,TMs and HMs pocket,614,0x0266,Reset Urge,Items pocket,619,0x026B,TM94,TMs pocket,619,0x026B,TM94,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,620,0x026C,TM95,TMs and HMs pocket,615,0x0267,Dire Hit 3,Items pocket,620,0x026C,TM95,TMs pocket,620,0x026C,TM95,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,621,0x026D,Xtransceiver*,Key items pocket,616,0x0268,Light Stone,Key items pocket,621,0x026D,Xtransceiver,Key items pocket,621,0x026D,Xtransceiver,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,621,0x026D,Xtransceiver*,Key items pocket,617,0x0269,Dark Stone,Key items pocket,622,0x026E,???,Key items pocket,622,0x026E,???,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,622,0x026E,God Stone,Key items pocket,618,0x026A,TM93,TMs and HMs pocket,623,0x026F,Gram 1,Key items pocket,623,0x026F,Gram 1,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,623,0x026F,Gram 1,Key items pocket,619,0x026B,TM94*,TMs and HMs pocket,624,0x0270,Gram 2,Key items pocket,624,0x0270,Gram 2,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,624,0x0270,Gram 2,Key items pocket,619,0x026B,TM94*,TMs and HMs pocket,625,0x0271,Gram 3,Key items pocket,625,0x0271,Gram 3,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,625,0x0271,Gram 3,Key items pocket,620,0x026C,TM95,TMs and HMs pocket,626,0x0272,Xtransceiver,Key items pocket,626,0x0272,Xtransceiver,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,626,0x0272,Xtransceiver*,Key items pocket,621,0x026D,Xtransceiver,Key items pocket,627,0x0273,Medal Box,Key items pocket,627,0x0273,Medal Box,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,626,0x0272,Xtransceiver*,Key items pocket,622,0x026E,???,Key items pocket,628,0x0274,DNA Splicers,Key items pocket,628,0x0274,DNA Splicers,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,627,0x0273,Medal Box*,Key items pocket,623,0x026F,Gram 1,Key items pocket,629,0x0275,DNA Splicers,Key items pocket,629,0x0275,DNA Splicers,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,628,0x0274,DNA Splicers*,Key items pocket,624,0x0270,Gram 2,Key items pocket,630,0x0276,Permit,Key items pocket,630,0x0276,Permit,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,629,0x0275,DNA Splicers*,Key items pocket,625,0x0271,Gram 3,Key items pocket,631,0x0277,Oval Charm,Key items pocket,631,0x0277,Oval Charm,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,630,0x0276,Permit*,Key items pocket,626,0x0272,Xtransceiver,Key items pocket,632,0x0278,Shiny Charm,Key items pocket,632,0x0278,Shiny Charm,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,631,0x0277,Oval Charm*,Key items pocket,627,0x0273,Medal Box,Key items pocket,633,0x0279,Plasma Card,Key items pocket,633,0x0279,Plasma Card,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,632,0x0278,Shiny Charm*,Key items pocket,628,0x0274,DNA Splicers,Key items pocket,634,0x027A,Grubby Hanky,Key items pocket,634,0x027A,Grubby Hanky,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,633,0x0279,Plasma Card*,Key items pocket,629,0x0275,DNA Splicers,Key items pocket,635,0x027B,Colress Machine,Key items pocket,635,0x027B,Colress Machine,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,634,0x027A,Grubby Hanky*,Key items pocket,630,0x0276,Permit,Key items pocket,636,0x027C,Dropped Item,Key items pocket,636,0x027C,Dropped Item,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,635,0x027B,Colress MCHN*,Key items pocket,631,0x0277,Oval Charm,Key items pocket,637,0x027D,Dropped Item,Key items pocket,637,0x027D,Dropped Item,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,636,0x027C,Dropped Item*,Key items pocket,632,0x0278,Shiny Charm,Key items pocket,638,0x027E,Reveal Glass,Key items pocket,638,0x027E,Reveal Glass,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,637,0x027D,Dropped Item*,Key items pocket,633,0x0279,Plasma Card,Key items pocket,639,0x027F,Weakness Policy,Items pocket,639,0x027F,Weakness Policy,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,638,0x027E,Reveal Glass*,Key items pocket,634,0x027A,Grubby Hanky,Key items pocket,640,0x0280,Assault Vest,Items pocket,640,0x0280,Assault Vest,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635,0x027B,Colress Machine,Key items pocket,641,0x0281,Holo Caster,Key items pocket,641,0x0281,Holo Caster,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636,0x027C,Dropped Item,Key items pocket,642,0x0282,Prof's Letter,Key items pocket,642,0x0282,Prof's Letter,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637,0x027D,Dropped Item,Key items pocket,643,0x0283,Roller Skates,Key items pocket,643,0x0283,Roller Skates,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638,0x027E,Reveal Glass,Key items pocket,644,0x0284,Pixie Plate,Items pocket,644,0x0284,Pixie Plate,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,0x027F,Weakness Policy,Items pocket,645,0x0285,Ability Capsule,Medicine pocket,645,0x0285,Ability Capsule,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0x0280,Assault Vest,Items pocket,646,0x0286,Whipped Dream,Items pocket,646,0x0286,Whipped Dream,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,0x0281,Holo Caster,Key items pocket,647,0x0287,Sachet,Items pocket,647,0x0287,Sachet,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,0x0282,Prof's Letter,Key items pocket,648,0x0288,Luminous Moss,Items pocket,648,0x0288,Luminous Moss,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643,0x0283,Roller Skates,Key items pocket,649,0x0289,Snowball,Items pocket,649,0x0289,Snowball,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644,0x0284,Pixie Plate,Items pocket,650,0x028A,Safety Goggles,Items pocket,650,0x028A,Safety Goggles,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,0x0285,Ability Capsule,Medicine pocket,651,0x028B,Poké Flute,Key items pocket,651,0x028B,Poké Flute,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,0x0286,Whipped Dream,Items pocket,652,0x028C,Rich Mulch,Items pocket,652,0x028C,Rich Mulch,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647,0x0287,Sachet,Items pocket,653,0x028D,Surprise Mulch,Items pocket,653,0x028D,Surprise Mulch,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648,0x0288,Luminous Moss,Items pocket,654,0x028E,Boost Mulch,Items pocket,654,0x028E,Boost Mulch,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,0x0289,Snowball,Items pocket,655,0x028F,Amaze Mulch,Items pocket,655,0x028F,Amaze Mulch,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650,0x028A,Safety Goggles,Items pocket,656,0x0290,Gengarite,Items pocket,656,0x0290,Gengarite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651,0x028B,Poké Flute,Key items pocket,657,0x0291,Gardevoirite,Items pocket,657,0x0291,Gardevoirite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,0x028C,Rich Mulch,Items pocket,658,0x0292,Ampharosite,Items pocket,658,0x0292,Ampharosite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653,0x028D,Surprise Mulch,Items pocket,659,0x0293,Venusaurite,Items pocket,659,0x0293,Venusaurite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654,0x028E,Boost Mulch,Items pocket,660,0x0294,Charizardite X,Items pocket,660,0x0294,Charizardite X,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0x028F,Amaze Mulch,Items pocket,661,0x0295,Blastoisinite,Items pocket,661,0x0295,Blastoisinite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,0x0290,Gengarite,Items pocket,662,0x0296,Mewtwonite X,Items pocket,662,0x0296,Mewtwonite X,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,0x0291,Gardevoirite,Items pocket,663,0x0297,Mewtwonite Y,Items pocket,663,0x0297,Mewtwonite Y,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658,0x0292,Ampharosite,Items pocket,664,0x0298,Blazikenite,Items pocket,664,0x0298,Blazikenite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,0x0293,Venusaurite,Items pocket,665,0x0299,Medichamite,Items pocket,665,0x0299,Medichamite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660,0x0294,Charizardite X,Items pocket,666,0x029A,Houndoominite,Items pocket,666,0x029A,Houndoominite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,0x0295,Blastoisinite,Items pocket,667,0x029B,Aggronite,Items pocket,667,0x029B,Aggronite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662,0x0296,Mewtwonite X,Items pocket,668,0x029C,Banettite,Items pocket,668,0x029C,Banettite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663,0x0297,Mewtwonite Y,Items pocket,669,0x029D,Tyranitarite,Items pocket,669,0x029D,Tyranitarite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,0x0298,Blazikenite,Items pocket,670,0x029E,Scizorite,Items pocket,670,0x029E,Scizorite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665,0x0299,Medichamite,Items pocket,671,0x029F,Pinsirite,Items pocket,671,0x029F,Pinsirite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,0x029A,Houndoominite,Items pocket,672,0x02A0,Aerodactylite,Items pocket,672,0x02A0,Aerodactylite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667,0x029B,Aggronite,Items pocket,673,0x02A1,Lucarionite,Items pocket,673,0x02A1,Lucarionite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668,0x029C,Banettite,Items pocket,674,0x02A2,Abomasite,Items pocket,674,0x02A2,Abomasite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669,0x029D,Tyranitarite,Items pocket,675,0x02A3,Kangaskhanite,Items pocket,675,0x02A3,Kangaskhanite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670,0x029E,Scizorite,Items pocket,676,0x02A4,Gyaradosite,Items pocket,676,0x02A4,Gyaradosite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,0x029F,Pinsirite,Items pocket,677,0x02A5,Absolite,Items pocket,677,0x02A5,Absolite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672,0x02A0,Aerodactylite,Items pocket,678,0x02A6,Charizardite Y,Items pocket,678,0x02A6,Charizardite Y,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673,0x02A1,Lucarionite,Items pocket,679,0x02A7,Alakazite,Items pocket,679,0x02A7,Alakazite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,0x02A2,Abomasite,Items pocket,680,0x02A8,Heracronite,Items pocket,680,0x02A8,Heracronite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,0x02A3,Kangaskhanite,Items pocket,681,0x02A9,Mawilite,Items pocket,681,0x02A9,Mawilite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676,0x02A4,Gyaradosite,Items pocket,682,0x02AA,Manectite,Items pocket,682,0x02AA,Manectite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,0x02A5,Absolite,Items pocket,683,0x02AB,Garchompite,Items pocket,683,0x02AB,Garchompite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678,0x02A6,Charizardite Y,Items pocket,684,0x02AC,Latiasite,Items pocket,684,0x02AC,Latiasite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,0x02A7,Alakazite,Items pocket,685,0x02AD,Latiosite,Items pocket,685,0x02AD,Latiosite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680,0x02A8,Heracronite,Items pocket,686,0x02AE,Roseli Berry,Berries pocket,686,0x02AE,Roseli Berry,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,0x02A9,Mawilite,Items pocket,687,0x02AF,Kee Berry,Berries pocket,687,0x02AF,Kee Berry,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,0x02AA,Manectite,Items pocket,688,0x02B0,Maranga Berry,Berries pocket,688,0x02B0,Maranga Berry,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683,0x02AB,Garchompite,Items pocket,689,0x02B1,Sprinklotad,Key items pocket,689,0x02B1,Sprinklotad,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684,0x02AC,Latiasite,Items pocket,690,0x02B2,TM96,TMs pocket,690,0x02B2,TM96,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685,0x02AD,Latiosite,Items pocket,691,0x02B3,TM97,TMs pocket,691,0x02B3,TM97,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,0x02AE,Roseli Berry,Berries pocket,692,0x02B4,TM98,TMs pocket,692,0x02B4,TM98,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,0x02AF,Kee Berry,Berries pocket,693,0x02B5,TM99,TMs pocket,693,0x02B5,TM99,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,0x02B0,Maranga Berry,Berries pocket,694,0x02B6,TM100,TMs pocket,694,0x02B6,TM100,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689,0x02B1,Sprinklotad,Key items pocket,695,0x02B7,Power Plant Pass,Key items pocket,695,0x02B7,Power Plant Pass,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690,0x02B2,TM96,TMs and HMs pocket,696,0x02B8,Mega Ring,Key items pocket,696,0x02B8,Mega Ring,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691,0x02B3,TM97,TMs and HMs pocket,697,0x02B9,Intriguing Stone,Key items pocket,697,0x02B9,Intriguing Stone,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,0x02B4,TM98,TMs and HMs pocket,698,0x02BA,Common Stone,Key items pocket,698,0x02BA,Common Stone,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693,0x02B5,TM99,TMs and HMs pocket,699,0x02BB,Discount Coupon,Items pocket,699,0x02BB,Discount Coupon,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,0x02B6,TM100,TMs and HMs pocket,700,0x02BC,Elevator Key,Key items pocket,700,0x02BC,Elevator Key,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695,0x02B7,Power Plant Pass,Key items pocket,701,0x02BD,TMV Pass,Key items pocket,701,0x02BD,TMV Pass,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,0x02B8,Mega Ring,Key items pocket,702,0x02BE,Honor of Kalos,Key items pocket,702,0x02BE,Honor of Kalos,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,0x02B9,Intriguing Stone,Key items pocket,703,0x02BF,Adventure Rules,Key items pocket,703,0x02BF,Adventure Rules,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,0x02BA,Common Stone,Key items pocket,704,0x02C0,Strange Souvenir,Items pocket,704,0x02C0,Strange Souvenir,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699,0x02BB,Discount Coupon,Items pocket,705,0x02C1,Lens Case,Key items pocket,705,0x02C1,Lens Case,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700,0x02BC,Elevator Key,Key items pocket,706,0x02C2,Makeup Bag,Key items pocket,706,0x02C2,Makeup Bag,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,0x02BD,TMV Pass,Key items pocket,707,0x02C3,Travel Trunk,Key items pocket,707,0x02C3,Travel Trunk,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,0x02BE,Honor of Kalos,Key items pocket,708,0x02C4,Lumiose Galette,Medicine pocket,708,0x02C4,Lumiose Galette,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703,0x02BF,Adventure Rules,Key items pocket,709,0x02C5,Shalour Sable,Medicine pocket,709,0x02C5,Shalour Sable,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704,0x02C0,Strange Souvenir,Items pocket,710,0x02C6,Jaw Fossil,Items pocket,710,0x02C6,Jaw Fossil,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705,0x02C1,Lens Case,Key items pocket,711,0x02C7,Sail Fossil,Items pocket,711,0x02C7,Sail Fossil,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,0x02C2,Travel Trunk,Key items pocket,712,0x02C8,Looker Ticket,Key items pocket,712,0x02C8,Looker Ticket,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707,0x02C3,Travel Trunk,Key items pocket,713,0x02C9,Bicycle,Key items pocket,713,0x02C9,Bicycle,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708,0x02C4,Lumiose Galette,Medicine pocket,714,0x02CA,Holo Caster,Key items pocket,714,0x02CA,Holo Caster,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709,0x02C5,Shalour Sable,Medicine pocket,715,0x02CB,Fairy Gem,Items pocket,715,0x02CB,Fairy Gem,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,0x02C6,Jaw Fossil,Items pocket,716,0x02CC,Mega Charm,Key items pocket,716,0x02CC,Mega Charm,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711,0x02C7,Sail Fossil,Items pocket,717,0x02CD,Mega Glove,Key items pocket,717,0x02CD,Mega Glove,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712,0x02C8,Looker Ticket,Key items pocket,718,0x02CE,Mach Bike,Key items pocket,718,0x02CE,Mach Bike,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,0x02C9,Bicycle*,Key items pocket,719,0x02CF,Acro Bike,Key items pocket,719,0x02CF,Acro Bike,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,0x02C9,Bike*,Key items pocket,720,0x02D0,Wailmer Pail,Key items pocket,720,0x02D0,Wailmer Pail,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,0x02CA,Holo Caster,Key items pocket,721,0x02D1,Devon Parts,Key items pocket,721,0x02D1,Devon Parts,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715,0x02CB,Fairy Gem,Items pocket,722,0x02D2,Soot Sack,Key items pocket,722,0x02D2,Soot Sack,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,0x02CC,Mega Charm*,Key items pocket,723,0x02D3,Basement Key,Key items pocket,723,0x02D3,Basement Key,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716,0x02CC,Mega Charm*,Key items pocket,724,0x02D4,Pokéblock Kit,Key items pocket,724,0x02D4,Pokéblock Kit,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,0x02CD,Mega Glove,Key items pocket,725,0x02D5,Letter,Key items pocket,725,0x02D5,Letter,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,0x02CE,Mach Bike*,Key items pocket,726,0x02D6,Eon Ticket,Key items pocket,726,0x02D6,Eon Ticket,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,0x02CF,Acro Bike*,Key items pocket,727,0x02D7,Scanner,Key items pocket,727,0x02D7,Scanner,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720,0x02D0,Wailmer Pail*,Key items pocket,728,0x02D8,Go-Goggles,Key items pocket,728,0x02D8,Go-Goggles,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,0x02D1,Devon Parts*,Key items pocket,729,0x02D9,Meteorite,Key items pocket,729,0x02D9,Meteorite,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,0x02D2,Soot Sack*,Key items pocket,730,0x02DA,Key to Room 1,Key items pocket,730,0x02DA,Key to Room 1,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723,0x02D3,Basement Key*,Key items pocket,731,0x02DB,Key to Room 2,Key items pocket,731,0x02DB,Key to Room 2,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724,0x02D4,Pokéblock Kit*,Key items pocket,732,0x02DC,Key to Room 4,Key items pocket,732,0x02DC,Key to Room 4,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,0x02D5,Letter*,Key items pocket,733,0x02DD,Key to Room 6,Key items pocket,733,0x02DD,Key to Room 6,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726,0x02D6,Eon Ticket*,Key items pocket,734,0x02DE,Storage Key,Key items pocket,734,0x02DE,Storage Key,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,0x02D7,Scanner*,Key items pocket,735,0x02DF,Devon Scope,Key items pocket,735,0x02DF,Devon Scope,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728,0x02D8,Go-Goggles*,Key items pocket,736,0x02E0,S.S. Ticket,Key items pocket,736,0x02E0,S.S. Ticket,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729,0x02D9,Meteorite*,Key items pocket,737,0x02E1,HM07,TMs pocket,737,0x02E1,HM07,Unknown pocket
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,0x02DA,Key to Room 1*,Key items pocket,738,0x02E2,Devon Scuba Gear,Key items pocket,738,0x02E2,Devon Scuba Gear,Unknown pocket
