ID,Name,English,Japanese,Romaji,French,German,Italian,Spanish,Korean,Chinese,ID,Name,Cat_EN,Cat_JP,CAT_JP_T
345,Lileep,Sea Lily,ウミユリ,Umi Yuri,Lis d'Eau,Seeanemone,Fiordimare,Lila Mar,바다나리 Bada Nari,海百合 Hǎibǎihé / Hóibaakgap,345,Lileep,Sea Lily Pokémon,ウミユリポケモン,Sea Lily Pokémon
346,Cradily,Barnacle,いわつぼ,Iwa Tsubo,Bernacle,Rankfüßer,Lepade,Percebe,바위단지 Bawi Danji,藤壺 / 藤壶 Ténghú / Tàhngwùh,346,Cradily,Barnacle Pokémon,いわつぼポケモン,Stone Cup Pokémon
347,Anorith,Old Shrimp,むかしエビ,Mukashi Ebi,Crustage,Krebssenior,Primaceo,Camarón,고대새우 Godae Sae-u,古蝦 / 古虾 Gǔxiā / Gúhā,347,Anorith,Old Shrimp Pokémon,むかしエビポケモン,Ancient Shrimp Pokémon
348,Armaldo,Plate,かっちゅう,Katchū,Blindage,Schild,Piastre,Armadura,갑주 Gapju,甲胄 Jiǎzhòu / Gaapjauh,348,Armaldo,Plate Pokémon,かっちゅうポケモン,Armor Pokémon
349,Feebas,Fish,さかな,Sakana,Poisson,Fisch,Pesce,Pez,물고기 Mulgogi,魚 / 鱼 Yú / Yùh,349,Feebas,Fish Pokémon,さかなポケモン,Fish Pokémon
350,Milotic,Tender,いつくしみ,Itsukushimi,Tendre,Zartheit,Tenerezza,Tierno,사랑 Sarang,慈愛 / 慈爱 Cí'ài / Chìh'oi,350,Milotic,Tender Pokémon,いつくしみポケモン,Affection Pokémon
351,Castform,Weather,てんき,Tenki,Climat,Wetter,Meteo,Clima,날씨 Nalssi,天氣 / 天气 Tiānqì / Tīnhei,351,Castform,Weather Pokémon,てんきポケモン,Weather Pokémon
352,Kecleon,Color Swap,いろへんげ,Iro Henge,Multicolor,Farbenspiel,Mutacolore,Camaleónico,색변화 Saek Byeonhwa,變色 / 变色 Biànsè / Binsīk,352,Kecleon,Color Swap Pokémon,いろへんげポケモン,Color Change Pokémon
353,Shuppet,Puppet,にんぎょう,Ningyō,Poupée,Puppe,Pupazzo,Títere,인형 Inhyeong,人偶 Rénǒu / Yàhnngáuh,353,Shuppet,Puppet Pokémon,にんぎょうポケモン,Doll Pokémon
354,Banette,Marionette,ぬいぐるみ,Nuigurumi,Marionnette,Marionette,Marionetta,Marioneta,봉제인형 Bongje Inhyeong,布偶 Bù'ǒu / Bou'ngáuh,354,Banette,Marionette Pokémon,ぬいぐるみポケモン,Stuffed Toy Pokémon
355,Duskull,Requiem,おむかえ,Omukae,Requiem,Requiem,Requiem,Réquiem,마중 Majung,渡魂 Dùhún / Douhwàhn,355,Duskull,Requiem Pokémon,おむかえポケモン,Approaching Death Pokémon
356,Dusclops,Beckon,てまねき,Temaneki,Appel,Wink,Ipnosguardo,Atrayente,손짓 Sonjit,招手 Zhāoshǒu / Jīusáu,356,Dusclops,Beckon Pokémon,てまねきポケモン,Beckoning Pokémon
357,Tropius,Fruit,フルーツ,Furūtsu,Fruit,Obst,Frutto,Fruto,후르츠 Hureucheu,水果 Shuǐguǒ / Séuigú,357,Tropius,Fruit Pokémon,フルーツポケモン,Fruit Pokémon
358,Chimecho,Wind Chime,ふうりん,Fūrin,Carillon,Windspiel,Vencampana,Sonido Aire,풍경 Punggyeong,風鈴 / 风铃 Fēnglíng / Fūnglīng,358,Chimecho,Wind Chime Pokémon,ふうりんポケモン,Wind Chime Pokémon
359,Absol,Disaster,わざわい,Wazawai,Désastre,Desaster,Catastrofe,Catástrofe,재난 Jaenan,災禍 / 灾祸 Zāihuò / Jōiwóh,359,Absol,Disaster Pokémon,わざわいポケモン,Calamity Pokémon
360,Wynaut,Bright,ほがらか,Hogaraka,Ravi,Strahlekind,Brillante,Radiante,명랑 Myeongrang,開朗 / 开朗 Kāilǎng / Hōilóhng,360,Wynaut,Bright Pokémon,ほがらかポケモン,Merry Pokémon
361,Snorunt,Snow Hat,ゆきかさ,Yuki Kasa,Capuche,Schneehut,Cappelneve,Gorro Nieve,눈우산 Nun Usan,雪笠 Xuělì / Syutlāp,361,Snorunt,Snow Hat Pokémon,ゆきかさポケモン,Snow Umbrella Pokémon
362,Glalie,Face,がんめん,Kamen,Face,Antlitz,Tuttomuso,Cara,얼굴 Eolgul,臉面 / 脸面 Liǎnmiàn / Líhmmihn,362,Glalie,Face Pokémon,がんめんポケモン,Face Pokémon
363,Spheal,Clap,てたたき,Tetataki,Clap Clap,Applaus,Rotolante,Aplauso,손뼉 Sonppyeok,拍手 Pāishǒu / Paaksáu,363,Spheal,Clap Pokémon,てたたきポケモン,Clap Pokémon
364,Sealeo,Ball Roll,たままわし,Tama Mawashi,Roule Boule,Spielball,Rotapalla,Rodabola,공돌리기 Gong Dolligi,滾球 / 滚球 Gǔnqiú / Gwánkàuh,364,Sealeo,Ball Roll Pokémon,たままわしポケモン,Ball Roll Pokémon
365,Walrein,Ice Break,こおりわり,Kōri Wari,Brise Glace,Eisbrecher,Spaccagelo,Rompehielo,얼음깨기 Eoreum Kkaegi,破冰 Pòbīng / Pobīng,365,Walrein,Ice Break Pokémon,こおりわりポケモン,Ice Breaker Pokémon
366,Clamperl,Bivalve,2まいがい,Nimaigai,Bivalve,Muschel,Bivalve,Bivalvo,두조개 Dujogae,雙殼貝 / 双壳贝 Shuāngkébèi / Sēunghokbui,366,Clamperl,Bivalve Pokémon,2まいがいポケモン,Bivalve Pokémon
367,Huntail,Deep Sea,しんかい,Shinkai,Abysse,Tiefsee,Abissi,Abisal,깊은바다 Gipeun Bada,深海 Shēnhǎi / Sāmhói,367,Huntail,Deep Sea Pokémon,しんかいポケモン,Deep Sea Pokémon
368,Gorebyss,South Sea,なんかい,Nankai,Mer du Sud,Südsee,Sudmarino,Mar Del Sur,남해 Nam Hae,南海 Nánhǎi / Nàahmhói,368,Gorebyss,South Sea Pokémon,なんかいポケモン,South Sea Pokémon
369,Relicanth,Longevity,ちょうじゅ,Chōju,Longévité,Bestand,Longevità,Longevo,장수 Jangsu,長壽 / 长寿 Chángshòu / Chèuhngsauh,369,Relicanth,Longevity Pokémon,ちょうじゅポケモン,Longevity Pokémon
370,Luvdisc,Rendezvous,ランデブー,Randebū,Rendez-vous,Rendezvous,Rendezvous,Cita,랑데부 Rendezvous,相隨 / 相随 Xiāngsuí / Sēungchèuih,370,Luvdisc,Rendezvous Pokémon,ランデブーポケモン,Rendezvous Pokémon
371,Bagon,Rock Head,いしあたま,Ishi Atama,Tête de Roc,Steinhaupt,Rocciotesta,Cabeza Roca,돌머리 Dol Meori,堅硬腦袋 / 坚硬脑袋 Jiānyìngnǎodai / Gīnngaahngnóuhdoih,371,Bagon,Rock Head Pokémon,いしあたまポケモン,Hard-Headed Pokémon
372,Shelgon,Endurance,にんたい,Nintai,Endurant,Durchsteher,Resistenza,Resistencia,인내 Innae,耐力 Nàilì / Noihlihk,372,Shelgon,Endurance Pokémon,にんたいポケモン,Patient Pokémon
373,Salamence,Dragon,ドラゴン,Doragon,Dragon,Drache,Drago,Dragón,드래곤 Dragon,龍 / 龙 Lóng / Lùhng,373,Salamence,Dragon Pokémon,ドラゴンポケモン,Dragon Pokémon
374,Beldum,Iron Ball,てっきゅう,Tekkyū,Boulefer,Eisenkugel,Ferrosfera,Bola Hierro,철공 Cheol Gong,鐵球 / 铁球 Tiěqiú / Titkàuh,374,Beldum,Iron Ball Pokémon,てっきゅうポケモン,Iron Ball Pokémon
375,Metang,Iron Claw,てつツメ,Tetsu Tsume,Pincefer,Eisenklaue,Ferrunghia,Garrahierro,철발톱 Cheol Baltop,鐵爪 / 铁爪 Tiězhǎo / Titjáau,375,Metang,Iron Claw Pokémon,てつツメポケモン,Iron Claw Pokémon
376,Metagross,Iron Leg,てつあし,Tetsu Ashi,Pattefer,Eisenfuß,Ferrarto,Pata Hierro,무쇠다리 Musoe Dari,鐵足 / 铁足 Tiězú / Titjeui,376,Metagross,Iron Leg Pokémon,てつあしポケモン,Iron Leg Pokémon
377,Regirock,Rock Peak,いわやま,Iwa Yama,Pic Rocheux,Steingipfel,Picco,Pico Roca,바위산 Bawi San,岩山 Yánshān / Ngàahmsāan,377,Regirock,Rock Peak Pokémon,いわやまポケモン,Rocky Mountain Pokémon
378,Regice,Iceberg,ひょうざん,Hyōzan,Iceberg,Eisberg,Iceberg,Iceberg,빙산 Bingsan,冰山 Bīngshān / Bīngsāan,378,Regice,Iceberg Pokémon,ひょうざんポケモン,Iceberg Pokémon
379,Registeel,Iron,くろがね,Kurogane,Fer,Eisen,Ferro,Hierro,쇠철 Soecheol,黑金 Hēijīn / Hāakgām,379,Registeel,Iron Pokémon,くろがねポケモン,Iron Pokémon
380,Latias,Eon,むげん,Mugen,Éon,Äon,Eone,Eón,무한 Muhan,無限 / 无限 Wúxiàn / Mòuhhaahn,380,Latias,Eon Pokémon,むげんポケモン,Infinity Pokémon
381,Latios,Eon,むげん,Mugen,Éon,Äon,Eone,Eón,무한 Muhan,無限 / 无限 Wúxiàn / Mòuhhaahn,381,Latios,Eon Pokémon,むげんポケモン,Infinity Pokémon
382,Kyogre,Sea Basin,かいてい,Kaitei,Bassinmarin,Seegründler,Oceano,Cuenca Mar,해저 Haejeo,海底 Hǎidǐ / Hóidái,382,Kyogre,Sea Basin Pokémon,かいていポケモン,Seabed Pokémon
383,Groudon,Continent,たいりく,Tairiku,Continent,Kontinent,Continente,Continente,대륙 Daeryuk,大陸 / 大陆 Dàlù / Daaihluhk,383,Groudon,Continent Pokémon,たいりくポケモン,Continent Pokémon
384,Rayquaza,Sky High,てんくう,Tenkū,Cieux,Himmelhoch,Stratosfera,Cielo,천공 Cheon-gong,天空 Tiānkōng / Tīnhūng,384,Rayquaza,Sky High Pokémon,てんくうポケモン,Sky Pokémon
385,Jirachi,Wish,ねがいごと,Negai,Souhait,Wünscher,Desiderio,Deseo,희망사항 Huimang Sahang,祈願 / 祈愿 Qíyuàn / Kèihyuhn,385,Jirachi,Wish Pokémon,ねがいごとポケモン,Wish Pokémon
386,Deoxys,DNA,DNA,Dī Enu Ē,ADN,DNS,DNA,ADN,DNA,ＤＮＡ DNA,386,Deoxys,DNA Pokémon,DNAポケモン,DNA Pokémon
387,Turtwig,Tiny Leaf,わかば,Wakaba,Minifeuille,Winziglaub,Fogliolina,Hojita,어린잎 Eorin Ip,嫩葉 / 嫩叶 Nènyè / Nyuhnyihp,387,Turtwig,Tiny Leaf Pokémon,わかばポケモン,New Leaf Pokémon
388,Grotle,Grove,こだち,Kodachi,Bosquet,Hain,Boschetto,Arboleda,나무숲 Namusup,樹叢 / 树丛 Shùcóng / Syuhchùhng,388,Grotle,Grove Pokémon,こだちポケモン,Grove Pokémon
389,Torterra,Continent,たいりく,Tairiku,Continent,Kontinent,Continente,Continente,대륙 Daeryuk,大陸 / 大陆 Dàlù / Daaihluhk,389,Torterra,Continent Pokémon,たいりくポケモン,Continent Pokémon
390,Chimchar,Chimp,こざる,Ko Zaru,Chimpanzé,Schimpanse,Scimpanzé,Chimpancé,꼬마원숭이 Kkoma Wonsung-i,小猴 Xiǎohóu / Síuhàuh,390,Chimchar,Chimp Pokémon,こざるポケモン,Small Monkey Pokémon
391,Monferno,Playful,やんちゃ,Yancha,Garnement,Verspielt,Briccone,Juguetón,개구쟁이 Gaegujaeng-i,頑皮 / 顽皮 Wánpí / Wàahnpèih,391,Monferno,Playful Pokémon,やんちゃポケモン,Mischievous Pokémon
392,Infernape,Flame,かえん,Kaen,Flamme,Flamme,Fiamma,Llama,화염 Hwayeom,火焰 Huǒyàn / Fóyìhm,392,Infernape,Flame Pokémon,かえんポケモン,Flame Pokémon
393,Piplup,Penguin,ペンギン,Pengin,Pingouin,Pinguin,Pinguino,Pingüino,펭귄 Penguin,企鵝 / 企鹅 Qì'é / Qǐ'é / Kéi'ngòh,393,Piplup,Penguin Pokémon,ペンギンポケモン,Penguin Pokémon
394,Prinplup,Penguin,ペンギン,Pengin,Pingouin,Pinguin,Pinguino,Pingüino,펭귄 Penguin,企鵝 / 企鹅 Qì'é / Qǐ'é / Kéi'ngòh,394,Prinplup,Penguin Pokémon,ペンギンポケモン,Penguin Pokémon
395,Empoleon,Emperor,こうてい,Kōtei,Empereur,Kaiser,Imperatore,Emperador,황제 Hwangje,皇帝 Huángdì / Wòhngdai,395,Empoleon,Emperor Pokémon,こうていポケモン,Emperor Pokémon
396,Starly,Starling,むくどり,Mukudori,Étourneau,Star,Storno,Estornino,찌르레기 Jjireuregi,椋鳥 / 椋鸟 Liángniǎo / Lèuhngníuh,396,Starly,Starling Pokémon,むくどりポケモン,Starling Pokémon
397,Staravia,Starling,むくどり,Mukudori,Étourneau,Star,Storno,Estornino,찌르레기 Jjireuregi,椋鳥 / 椋鸟 Liángniǎo / Lèuhngníuh,397,Staravia,Starling Pokémon,むくどりポケモン,Starling Pokémon
398,Staraptor,Predator,もうきん,Mōken,Rapace,Raubtier,Rapace,Depredador,맹금 Maenggeum,猛禽 Měngqín / Máahngkàhm,398,Staraptor,Predator Pokémon,もうきんポケモン,Bird of Prey Pokémon
399,Bidoof,Plump Mouse,まるねずみ,Maru Nezumi,Souridodue,Dickmaus,Topaffuto,Gran Ratón,둥글쥐 Dunggeul Jwi,圓鼠 / 圆鼠 Yuánshǔ / Yùhnsyú,399,Bidoof,Plump Mouse Pokémon,まるねずみポケモン,Round Mouse Pokémon
400,Bibarel,Beaver,ビーバー,Bībā,Castor,Biber,Castoro,Castor,비버 Beaver,河狸 Hélí / Hòhlèih,400,Bibarel,Beaver Pokémon,ビーバーポケモン,Beaver Pokémon
401,Kricketot,Cricket,こおろぎ,Kōrogi,Criquet,Zirper,Grillo,Grillo,귀뚜라미 Gwitturami,蟋蟀 Xīshuài / Sīksēut,401,Kricketot,Cricket Pokémon,こおろぎポケモン,Cricket Pokémon
402,Kricketune,Cricket,こおろぎ,Kōrogi,Criquet,Zirper,Grillo,Grillo,귀뚜라미 Gwitturami,蟋蟀 Xīshuài / Sīksēut,402,Kricketune,Cricket Pokémon,こおろぎポケモン,Cricket Pokémon
403,Shinx,Flash,せんこう,Senkō,Flash,Flacker,Baleno,Flash,섬광 Seomgwang,閃光 / 闪光 Shǎnguāng / Símgwōng,403,Shinx,Flash Pokémon,せんこうポケモン,Flash Pokémon
404,Luxio,Spark,でんこう,Denkō,Étincelle,Funken,Favilla,Chispa,전광 Jeongwang,電光 / 电光 Diànguāng / Dihngwōng,404,Luxio,Spark Pokémon,でんこうポケモン,Lightning Pokémon
405,Luxray,Gleam Eyes,がんこう,Gankō,Brilloeil,Glühauge,Occhiluce,Chispa Ojos,안광 Angwang,目光 Mùguāng / Muhkgwōng,405,Luxray,Gleam Eyes Pokémon,がんこうポケモン,Glinting Eyes Pokémon
406,Budew,Bud,つぼみ,Tsubomi,Bourgeon,Knospe,Germoglio,Brote,꽃봉오리 Kkotbong-ori,花苞 Huābāo / Fābāau,406,Budew,Bud Pokémon,つぼみポケモン,Bud Pokémon
407,Roserade,Bouquet,ブーケ,Būke,Bouquet,Blumenstrauß,Floreale,Ramillete,부케 Bouquet,花束 Huāshù / Fāchūk,407,Roserade,Bouquet Pokémon,ブーケポケモン,Bouquet Pokémon
408,Cranidos,Head Butt,ずつき,Zutsuki,Coud'Boule,Kopfstoß,Cranioso,Cabezazo,박치기 Bakchigi,頭錘 / 头锤 Tóuchuí / Tàuhchèuih,408,Cranidos,Head Butt Pokémon,ずつきポケモン,Head Butt Pokémon
409,Rampardos,Head Butt,ずつき,Zutsuki,Coud'Boule,Kopfstoß,Cranioso,Cabezazo,박치기 Bakchigi,頭錘 / 头锤 Tóuchuí / Tàuhchèuih,409,Rampardos,Head Butt Pokémon,ずつきポケモン,Head Butt Pokémon
410,Shieldon,Shield,シールド,Shīrudo,Bouclier,Schutzschild,Schermo,Escudo,실드 Shield,護盾 / 护盾 Hùdùn / Wuhséuhn,410,Shieldon,Shield Pokémon,シールドポケモン,Shield Pokémon
411,Bastiodon,Shield,シールド,Shīrudo,Bouclier,Schutzschild,Schermo,Escudo,실드 Shield,護盾 / 护盾 Hùdùn / Wuhséuhn,411,Bastiodon,Shield Pokémon,シールドポケモン,Shield Pokémon
412,Burmy,Bagworm,みのむし,Minomushi,Ver Caché,Beutelwurm,Larva,Larva,도롱이벌레 Dorong-i Beolle,蓑衣蟲 / 蓑衣虫 Suōyīchóng / Sōyīchùhng,412,Burmy,Bagworm Pokémon,みのむしポケモン,Bagworm Pokémon
413,Wormadam,Bagworm,みのむし,Minomushi,Ver Caché,Beutelwurm,Larva,Larva,도롱이벌레 Dorong-i Beolle,蓑衣蟲 / 蓑衣虫 Suōyīchóng / Sōyīchùhng,413,Wormadam,Bagworm Pokémon,みのむしポケモン,Bagworm Pokémon
414,Mothim,Moth,ミノガ,Minoga,Phalène,Fruchtmotte,Falena,Polilla,나방 Nabang,蓑衣蛾 Suōyī'é / Sōyī'ngáih,414,Mothim,Moth Pokémon,ミノガポケモン,Bagworm Moth Pokémon
415,Combee,Tiny Bee,はちのこ,Hachi no Ko,Miniabeille,Baby-Biene,Apetta,Abejita,꼬마벌 Kkoma Beol,幼蜂 Yòufēng / Yaufūng,415,Combee,Tiny Bee Pokémon,はちのこポケモン,Bee Larva Pokémon
416,Vespiquen,Beehive,はちのす,Hachinosu,Ruche,Bienenstock,Alveare,Colmena,벌집 Beoljip,蜂巢 Fēngcháo / Fūngchàauh,416,Vespiquen,Beehive Pokémon,はちのすポケモン,Beehive Pokémon
417,Pachirisu,EleSquirrel,でんきリス,Denki Risu,Écurélec,Elektrohörnchen,Elescoiatto,Ardillalec,전기다람쥐 Jeon-gi Daramjwi,電松鼠 / 电松鼠 Diànsōngshǔ / Dihnchùhngsyú,417,Pachirisu,EleSquirrel Pokémon,でんきリスポケモン,Electric Squirrel Pokémon
418,Buizel,Sea Weasel,うみイタチ,Umi Itachi,Aquabelette,Meereswiesel,Maridonnola,Nutria Mar.,바다족제비 Bada Jokjebi,海鼬 Hǎiyòu / Hóiyàuh,418,Buizel,Sea Weasel Pokémon,うみイタチポケモン,Sea Weasel Pokémon
419,Floatzel,Sea Weasel,うみイタチ,Umi Itachi,Aquabelette,Meereswiesel,Maridonnola,Nutria Mar.,바다족제비 Bada Jokjebi,海鼬 Hǎiyòu / Hóiyàuh,419,Floatzel,Sea Weasel Pokémon,うみイタチポケモン,Sea Weasel Pokémon
420,Cherubi,Cherry,さくらんぼ,Sakuranbo,Cerise,Kirsche,Ciliegia,Cereza,버찌 Beojji,櫻桃 / 樱桃 Yīngtáo / Yīngtòuh,420,Cherubi,Cherry Pokémon,さくらんぼポケモン,Cherry Pokémon
421,Cherrim,Blossom,サクラ,Sakura,Floraison,Blüte,Bocciolo,Floración,벚꽃 Beotkkot,櫻花 / 樱花 Yīnghuā / Yīngfā,421,Cherrim,Blossom Pokémon,サクラポケモン,Cherry Blossom Pokémon
422,Shellos,Sea Slug,ウミウシ,Umi Ushi,Aqualimace,Seeschnecke,Lumacomare,Babosa Mar.,갯민숭달팽이 Gaet Minsungdalpaeng-i,海兔 Hǎitù / Hóitou,422,Shellos,Sea Slug Pokémon,ウミウシポケモン,Sea Slug Pokémon
423,Gastrodon,Sea Slug,ウミウシ,Umi Ushi,Aqualimace,Seeschnecke,Lumacomare,Babosa Mar.,갯민숭달팽이 Gaet Minsungdalpaeng-i,海兔 Hǎitù / Hóitou,423,Gastrodon,Sea Slug Pokémon,ウミウシポケモン,Sea Slug Pokémon
424,Ambipom,Long Tail,おなが,Onaga,Longqueue,Langschweif,Lungacoda,Cola Larga,긴꼬리 Gin Kkori,長尾 / 长尾 Chángwěi / Chèuhngméih,424,Ambipom,Long Tail Pokémon,おながポケモン,Long Tail Pokémon
425,Drifloon,Balloon,ふうせん,Fūsen,Bouboule,Ballon,Pallone,Globo,풍선 Pungseon,氣球 / 气球 Qìqiú / Heikàuh,425,Drifloon,Balloon Pokémon,ふうせんポケモン,Balloon Pokémon
426,Drifblim,Blimp,ききゅう,Kikyū,Ballon,Luftschiff,Dirigibile,Dirigible,기구 Gigu,熱氣球 / 热气球 Rèqìqiú / Yihtheikàuh,426,Drifblim,Blimp Pokémon,ききゅうポケモン,Blimp Pokémon
427,Buneary,Rabbit,うさぎ,Usagi,Lapin,Hase,Coniglio,Conejo,토끼 Tokki,兔子 Tùzi / Toují,427,Buneary,Rabbit Pokémon,うさぎポケモン,Rabbit Pokémon
428,Lopunny,Rabbit,うさぎ,Usagi,Lapin,Hase,Coniglio,Conejo,토끼 Tokki,兔子 Tùzi / Toují,428,Lopunny,Rabbit Pokémon,うさぎポケモン,Rabbit Pokémon
429,Mismagius,Magical,マジカル,Majikaru,Magique,Magisch,Stregone,Mágico,매지컬 Magical,魔法 Mófǎ / Mōfaat,429,Mismagius,Magical Pokémon,マジカルポケモン,Magical Pokémon
430,Honchkrow,Big Boss,おおボス,Ō Bosu,Big boss,Anführer,Grancapo,Gran Jefe,큰형님 Keun Hyeongnim,大頭目 / 大头目 Dàtóumù / Daaihtàuhmuhk,430,Honchkrow,Big Boss Pokémon,おおボスポケモン,Big Boss Pokémon
431,Glameow,Catty,ねこかぶり,Nekokaburi,Chafouin,Fies,Felide,Gastuto,내숭 Naesung,裝乖 / 装乖 Zhuāngguāi / Jōnggwāai,431,Glameow,Catty Pokémon,ねこかぶりポケモン,Beguiling Pokémon
432,Purugly,Tiger Cat,とらねこ,Tora Neko,Chatigre,Tigerkatze,Gattotigre,Tigre Gato,얼룩고양이 Eolluk Goyang-i,虎斑貓 / 虎斑猫 Hǔbānmāo / Fúbāanmāau,432,Purugly,Tiger Cat Pokémon,とらねこポケモン,Tiger Cat Pokémon
433,Chingling,Bell,すず,Suzu,Clochette,Glöckchen,Sonaglio,Campana,방울 Bang-ul,鈴鐺 / 铃铛 Língdāng / Lìhngdōng,433,Chingling,Bell Pokémon,すずポケモン,Bell Pokémon
434,Stunky,Skunk,スカンク,Sukanku,Moufette,Stinktier,Moffetta,Mofeta,스컹크 Skunk,臭鼬 Chòuyòu / Chauyàuh,434,Stunky,Skunk Pokémon,スカンクポケモン,Skunk Pokémon
435,Skuntank,Skunk,スカンク,Sukanku,Moufette,Stinktier,Moffetta,Mofeta,스컹크 Skunk,臭鼬 Chòuyòu / Chauyàuh,435,Skuntank,Skunk Pokémon,スカンクポケモン,Skunk Pokémon
436,Bronzor,Bronze,せいどう,Seidō,Bronze,Bronze,Bronzo,Bronce,청동 Cheongdong,青銅 / 青铜 Qīngtóng / Chēngtùhng,436,Bronzor,Bronze Pokémon,せいどうポケモン,Bronze Pokémon
437,Bronzong,Bronze Bell,どうたく,Dōtaku,Clochebronze,Bronzeglocke,Squibronzo,Cam. Bronce,동탁 Dongtak,銅鐘 / 铜钟 Tóngzhōng / Tùhngjūng,437,Bronzong,Bronze Bell Pokémon,どうたくポケモン,Bronze Bell Pokémon
438,Bonsly,Bonsai,ぼんさい,Bonsai,Bonsaï,Bonsai,Bonsai,Bonsái,분재 Bunjae,盆栽 Pénzāi / Pùhnjōi,438,Bonsly,Bonsai Pokémon,ぼんさいポケモン,Bonsai Pokémon
439,Mime Jr.,Mime,マイム,Maimu,Mime,Mime,Mimo,Mimo,따라하기 Ttarahagi,默劇 / 默剧 Mòjù / Mahkkehk,439,Mime Jr.,Mime Pokémon,マイムポケモン,Mime Pokémon
440,Happiny,Playhouse,ままごと,Mamagoto,Maisonjouet,Spielhaus,Ovettino,Casita,소꿉놀이 Sokkumnori,家家酒 Jiājiājiǔ / Gāgājáu,440,Happiny,Playhouse Pokémon,ままごとポケモン,Playing House Pokémon
441,Chatot,Music Note,おんぷ,Onpu,Note musique,Musiknote,Musicale,Corchea,음표 Eumpyo,音符 Yīnfú / Yāmfùh,441,Chatot,Music Note Pokémon,おんぷポケモン,Music Note Pokémon
442,Spiritomb,Forbidden,ふういん,Fūin,Interdit,Verboten,Proibito,Prohibido,봉인 Bong-in,封印 Fēngyìn / Fūngyan,442,Spiritomb,Forbidden Pokémon,ふういんポケモン,Sealed Pokémon
443,Gible,Land Shark,りくザメ,Riku Zame,Terrequin,Landhai,Squaloterra,Terrascualo,육지상어 Yukji Sang-eo,陸鯊 / 陆鲨 Lùshā / Luhksā,443,Gible,Land Shark Pokémon,りくザメポケモン,Land Shark Pokémon
444,Gabite,Cave,ほらあな,Horaana,Caverne,Höhle,Grotta,Cueva,동굴 Donggul,洞穴 Dòngxué / Duhngyuht,444,Gabite,Cave Pokémon,ほらあなポケモン,Cave Pokémon
445,Garchomp,Mach,マッハ,Mahha,Supersonic,Rasanz,Mach,Mach,마하 Mach,音速 Yīnsù / Yāmchūk,445,Garchomp,Mach Pokémon,マッハポケモン,Mach Pokémon
446,Munchlax,Big Eater,おおぐい,Ōgui,Goinfre,Nimmersatt,Ghiottone,Comilón,대식가 Daesikga,大胃王 Dàwèiwáng / Daaihwaihwòhng,446,Munchlax,Big Eater Pokémon,おおぐいポケモン,Gluttonous Pokémon
447,Riolu,Emanation,はもん,Hamon,Émanation,Wellenspiel,Emanazione,Emanación,파문 Pamun,波紋 / 波纹 Bōwén / Bōmàhn,447,Riolu,Emanation Pokémon,はもんポケモン,Ripple Pokémon
448,Lucario,Aura,はどう,Hadō,Aura,Aura,Aura,Aura,파동 Padong,波導 / 波导 Bōdǎo / Bōdouh,448,Lucario,Aura Pokémon,はどうポケモン,Wave Pokémon
449,Hippopotas,Hippo,カバ,Kaba,Hippo,Flusspferd,Ippo,Hipo,하마 Hama,河馬 / 河马 Hémǎ / Hòhmáh,449,Hippopotas,Hippo Pokémon,カバポケモン,Hippo Pokémon
450,Hippowdon,Heavyweight,じゅうりょう,Jūryō,Poids lourd,Schwergewicht,Grandepeso,Peso Pesado,중량 Jungryeong,重量 Zhòngliàng / Chùhnglèuhng,450,Hippowdon,Heavyweight Pokémon,じゅうりょうポケモン,Heavyweight Pokémon
451,Skorupi,Scorpion,さそり,Sasori,Scorpion,Skorpion,Scorpione,Escorpión,전갈 Jeon-gal,蠍子 / 蝎子 Xiēzi / Hitjí,451,Skorupi,Scorpion Pokémon,さそりポケモン,Scorpion Pokémon
452,Drapion,Ogre Scorpion*,ばけさそり,Bake Sasori,Scorpogre,Ogerskorpion,Scorpiaccio,Escorpiogro,요괴전갈 Yogoe Jeon-gal,蠍怪 / 蝎怪 Xiēguài / Hitgwaai,452,Drapion,Ogre Scorpion Pokémon,ばけさそりポケモン,Monster Scorpion Pokémon
453,Croagunk,Toxic Mouth,どくづき,Dokudzuki,Toxique,Giftmund,Inveieleno,Boca Tóxica,독설 Dok Seol,毒擊 / 毒击 Dújī / Duhkgīk,453,Croagunk,Toxic Mouth Pokémon,どくづきポケモン,Poison Stab Pokémon
454,Toxicroak,Toxic Mouth,どくづき,Dokudzuki,Toxique,Giftmund,Inveieleno,Boca Tóxica,독설 Dok Seol,毒擊 / 毒击 Dújī / Duhkgīk,454,Toxicroak,Toxic Mouth Pokémon,どくづきポケモン,Poison Stab Pokémon
455,Carnivine,Bug Catcher,むしとり,Mushidori,Chopinsecte,Käfertod,Insettivoro,Caza Bichos,벌레잡이 Beolle Jab-i,捕蟲 / 捕虫 Bǔchóng / Bouhchùhng,455,Carnivine,Bug Catcher Pokémon,むしとりポケモン,Bug Catcher Pokémon
456,Finneon,Wing Fish,はねうお,Hane Uo,Poisson Ailé,Flügelfisch,Pescealato,Pez Ala,비어 Bieo,飛翅魚 / 飞翅鱼 Fēichìyú / Fēichiyùh,456,Finneon,Wing Fish Pokémon,はねうおポケモン,Wing Fish Pokémon
457,Lumineon,Neon,ネオン,Neon,Néon,Neon,Neon,Neón,네온 Neon,霓虹 Níhóng / Ngàihhùhng,457,Lumineon,Neon Pokémon,ネオンポケモン,Neon Pokémon
