ID,ID_EXT,NAME,Base_HP_7,Base_Attack_7,Base_Defense_7,Base_Sp_Attack_7,Base_Sp_Defense_7,Base_Speed_7,Base_Total_7,Base_Average_7,ID,Pokémon,Base_HP_1,Base_Attack_1,Base_Defense_1,Base_Speed_1,Base_Special_1,Base_Total_1,Base_Average_1,ID,Pokémon,Base_HP_2_5,Base_Attack_2_5,Base_Defense_2_5,Base_Sp_Attack_2_5,Base_Sp_Defense_2_5,Base_Speed_2_5,Base_Total_2_5,Base_Average_2_5,ID,ID_EX,Name,Base_HP_6,Base_Attack_6,Base_Defense_6,Base_Sp_Attack_6,Base_Sp_Defense_6,Base_Speed_6,Base_Total_6,Base_Average_6
368,368,Gorebyss,55,84,105,114,75,52,485,80.83,,,,,,,,,,419,Floatzel,85,105,55,85,50,115,495,82.5,383,383,Groudon,100,150,140,100,90,90,670,111.67
369,369,Relicanth,100,90,130,45,65,55,485,80.83,,,,,,,,,,420,Cherubi,45,35,45,62,53,35,275,45.83,383,383P,Groudon (Primal Groudon),100,180,160,150,90,90,770,128.33
370,370,Luvdisc,43,30,55,40,65,97,330,55,,,,,,,,,,421,Cherrim,70,60,70,87,78,85,450,75,384,384,Rayquaza,105,150,90,150,90,95,680,113.33
371,371,Bagon,45,75,60,40,30,50,300,50,,,,,,,,,,422,Shellos,76,48,48,57,62,34,325,54.17,384,384M,Rayquaza (Mega Rayquaza),105,180,100,180,100,115,780,130
372,372,Shelgon,65,95,100,60,50,50,420,70,,,,,,,,,,423,Gastrodon,111,83,68,92,82,39,475,79.17,385,385,Jirachi,100,100,100,100,100,100,600,100
373,373,Salamence,95,135,80,110,80,100,600,100,,,,,,,,,,424,Ambipom,75,100,66,60,66,115,482,80.33,386,386,Deoxys (Normal Forme),50,150,50,150,50,150,600,100
373,373M,Salamence (Mega Salamence),95,145,130,120,90,120,700,116.67,,,,,,,,,,425,Drifloon,90,50,34,60,44,70,348,58,386,386A,Deoxys (Attack Forme),50,180,20,180,20,150,600,100
374,374,Beldum,40,55,80,35,60,30,300,50,,,,,,,,,,426,Drifblim,150,80,44,90,54,80,498,83,386,386D,Deoxys (Defense Forme),50,70,160,70,160,90,600,100
375,375,Metang,60,75,100,55,80,50,420,70,,,,,,,,,,427,Buneary,55,66,44,44,56,85,350,58.33,386,386S,Deoxys (Speed Forme),50,95,90,95,90,180,600,100
376,376,Metagross,80,135,130,95,90,70,600,100,,,,,,,,,,428,Lopunny,65,76,84,54,96,105,480,80,387,387,Turtwig,55,68,64,45,55,31,318,53
376,376M,Metagross (Mega Metagross),80,145,150,105,110,110,700,116.67,,,,,,,,,,429,Mismagius,60,60,60,105,105,105,495,82.5,388,388,Grotle,75,89,85,55,65,36,405,67.5
377,377,Regirock,80,100,200,50,100,50,580,96.67,,,,,,,,,,430,Honchkrow,100,125,52,105,52,71,505,84.17,389,389,Torterra,95,109,105,75,85,56,525,87.5
378,378,Regice,80,50,100,100,200,50,580,96.67,,,,,,,,,,431,Glameow,49,55,42,42,37,85,310,51.67,390,390,Chimchar,44,58,44,58,44,61,309,51.5
379,379,Registeel,80,75,150,75,150,50,580,96.67,,,,,,,,,,432,Purugly,71,82,64,64,59,112,452,75.33,391,391,Monferno,64,78,52,78,52,81,405,67.5
380,380,Latias,80,80,90,110,130,110,600,100,,,,,,,,,,433,Chingling,45,30,50,65,50,45,285,47.5,392,392,Infernape,76,104,71,104,71,108,534,89
380,380M,Latias (Mega Latias),80,100,120,140,150,110,700,116.67,,,,,,,,,,434,Stunky,63,63,47,41,41,74,329,54.83,393,393,Piplup,53,51,53,61,56,40,314,52.33
381,381,Latios,80,90,80,130,110,110,600,100,,,,,,,,,,435,Skuntank,103,93,67,71,61,84,479,79.83,394,394,Prinplup,64,66,68,81,76,50,405,67.5
381,381M,Latios (Mega Latios),80,130,100,160,120,110,700,116.67,,,,,,,,,,436,Bronzor,57,24,86,24,86,23,300,50,395,395,Empoleon,84,86,88,111,101,60,530,88.33
382,382,Kyogre,100,100,90,150,140,90,670,111.67,,,,,,,,,,437,Bronzong,67,89,116,79,116,33,500,83.33,396,396,Starly,40,55,30,30,30,60,245,40.83
382,382P,Kyogre (Primal Kyogre),100,150,90,180,160,90,770,128.33,,,,,,,,,,438,Bonsly,50,80,95,10,45,10,290,48.33,397,397,Staravia,55,75,50,40,40,80,340,56.67
383,383,Groudon,100,150,140,100,90,90,670,111.67,,,,,,,,,,439,Mime Jr.,20,25,45,70,90,60,310,51.67,398,398,Staraptor,85,120,70,50,60,100,485,80.83
383,383P,Groudon (Primal Groudon),100,180,160,150,90,90,770,128.33,,,,,,,,,,440,Happiny,100,5,5,15,65,30,220,36.67,399,399,Bidoof,59,45,40,35,40,31,250,41.67
384,384,Rayquaza,105,150,90,150,90,95,680,113.33,,,,,,,,,,441,Chatot,76,65,45,92,42,91,411,68.5,400,400,Bibarel,79,85,60,55,60,71,410,68.33
384,384M,Rayquaza (Mega Rayquaza),105,180,100,180,100,115,780,130,,,,,,,,,,442,Spiritomb,50,92,108,92,108,35,485,80.83,401,401,Kricketot,37,25,41,25,41,25,194,32.33
385,385,Jirachi,100,100,100,100,100,100,600,100,,,,,,,,,,443,Gible,58,70,45,40,45,42,300,50,402,402,Kricketune,77,85,51,55,51,65,384,64
386,386,Deoxys (Normal Forme),50,150,50,150,50,150,600,100,,,,,,,,,,444,Gabite,68,90,65,50,55,82,410,68.33,403,403,Shinx,45,65,34,40,34,45,263,43.83
386,386A,Deoxys (Attack Forme),50,180,20,180,20,150,600,100,,,,,,,,,,445,Garchomp,108,130,95,80,85,102,600,100,404,404,Luxio,60,85,49,60,49,60,363,60.5
386,386D,Deoxys (Defense Forme),50,70,160,70,160,90,600,100,,,,,,,,,,446,Munchlax,135,85,40,40,85,5,390,65,405,405,Luxray,80,120,79,95,79,70,523,87.17
386,386S,Deoxys (Speed Forme),50,95,90,95,90,180,600,100,,,,,,,,,,447,Riolu,40,70,40,35,40,60,285,47.5,406,406,Budew,40,30,35,50,70,55,280,46.67
387,387,Turtwig,55,68,64,45,55,31,318,53,,,,,,,,,,448,Lucario,70,110,70,115,70,90,525,87.5,407,407,Roserade,60,70,65,125,105,90,515,85.83
388,388,Grotle,75,89,85,55,65,36,405,67.5,,,,,,,,,,449,Hippopotas,68,72,78,38,42,32,330,55,408,408,Cranidos,67,125,40,30,30,58,350,58.33
389,389,Torterra,95,109,105,75,85,56,525,87.5,,,,,,,,,,450,Hippowdon,108,112,118,68,72,47,525,87.5,409,409,Rampardos,97,165,60,65,50,58,495,82.5
390,390,Chimchar,44,58,44,58,44,61,309,51.5,,,,,,,,,,451,Skorupi,40,50,90,30,55,65,330,55,410,410,Shieldon,30,42,118,42,88,30,350,58.33
391,391,Monferno,64,78,52,78,52,81,405,67.5,,,,,,,,,,452,Drapion,70,90,110,60,75,95,500,83.33,411,411,Bastiodon,60,52,168,47,138,30,495,82.5
392,392,Infernape,76,104,71,104,71,108,534,89,,,,,,,,,,453,Croagunk,48,61,40,61,40,50,300,50,412,412,Burmy,40,29,45,29,45,36,224,37.33
393,393,Piplup,53,51,53,61,56,40,314,52.33,,,,,,,,,,454,Toxicroak,83,106,65,86,65,85,490,81.67,413,413,Wormadam (Plant Cloak),60,59,85,79,105,36,424,70.67
394,394,Prinplup,64,66,68,81,76,50,405,67.5,,,,,,,,,,455,Carnivine,74,100,72,90,72,46,454,75.67,413,413G,Wormadam (Sandy Cloak),60,79,105,59,85,36,424,70.67
395,395,Empoleon,84,86,88,111,101,60,530,88.33,,,,,,,,,,456,Finneon,49,49,56,49,61,66,330,55,413,413S,Wormadam (Trash Cloak),60,69,95,69,95,36,424,70.67
396,396,Starly,40,55,30,30,30,60,245,40.83,,,,,,,,,,457,Lumineon,69,69,76,69,86,91,460,76.67,414,414,Mothim,70,94,50,94,50,66,424,70.67
397,397,Staravia,55,75,50,40,40,80,340,56.67,,,,,,,,,,458,Mantyke,45,20,50,60,120,50,345,57.5,415,415,Combee,30,30,42,30,42,70,244,40.67
398,398,Staraptor,85,120,70,50,60,100,485,80.83,,,,,,,,,,459,Snover,60,62,50,62,60,40,334,55.67,416,416,Vespiquen,70,80,102,80,102,40,474,79
399,399,Bidoof,59,45,40,35,40,31,250,41.67,,,,,,,,,,460,Abomasnow,90,92,75,92,85,60,494,82.33,417,417,Pachirisu,60,45,70,45,90,95,405,67.5
400,400,Bibarel,79,85,60,55,60,71,410,68.33,,,,,,,,,,461,Weavile,70,120,65,45,85,125,510,85,418,418,Buizel,55,65,35,60,30,85,330,55
401,401,Kricketot,37,25,41,25,41,25,194,32.33,,,,,,,,,,462,Magnezone,70,70,115,130,90,60,535,89.17,419,419,Floatzel,85,105,55,85,50,115,495,82.5
402,402,Kricketune,77,85,51,55,51,65,384,64,,,,,,,,,,463,Lickilicky,110,85,95,80,95,50,515,85.83,420,420,Cherubi,45,35,45,62,53,35,275,45.83
403,403,Shinx,45,65,34,40,34,45,263,43.83,,,,,,,,,,464,Rhyperior,115,140,130,55,55,40,535,89.17,421,421,Cherrim,70,60,70,87,78,85,450,75
404,404,Luxio,60,85,49,60,49,60,363,60.5,,,,,,,,,,465,Tangrowth,100,100,125,110,50,50,535,89.17,422,422,Shellos,76,48,48,57,62,34,325,54.17
405,405,Luxray,80,120,79,95,79,70,523,87.17,,,,,,,,,,466,Electivire,75,123,67,95,85,95,540,90,423,423,Gastrodon,111,83,68,92,82,39,475,79.17
406,406,Budew,40,30,35,50,70,55,280,46.67,,,,,,,,,,467,Magmortar,75,95,67,125,95,83,540,90,424,424,Ambipom,75,100,66,60,66,115,482,80.33
407,407,Roserade,60,70,65,125,105,90,515,85.83,,,,,,,,,,468,Togekiss,85,50,95,120,115,80,545,90.83,425,425,Drifloon,90,50,34,60,44,70,348,58
408,408,Cranidos,67,125,40,30,30,58,350,58.33,,,,,,,,,,469,Yanmega,86,76,86,116,56,95,515,85.83,426,426,Drifblim,150,80,44,90,54,80,498,83
409,409,Rampardos,97,165,60,65,50,58,495,82.5,,,,,,,,,,470,Leafeon,65,110,130,60,65,95,525,87.5,427,427,Buneary,55,66,44,44,56,85,350,58.33
410,410,Shieldon,30,42,118,42,88,30,350,58.33,,,,,,,,,,471,Glaceon,65,60,110,130,95,65,525,87.5,428,428,Lopunny,65,76,84,54,96,105,480,80
411,411,Bastiodon,60,52,168,47,138,30,495,82.5,,,,,,,,,,472,Gliscor,75,95,125,45,75,95,510,85,428,428M,Lopunny (Mega Lopunny),65,136,94,54,96,135,580,96.67
412,412,Burmy,40,29,45,29,45,36,224,37.33,,,,,,,,,,473,Mamoswine,110,130,80,70,60,80,530,88.33,429,429,Mismagius,60,60,60,105,105,105,495,82.5
413,413,Wormadam (Plant Cloak),60,59,85,79,105,36,424,70.67,,,,,,,,,,474,Porygon-Z,85,80,70,135,75,90,535,89.17,430,430,Honchkrow,100,125,52,105,52,71,505,84.17
413,413G,Wormadam (Sandy Cloak),60,79,105,59,85,36,424,70.67,,,,,,,,,,475,Gallade,68,125,65,65,115,80,518,86.33,431,431,Glameow,49,55,42,42,37,85,310,51.67
413,413S,Wormadam (Trash Cloak),60,69,95,69,95,36,424,70.67,,,,,,,,,,476,Probopass,60,55,145,75,150,40,525,87.5,432,432,Purugly,71,82,64,64,59,112,452,75.33
414,414,Mothim,70,94,50,94,50,66,424,70.67,,,,,,,,,,477,Dusknoir,45,100,135,65,135,45,525,87.5,433,433,Chingling,45,30,50,65,50,45,285,47.5
415,415,Combee,30,30,42,30,42,70,244,40.67,,,,,,,,,,478,Froslass,70,80,70,80,70,110,480,80,434,434,Stunky,63,63,47,41,41,74,329,54.83
416,416,Vespiquen,70,80,102,80,102,40,474,79,,,,,,,,,,479,Rotom (Normal Rotom),50,50,77,95,77,91,440,73.33,435,435,Skuntank,103,93,67,71,61,84,479,79.83
417,417,Pachirisu,60,45,70,45,90,95,405,67.5,,,,,,,,,,479,Rotom (Heat Rotom),50,65,107,105,107,86,520,86.67,436,436,Bronzor,57,24,86,24,86,23,300,50
418,418,Buizel,55,65,35,60,30,85,330,55,,,,,,,,,,479,Rotom (Wash Rotom),50,65,107,105,107,86,520,86.67,437,437,Bronzong,67,89,116,79,116,33,500,83.33
419,419,Floatzel,85,105,55,85,50,115,495,82.5,,,,,,,,,,479,Rotom (Frost Rotom),50,65,107,105,107,86,520,86.67,438,438,Bonsly,50,80,95,10,45,10,290,48.33
420,420,Cherubi,45,35,45,62,53,35,275,45.83,,,,,,,,,,479,Rotom (Fan Rotom),50,65,107,105,107,86,520,86.67,439,439,Mime Jr.,20,25,45,70,90,60,310,51.67
421,421,Cherrim,70,60,70,87,78,85,450,75,,,,,,,,,,479,Rotom (Mow Rotom),50,65,107,105,107,86,520,86.67,440,440,Happiny,100,5,5,15,65,30,220,36.67
422,422,Shellos,76,48,48,57,62,34,325,54.17,,,,,,,,,,480,Uxie,75,75,130,75,130,95,580,96.67,441,441,Chatot,76,65,45,92,42,91,411,68.5
423,423,Gastrodon,111,83,68,92,82,39,475,79.17,,,,,,,,,,481,Mesprit,80,105,105,105,105,80,580,96.67,442,442,Spiritomb,50,92,108,92,108,35,485,80.83
424,424,Ambipom,75,100,66,60,66,115,482,80.33,,,,,,,,,,482,Azelf,75,125,70,125,70,115,580,96.67,443,443,Gible,58,70,45,40,45,42,300,50
425,425,Drifloon,90,50,34,60,44,70,348,58,,,,,,,,,,483,Dialga,100,120,120,150,100,90,680,113.33,444,444,Gabite,68,90,65,50,55,82,410,68.33
426,426,Drifblim,150,80,44,90,54,80,498,83,,,,,,,,,,484,Palkia,90,120,100,150,120,100,680,113.33,445,445,Garchomp,108,130,95,80,85,102,600,100
427,427,Buneary,55,66,44,44,56,85,350,58.33,,,,,,,,,,485,Heatran,91,90,106,130,106,77,600,100,445,445M,Garchomp (Mega Garchomp),108,170,115,120,95,92,700,116.67
428,428,Lopunny,65,76,84,54,96,105,480,80,,,,,,,,,,486,Regigigas,110,160,110,80,110,100,670,111.67,446,446,Munchlax,135,85,40,40,85,5,390,65
428,428M,Lopunny (Mega Lopunny),65,136,94,54,96,135,580,96.67,,,,,,,,,,487,Giratina (Altered Forme),150,100,120,100,120,90,680,113.33,447,447,Riolu,40,70,40,35,40,60,285,47.5
429,429,Mismagius,60,60,60,105,105,105,495,82.5,,,,,,,,,,487,Giratina (Origin Forme),150,120,100,120,100,90,680,113.33,448,448,Lucario,70,110,70,115,70,90,525,87.5
430,430,Honchkrow,100,125,52,105,52,71,505,84.17,,,,,,,,,,488,Cresselia,120,70,120,75,130,85,600,100,448,448M,Lucario (Mega Lucario),70,145,88,140,70,112,625,104.17
431,431,Glameow,49,55,42,42,37,85,310,51.67,,,,,,,,,,489,Phione,80,80,80,80,80,80,480,80,449,449,Hippopotas,68,72,78,38,42,32,330,55
432,432,Purugly,71,82,64,64,59,112,452,75.33,,,,,,,,,,490,Manaphy,100,100,100,100,100,100,600,100,450,450,Hippowdon,108,112,118,68,72,47,525,87.5
433,433,Chingling,45,30,50,65,50,45,285,47.5,,,,,,,,,,491,Darkrai,70,90,90,135,90,125,600,100,451,451,Skorupi,40,50,90,30,55,65,330,55
434,434,Stunky,63,63,47,41,41,74,329,54.83,,,,,,,,,,492,Shaymin (Land Forme),100,100,100,100,100,100,600,100,452,452,Drapion,70,90,110,60,75,95,500,83.33
435,435,Skuntank,103,93,67,71,61,84,479,79.83,,,,,,,,,,492,Shaymin (Sky Forme),100,103,75,120,75,127,600,100,453,453,Croagunk,48,61,40,61,40,50,300,50
436,436,Bronzor,57,24,86,24,86,23,300,50,,,,,,,,,,493,Arceus,120,120,120,120,120,120,720,120,454,454,Toxicroak,83,106,65,86,65,85,490,81.67
437,437,Bronzong,67,89,116,79,116,33,500,83.33,,,,,,,,,,494,Victini,100,100,100,100,100,100,600,100,455,455,Carnivine,74,100,72,90,72,46,454,75.67
438,438,Bonsly,50,80,95,10,45,10,290,48.33,,,,,,,,,,495,Snivy,45,45,55,45,55,63,308,51.33,456,456,Finneon,49,49,56,49,61,66,330,55
439,439,Mime Jr.,20,25,45,70,90,60,310,51.67,,,,,,,,,,496,Servine,60,60,75,60,75,83,413,68.83,457,457,Lumineon,69,69,76,69,86,91,460,76.67
440,440,Happiny,100,5,5,15,65,30,220,36.67,,,,,,,,,,497,Serperior,75,75,95,75,95,113,528,88,458,458,Mantyke,45,20,50,60,120,50,345,57.5
441,441,Chatot,76,65,45,92,42,91,411,68.5,,,,,,,,,,498,Tepig,65,63,45,45,45,45,308,51.33,459,459,Snover,60,62,50,62,60,40,334,55.67
442,442,Spiritomb,50,92,108,92,108,35,485,80.83,,,,,,,,,,499,Pignite,90,93,55,70,55,55,418,69.67,460,460,Abomasnow,90,92,75,92,85,60,494,82.33
443,443,Gible,58,70,45,40,45,42,300,50,,,,,,,,,,500,Emboar,110,123,65,100,65,65,528,88,460,460M,Abomasnow (Mega Abomasnow),90,132,105,132,105,30,594,99
444,444,Gabite,68,90,65,50,55,82,410,68.33,,,,,,,,,,501,Oshawott,55,55,45,63,45,45,308,51.33,461,461,Weavile,70,120,65,45,85,125,510,85
445,445,Garchomp,108,130,95,80,85,102,600,100,,,,,,,,,,502,Dewott,75,75,60,83,60,60,413,68.83,462,462,Magnezone,70,70,115,130,90,60,535,89.17
445,445M,Garchomp (Mega Garchomp),108,170,115,120,95,92,700,116.67,,,,,,,,,,503,Samurott,95,100,85,108,70,70,528,88,463,463,Lickilicky,110,85,95,80,95,50,515,85.83
446,446,Munchlax,135,85,40,40,85,5,390,65,,,,,,,,,,504,Patrat,45,55,39,35,39,42,255,42.5,464,464,Rhyperior,115,140,130,55,55,40,535,89.17
447,447,Riolu,40,70,40,35,40,60,285,47.5,,,,,,,,,,505,Watchog,60,85,69,60,69,77,420,70,465,465,Tangrowth,100,100,125,110,50,50,535,89.17
448,448,Lucario,70,110,70,115,70,90,525,87.5,,,,,,,,,,506,Lillipup,45,60,45,25,45,55,275,45.83,466,466,Electivire,75,123,67,95,85,95,540,90
448,448M,Lucario (Mega Lucario),70,145,88,140,70,112,625,104.17,,,,,,,,,,507,Herdier,65,80,65,35,65,60,370,61.67,467,467,Magmortar,75,95,67,125,95,83,540,90
449,449,Hippopotas,68,72,78,38,42,32,330,55,,,,,,,,,,508,Stoutland,85,100,90,45,90,80,490,81.67,468,468,Togekiss,85,50,95,120,115,80,545,90.83
450,450,Hippowdon,108,112,118,68,72,47,525,87.5,,,,,,,,,,509,Purrloin,41,50,37,50,37,66,281,46.83,469,469,Yanmega,86,76,86,116,56,95,515,85.83
451,451,Skorupi,40,50,90,30,55,65,330,55,,,,,,,,,,510,Liepard,64,88,50,88,50,106,446,74.33,470,470,Leafeon,65,110,130,60,65,95,525,87.5
452,452,Drapion,70,90,110,60,75,95,500,83.33,,,,,,,,,,511,Pansage,50,53,48,53,48,64,316,52.67,471,471,Glaceon,65,60,110,130,95,65,525,87.5
453,453,Croagunk,48,61,40,61,40,50,300,50,,,,,,,,,,512,Simisage,75,98,63,98,63,101,498,83,472,472,Gliscor,75,95,125,45,75,95,510,85
454,454,Toxicroak,83,106,65,86,65,85,490,81.67,,,,,,,,,,513,Pansear,50,53,48,53,48,64,316,52.67,473,473,Mamoswine,110,130,80,70,60,80,530,88.33
455,455,Carnivine,74,100,72,90,72,46,454,75.67,,,,,,,,,,514,Simisear,75,98,63,98,63,101,498,83,474,474,Porygon-Z,85,80,70,135,75,90,535,89.17
456,456,Finneon,49,49,56,49,61,66,330,55,,,,,,,,,,515,Panpour,50,53,48,53,48,64,316,52.67,475,475,Gallade,68,125,65,65,115,80,518,86.33
457,457,Lumineon,69,69,76,69,86,91,460,76.67,,,,,,,,,,516,Simipour,75,98,63,98,63,101,498,83,475,475M,Gallade (Mega Gallade),68,165,95,65,115,110,618,103
458,458,Mantyke,45,20,50,60,120,50,345,57.5,,,,,,,,,,517,Munna,76,25,45,67,55,24,292,48.67,476,476,Probopass,60,55,145,75,150,40,525,87.5
459,459,Snover,60,62,50,62,60,40,334,55.67,,,,,,,,,,518,Musharna,116,55,85,107,95,29,487,81.17,477,477,Dusknoir,45,100,135,65,135,45,525,87.5
460,460,Abomasnow,90,92,75,92,85,60,494,82.33,,,,,,,,,,519,Pidove,50,55,50,36,30,43,264,44,478,478,Froslass,70,80,70,80,70,110,480,80
460,460M,Abomasnow (Mega Abomasnow),90,132,105,132,105,30,594,99,,,,,,,,,,520,Tranquill,62,77,62,50,42,65,358,59.67,479,479,Rotom (Normal Rotom),50,50,77,95,77,91,440,73.33
461,461,Weavile,70,120,65,45,85,125,510,85,,,,,,,,,,521,Unfezant,80,105,80,65,55,93,478,79.67,479,479O,Rotom (Heat Rotom),50,65,107,105,107,86,520,86.67
462,462,Magnezone,70,70,115,130,90,60,535,89.17,,,,,,,,,,522,Blitzle,45,60,32,50,32,76,295,49.17,479,479W,Rotom (Wash Rotom),50,65,107,105,107,86,520,86.67
463,463,Lickilicky,110,85,95,80,95,50,515,85.83,,,,,,,,,,523,Zebstrika,75,100,63,80,63,116,497,82.83,479,479R,Rotom (Frost Rotom),50,65,107,105,107,86,520,86.67
464,464,Rhyperior,115,140,130,55,55,40,535,89.17,,,,,,,,,,524,Roggenrola,55,75,85,25,25,15,280,46.67,479,479F,Rotom (Fan Rotom),50,65,107,105,107,86,520,86.67
465,465,Tangrowth,100,100,125,110,50,50,535,89.17,,,,,,,,,,525,Boldore,70,105,105,50,40,20,390,65,479,479L,Rotom (Mow Rotom),50,65,107,105,107,86,520,86.67
466,466,Electivire,75,123,67,95,85,95,540,90,,,,,,,,,,526,Gigalith,85,135,130,60,70,25,505,84.17,480,480,Uxie,75,75,130,75,130,95,580,96.67
467,467,Magmortar,75,95,67,125,95,83,540,90,,,,,,,,,,527,Woobat,55,45,43,55,43,72,313,52.17,481,481,Mesprit,80,105,105,105,105,80,580,96.67
468,468,Togekiss,85,50,95,120,115,80,545,90.83,,,,,,,,,,528,Swoobat,67,57,55,77,55,114,425,70.83,482,482,Azelf,75,125,70,125,70,115,580,96.67
469,469,Yanmega,86,76,86,116,56,95,515,85.83,,,,,,,,,,529,Drilbur,60,85,40,30,45,68,328,54.67,483,483,Dialga,100,120,120,150,100,90,680,113.33
470,470,Leafeon,65,110,130,60,65,95,525,87.5,,,,,,,,,,530,Excadrill,110,135,60,50,65,88,508,84.67,484,484,Palkia,90,120,100,150,120,100,680,113.33
471,471,Glaceon,65,60,110,130,95,65,525,87.5,,,,,,,,,,531,Audino,103,60,86,60,86,50,445,74.17,485,485,Heatran,91,90,106,130,106,77,600,100
472,472,Gliscor,75,95,125,45,75,95,510,85,,,,,,,,,,532,Timburr,75,80,55,25,35,35,305,50.83,486,486,Regigigas,110,160,110,80,110,100,670,111.67
473,473,Mamoswine,110,130,80,70,60,80,530,88.33,,,,,,,,,,533,Gurdurr,85,105,85,40,50,40,405,67.5,487,487,Giratina (Altered Forme),150,100,120,100,120,90,680,113.33
474,474,Porygon-Z,85,80,70,135,75,90,535,89.17,,,,,,,,,,534,Conkeldurr,105,140,95,55,65,45,505,84.17,487,487O,Giratina (Origin Forme),150,120,100,120,100,90,680,113.33
475,475,Gallade,68,125,65,65,115,80,518,86.33,,,,,,,,,,535,Tympole,50,50,40,50,40,64,294,49,488,488,Cresselia,120,70,120,75,130,85,600,100
475,475M,Gallade (Mega Gallade),68,165,95,65,115,110,618,103,,,,,,,,,,536,Palpitoad,75,65,55,65,55,69,384,64,489,489,Phione,80,80,80,80,80,80,480,80
476,476,Probopass,60,55,145,75,150,40,525,87.5,,,,,,,,,,537,Seismitoad,105,85,75,85,75,74,499,83.17,490,490,Manaphy,100,100,100,100,100,100,600,100
477,477,Dusknoir,45,100,135,65,135,45,525,87.5,,,,,,,,,,538,Throh,120,100,85,30,85,45,465,77.5,491,491,Darkrai,70,90,90,135,90,125,600,100
478,478,Froslass,70,80,70,80,70,110,480,80,,,,,,,,,,539,Sawk,75,125,75,30,75,85,465,77.5,492,492,Shaymin (Land Forme),100,100,100,100,100,100,600,100
479,479,Rotom,50,50,77,95,77,91,440,73.33,,,,,,,,,,540,Sewaddle,45,53,70,40,60,42,310,51.67,492,492S,Shaymin (Sky Forme),100,103,75,120,75,127,600,100
479,479O,Rotom (Heat Rotom),50,65,107,105,107,86,520,86.67,,,,,,,,,,541,Swadloon,55,63,90,50,80,42,380,63.33,493,493,Arceus,120,120,120,120,120,120,720,120
479,479W,Rotom (Wash Rotom),50,65,107,105,107,86,520,86.67,,,,,,,,,,542,Leavanny,75,103,80,70,70,92,490,81.67,494,494,Victini,100,100,100,100,100,100,600,100
479,479R,Rotom (Frost Rotom),50,65,107,105,107,86,520,86.67,,,,,,,,,,543,Venipede,30,45,59,30,39,57,260,43.33,495,495,Snivy,45,45,55,45,55,63,308,51.33
479,479F,Rotom (Fan Rotom),50,65,107,105,107,86,520,86.67,,,,,,,,,,544,Whirlipede,40,55,99,40,79,47,360,60,496,496,Servine,60,60,75,60,75,83,413,68.83
479,479L,Rotom (Mow Rotom),50,65,107,105,107,86,520,86.67,,,,,,,,,,545,Scolipede,60,90,89,55,69,112,475,79.17,497,497,Serperior,75,75,95,75,95,113,528,88
480,480,Uxie,75,75,130,75,130,95,580,96.67,,,,,,,,,,546,Cottonee,40,27,60,37,50,66,280,46.67,498,498,Tepig,65,63,45,45,45,45,308,51.33
481,481,Mesprit,80,105,105,105,105,80,580,96.67,,,,,,,,,,547,Whimsicott,60,67,85,77,75,116,480,80,499,499,Pignite,90,93,55,70,55,55,418,69.67
482,482,Azelf,75,125,70,125,70,115,580,96.67,,,,,,,,,,548,Petilil,45,35,50,70,50,30,280,46.67,500,500,Emboar,110,123,65,100,65,65,528,88
483,483,Dialga,100,120,120,150,100,90,680,113.33,,,,,,,,,,549,Lilligant,70,60,75,110,75,90,480,80,501,501,Oshawott,55,55,45,63,45,45,308,51.33
484,484,Palkia,90,120,100,150,120,100,680,113.33,,,,,,,,,,550,Basculin,70,92,65,80,55,98,460,76.67,502,502,Dewott,75,75,60,83,60,60,413,68.83
485,485,Heatran,91,90,106,130,106,77,600,100,,,,,,,,,,551,Sandile,50,72,35,35,35,65,292,48.67,503,503,Samurott,95,100,85,108,70,70,528,88
486,486,Regigigas,110,160,110,80,110,100,670,111.67,,,,,,,,,,552,Krokorok,60,82,45,45,45,74,351,58.5,504,504,Patrat,45,55,39,35,39,42,255,42.5
487,487,Giratina (Altered Forme),150,100,120,100,120,90,680,113.33,,,,,,,,,,553,Krookodile,95,117,70,65,70,92,509,84.83,505,505,Watchog,60,85,69,60,69,77,420,70
487,487O,Giratina (Origin Forme),150,120,100,120,100,90,680,113.33,,,,,,,,,,554,Darumaka,70,90,45,15,45,50,315,52.5,506,506,Lillipup,45,60,45,25,45,55,275,45.83
488,488,Cresselia,120,70,120,75,130,85,600,100,,,,,,,,,,555,Darmanitan (Standard Mode),105,140,55,30,55,95,480,80,507,507,Herdier,65,80,65,35,65,60,370,61.67
489,489,Phione,80,80,80,80,80,80,480,80,,,,,,,,,,555,Darmanitan (Zen Mode),105,30,105,140,105,55,540,90,508,508,Stoutland,85,110,90,45,90,80,500,83.33
490,490,Manaphy,100,100,100,100,100,100,600,100,,,,,,,,,,556,Maractus,75,86,67,106,67,60,461,76.83,509,509,Purrloin,41,50,37,50,37,66,281,46.83
491,491,Darkrai,70,90,90,135,90,125,600,100,,,,,,,,,,557,Dwebble,50,65,85,35,35,55,325,54.17,510,510,Liepard,64,88,50,88,50,106,446,74.33
492,492,Shaymin (Land Forme),100,100,100,100,100,100,600,100,,,,,,,,,,558,Crustle,70,95,125,65,75,45,475,79.17,511,511,Pansage,50,53,48,53,48,64,316,52.67
