Name,Dex,Item,Egg Group 1,Egg Group 2,Type,Type2,Body,Color,Call_Rate_SM,Call_Rate_USUM,Star,Gender_Ratio,Cycles,Ability 1,Ability 2,Hidden,WeightKg,WeightLbs,HeightM,Ft,In
Tangela,114,,Grass,,Grass,,Head and legs,Blue,,,2,1:1,20,Chlorophyll,Leaf Guard,Regenerator,35,77.2,1,3,3
Sandshrew,27,,Field,,Ice,Steel,"Bipedal, tailed form",White,,,0,1:1,20,Sand Veil,,Sand Rush,12,26.5,0.7,2,4
Lycanroc,745,,Field,,Rock,,Quadruped body,Brown,,,0,1:1,15,Tough Claws,,,25,55.1,0.8,2,7
Farfetch'd,83,,Flying,Field,Normal,Flying,Single pair of wings,Brown,,,0,1:1,20,Keen Eye,Inner Focus,Defiant,15,33.1,0.8,2,7
Spinda,327,,Field,Human-Like,Normal,,"Bipedal, tailed form",Brown,,,2,1:1,15,Own Tempo,Tangled Feet,Contrary,5,11,1.1,3,7
Bronzong,437,,Mineral,,Steel,Psychic,Head and arms,Green,,,0,G,20,Levitate,Heatproof,Heavy Metal,187,412.3,1.3,4,3
Latios,381,,Undiscovered,,Dragon,Psychic,Single pair of wings,Blue,,,0,0:1U,120,Levitate,,,60,132.3,2,6,7
Pikachu,25,,Field,Fairy,Electric,,Quadruped body,Yellow,,,0,1:1,10,Static,,Lightning Rod,6,13.2,0.4,1,4
Pheromosa,795,,Undiscovered,,Bug,Fighting,"Bipedal, tailless form",White,,,0,GU,120,Beast Boost,,,25,55.1,1.8,5,11
Surskit,283,,Water 1,Bug,Bug,Water,Insectoid body,Blue,,,0,1:1,15,Swift Swim,,Rain Dish,1.7,3.7,0.5,1,8
Diglett,50,,Field,,Ground,,Head and a base,Brown,,,0,1:1,20,Sand Veil,Arena Trap,Sand Force,0.8,1.8,0.2,0,8
Ledian,166,,Bug,,Bug,Flying,Single pair of wings,Red,,,0,1:1,15,Swarm,Early Bird,Iron Fist,35.6,78.5,1.4,4,7
Slakoth,287,,Field,,Normal,,Quadruped body,Brown,,,0,1:1,15,Truant,,,24,52.9,0.8,2,7
Shuckle,213,,Bug,,Bug,Rock,Insectoid body,Yellow,,,2,1:1,20,Sturdy,Gluttony,Contrary,20.5,45.2,0.6,2,0
Wynaut,360,,Undiscovered,,Psychic,,"Bipedal, tailed form",Blue,,,0,1:1U,20,Shadow Tag,,Telepathy,14,30.9,0.6,2,0
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Zeraora,807,,Undiscovered,,Electric,,"Bipedal, tailless form",Yellow,,,0,GU,120,Volt Absorb,,,44.5,98.1,1.5,4,11
Delibird,225,,Water 1,Field,Ice,Flying,Single pair of wings,Red,,,0,1:1,20,Vital Spirit,Hustle,Insomnia,16,35.3,0.9,2,11
Munchlax,446,,Undiscovered,,Normal,,"Bipedal, tailless form",Black,,,0,1:7U,40,Pickup,Thick Fat,Gluttony,105,231.5,0.6,2,0
Zekrom,644,,Undiscovered,,Dragon,Electric,"Bipedal, tailed form",Black,,,0,GU,120,Teravolt,,,345,760.6,2.9,9,6
Cyndaquil,155,,Field,,Fire,,"Bipedal, tailless form",Yellow,,,0,1:7,20,Blaze,,Flash Fire,7.9,17.4,0.5,1,8
Wartortle,8,,Monster,Water 1,Water,,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Rain Dish,22.5,49.6,1,3,3
Snorlax,143,,Monster,,Normal,,"Bipedal, tailless form",Black,,,0,1:7,40,Immunity,Thick Fat,Gluttony,460,1014.1,2.1,6,11
Dragonite,149,,Water 1,Dragon,Dragon,Flying,"Bipedal, tailed form",Brown,,,0,1:1,40,Inner Focus,,Multiscale,210,463,2.2,7,3
Grubbin,736,,Bug,,Bug,,Insectoid body,Gray,,,0,1:1,15,Swarm,,,4.4,9.7,0.4,1,4
Cloyster,91,,Water 3,,Water,Ice,Head,Purple,,,2,1:1,20,Shell Armor,Skill Link,Overcoat,132.5,292.1,1.5,4,11
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Wormadam,413,,Bug,,Bug,Steel,Head and a base,Red,,,0,1:0,15,Anticipation,,Overcoat,6.5,14.3,0.5,1,8
Fletchling,661,,Flying,,Normal,Flying,Single pair of wings,Red,,,0,1:1,15,Big Pecks,,Gale Wings,1.7,3.7,0.3,1,0
Ivysaur,2,,Monster,Grass,Grass,Poison,Quadruped body,Green,,,0,1:7,20,Overgrow,,Chlorophyll,13,28.7,1,3,3
Machop,66,,Human-Like,,Fighting,,"Bipedal, tailed form",Gray,,,2,1:3,20,Guts,No Guard,Steadfast,19.5,43,0.8,2,7
Swellow,277,,Flying,,Normal,Flying,Single pair of wings,Blue,,,0,1:1,15,Guts,,Scrappy,19.8,43.7,0.7,2,4
Carbink,703,,Fairy,Mineral,Rock,Fairy,Head,Gray,,,0,G,25,Clear Body,,Sturdy,5.7,12.6,0.3,1,0
Toucannon,733,,Flying,,Normal,Flying,Single pair of wings,Black,,,0,1:1,15,Keen Eye,Skill Link,Sheer Force,26,57.3,1.1,3,7
Vikavolt,738,,Bug,,Bug,Electric,Insectoid body,Blue,,,0,1:1,15,Levitate,,,45,99.2,1.5,4,11
Decidueye,724,,Flying,,Grass,Ghost,Single pair of wings,Brown,,,0,1:7,15,Overgrow,,Long Reach,36.6,80.7,1.6,5,3
Fomantis,753,,Grass,,Grass,,"Bipedal, tailed form",Pink,,,0,1:1,20,Leaf Guard,,Contrary,1.5,3.3,0.3,1,0
Stakataka,805,,Undiscovered,,Rock,Steel,Quadruped body,Gray,,,0,GU,120,Beast Boost,,,820,1807.8,5.5,18,1
Shieldon,410,,Monster,,Rock,Steel,Quadruped body,Gray,,,0,1:7,30,Sturdy,,Soundproof,57,125.7,0.5,1,8
Aegislash,681,,Mineral,,Steel,Ghost,Head and a base,Brown,,,0,1:1,20,Stance Change,,,53,116.8,1.7,5,7
Lugia,249,,Undiscovered,,Psychic,Flying,Single pair of wings,White,,,0,GU,120,Pressure,,Multiscale,216,476.2,5.2,17,1
Foongus,590,,Grass,,Grass,Poison,Head and arms,White,,,0,1:1,20,Effect Spore,,Regenerator,1,2.2,0.2,0,8
Floette,670,,Fairy,,Fairy,,Head and arms,White,,0,0,1:0,20,Flower Veil,,Symbiosis,0.9,2,0.2,0,8
Slaking,289,,Field,,Normal,,"Bipedal, tailless form",Brown,,,0,1:1,15,Truant,,,130.5,287.7,2,6,7
Bronzor,436,,Mineral,,Steel,Psychic,Head,Green,,,0,G,20,Levitate,Heatproof,Heavy Metal,60.5,133.4,0.5,1,8
Porygon,137,,Mineral,,Normal,,Head and legs,Pink,,,2,G,20,Trace,Download,Analytic,36.5,80.5,0.8,2,7
Kingdra,230,,Water 1,Dragon,Water,Dragon,Head and a base,Blue,,,2,1:1,20,Swift Swim,Sniper,Damp,152,335.1,1.8,5,11
Tapu Lele,786,,Undiscovered,,Psychic,Fairy,Head and arms,Pink,,,0,GU,15,Psychic Surge,,Telepathy,18.6,41,1.2,3,11
Marowak,105,,Monster,,Ground,,"Bipedal, tailed form",Brown,,,0,1:1,20,Rock Head,Lightning Rod,Battle Armor,45,99.2,1,3,3
Hydreigon,635,,Dragon,,Dark,Dragon,"Bipedal, tailed form",Blue,,,0,1:1,40,Levitate,,,160,352.7,1.8,5,11
Meloetta,648,,Undiscovered,,Normal,Fighting,"Bipedal, tailless form",White,,,0,GU,120,Serene Grace,,,6.5,14.3,0.6,2,0
Crustle,558,,Bug,Mineral,Bug,Rock,Insectoid body,Red,,,0,1:1,20,Sturdy,Shell Armor,Weak Armor,200,440.9,1.4,4,7
Garbodor,569,,Mineral,,Poison,,"Bipedal, tailless form",Green,,,0,1:1,20,Stench,Weak Armor,Aftermath,107.3,236.6,1.9,6,3
Krookodile,553,,Field,,Ground,Dark,"Bipedal, tailed form",Red,,,0,1:1,20,Intimidate,Moxie,Anger Point,96.3,212.3,1.5,4,11
Dratini,147,,Water 1,Dragon,Dragon,,Serpentine bodies,Blue,,,0,1:1,40,Shed Skin,,Marvel Scale,3.3,7.3,1.8,5,11
Sawk,539,,Human-Like,,Fighting,,"Bipedal, tailless form",Blue,,,0,0:1,20,Sturdy,Inner Focus,Mold Breaker,51,112.4,1.4,4,7
Gallade,475,Galladite,Amorphous,,Psychic,Fighting,"Bipedal, tailless form",White,,,0,0:1,20,Steadfast,,Justified,52,114.6,1.6,5,3
Dugtrio,51,,Field,,Ground,,Multiple bodies,Brown,,,0,1:1,20,Sand Veil,Arena Trap,Sand Force,33.3,73.4,0.7,2,4
Florges,671,,Fairy,,Fairy,,Head and arms,White,,,0,1:0,20,Flower Veil,,Symbiosis,10,22,1.1,3,7
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Terrakion,639,,Undiscovered,,Rock,Fighting,Quadruped body,Gray,,,0,GU,80,Justified,,,260,573.2,1.9,6,3
Omastar,139,,Water 1,Water 3,Rock,Water,Tentacles or a multiped body,Blue,,,0,1:7,30,Swift Swim,Shell Armor,Weak Armor,35,77.2,1,3,3
Ponyta,77,,Field,,Fire,,Quadruped body,Yellow,,,0,1:1,20,Run Away,Flash Fire,Flame Body,30,66.1,1,3,3
Wurmple,265,,Bug,,Bug,,Insectoid body,Red,,,0,1:1,15,Shield Dust,,Run Away,3.6,7.9,0.3,1,0
Wishiwashi,746,,Water 2,,Water,,Fins,Blue,,,0,1:1,15,Schooling,,,0.3,0.7,8.2,26,11
Corsola,222,,Water 1,Water 3,Water,Rock,Insectoid body,Pink,,,0,3:1,20,Hustle,Natural Cure,Regenerator,5,11,0.6,2,0
Octillery,224,,Water 1,Water 2,Water,,Tentacles or a multiped body,Red,,,2,1:1,20,Suction Cups,Sniper,Moody,28.5,62.8,0.9,2,11
Tyranitar,248,Tyranitarite,Monster,,Rock,Dark,"Bipedal, tailed form",Green,,,0,1:1,40,Sand Stream,,Unnerve,202,445.3,2.5,8,2
Slugma,218,,Amorphous,,Fire,,Serpentine bodies,Red,,,0,1:1,20,Magma Armor,Flame Body,Weak Armor,35,77.2,0.7,2,4
Floette,670,,Fairy,,Fairy,,Head and arms,White,,0,0,1:0,20,Flower Veil,,Symbiosis,0.9,2,0.2,0,8
Trevenant,709,,Grass,Amorphous,Ghost,Grass,Tentacles or a multiped body,Brown,,,0,1:1,20,Natural Cure,Frisk,Harvest,71,156.5,1.5,4,11
Finneon,456,,Water 2,,Water,,Fins,Blue,,,0,1:1,20,Swift Swim,Storm Drain,Water Veil,7,15.4,0.4,1,4
Timburr,532,,Human-Like,,Fighting,,"Bipedal, tailless form",Gray,,,0,1:3,20,Guts,Sheer Force,Iron Fist,12.5,27.6,0.6,2,0
Blacephalon,806,,Undiscovered,,Fire,Ghost,"Bipedal, tailless form",White,,,0,GU,120,Beast Boost,,,13,28.7,1.8,5,11
Chatot,441,,Flying,,Normal,Flying,Single pair of wings,Black,,,0,1:1,20,Keen Eye,Tangled Feet,Big Pecks,1.9,4.2,0.5,1,8
Emolga,587,,Field,,Electric,Flying,Quadruped body,White,,,0,1:1,20,Static,,Motor Drive,5,11,0.4,1,4
Haunter,93,,Amorphous,,Ghost,Poison,Head and arms,Purple,,,0,1:1,20,Levitate,,,0.1,0.2,1.6,5,3
Wigglytuff,40,,Fairy,,Normal,Fairy,"Bipedal, tailless form",Pink,,,2,3:1,10,Cute Charm,Competitive,Frisk,12,26.5,1,3,3
Mr. Mime,122,,Human-Like,,Psychic,Fairy,"Bipedal, tailless form",Pink,,,2,1:1,25,Soundproof,Filter,Technician,54.5,120.1,1.3,4,3
Sandslash,28,,Field,,Ice,Steel,"Bipedal, tailed form",Blue,,,0,1:1,20,Sand Veil,,Sand Rush,29.5,65,1.2,3,11
Beartic,614,,Field,,Ice,,Quadruped body,White,,,2,1:1,20,Snow Cloak,Slush Rush,Swift Swim,260,573.2,2.6,8,6
Mawile,303,Mawilite,Field,Fairy,Steel,Fairy,"Bipedal, tailless form",Black,,,0,1:1,20,Hyper Cutter,Intimidate,Sheer Force,11.5,25.4,1,3,3
Nidoran♀,29,,Monster,Field,Poison,,Quadruped body,Blue,,,2,1:0,20,Poison Point,Rivalry,Hustle,7,15.4,0.4,1,4
Kricketune,402,,Bug,,Bug,,Two or more pairs of wings,Red,,,0,1:1,15,Swarm,,Technician,25.5,56.2,1,3,3
Arceus,493,,Undiscovered,,Normal,,Quadruped body,White,,,0,GU,120,Multitype,,,320,705.5,3.2,10,6
Spritzee,682,,Fairy,,Fairy,,Head and arms,Pink,,,0,1:1,20,Healer,,Aroma Veil,0.5,1.1,0.2,0,8
Gardevoir,282,,Amorphous,,Psychic,Fairy,"Bipedal, tailless form",White,,,0,1:1,20,Synchronize,Trace,Telepathy,48.4,106.7,1.6,5,3
Cutiefly,742,,Bug,Fairy,Bug,Fairy,Insectoid body,Yellow,,,0,1:1,20,Honey Gather,Shield Dust,Sweet Veil,0.2,0.4,0.1,0,4
Greninja,658,,Water 1,,Water,Dark,"Bipedal, tailless form",Blue,,,0,1:7,20,Torrent,,Protean,40,88.2,1.5,4,11
Pikachu,25,,Field,Fairy,Electric,,Quadruped body,Yellow,,,0,1:1,10,Static,,Lightning Rod,6,13.2,0.4,1,4
Cascoon,268,,Bug,,Bug,,Head,Purple,,,0,1:1,15,Shed Skin,,,11.5,25.4,0.7,2,4
Piplup,393,,Water 1,Field,Water,,"Bipedal, tailless form",Blue,,,0,1:7,20,Torrent,,Defiant,5.2,11.5,0.4,1,4
Victreebel,71,,Grass,,Grass,Poison,Head and a base,Green,,,0,1:1,20,Chlorophyll,,Gluttony,15.5,34.2,1.7,5,7
Mimikyu,778,,Amorphous,,Ghost,Fairy,Serpentine bodies,Yellow,,,0,1:1,20,Disguise,,,0.7,1.5,0.2,0,8
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Makuhita,296,,Human-Like,,Fighting,,"Bipedal, tailless form",Yellow,,,0,1:3,20,Thick Fat,Guts,Sheer Force,86.4,190.5,1,3,3
Heatmor,631,,Field,,Fire,,"Bipedal, tailed form",Red,,,0,1:1,20,Gluttony,Flash Fire,White Smoke,58,127.9,1.4,4,7
Bewear,760,,Field,,Normal,Fighting,"Bipedal, tailed form",Pink,,,0,1:1,15,Fluffy,Klutz,Unnerve,135,297.6,2.1,6,11
Yanma,193,,Bug,,Bug,Flying,Two or more pairs of wings,Red,,,0,1:1,20,Speed Boost,Compound Eyes,Frisk,38,83.8,1.2,3,11
Shellos,422,,Water 1,Amorphous,Water,,Serpentine bodies,Purple,,,0,1:1,20,Sticky Hold,Storm Drain,Sand Force,6.3,13.9,0.3,1,0
Arceus,493,,Undiscovered,,Normal,,Quadruped body,White,,,0,GU,120,Multitype,,,320,705.5,3.2,10,6
Gastly,92,,Amorphous,,Ghost,Poison,Head,Purple,,,0,1:1,20,Levitate,,,0.1,0.2,1.3,4,3
Kyogre,382,Blue Orb,Undiscovered,,Water,,Fins,Blue,,,0,GU,120,Drizzle,,,352,776,9.8,32,2
Burmy,412,,Bug,,Bug,,Head and a base,Green,,,0,1:1,15,Shed Skin,,Overcoat,3.4,7.5,0.2,0,8
Pinsir,127,Pinsirite,Bug,,Bug,Flying,Two or more pairs of wings,Brown,,,2,1:1,25,Hyper Cutter,Mold Breaker,Moxie,55,121.3,1.7,5,7
Buizel,418,,Water 1,Field,Water,,Quadruped body,Brown,,,0,1:1,20,Swift Swim,,Water Veil,29.5,65,0.7,2,4
Glaceon,471,,Field,,Ice,,Quadruped body,Blue,,,0,1:7,35,Snow Cloak,,Ice Body,25.9,57.1,0.8,2,7
Mandibuzz,630,,Flying,,Dark,Flying,Single pair of wings,Brown,,,0,1:0,20,Big Pecks,Overcoat,Weak Armor,39.5,87.1,1.2,3,11
Sawsbuck,586,,Field,,Normal,Grass,Quadruped body,Brown,,,0,1:1,20,Chlorophyll,Sap Sipper,Serene Grace,92.5,203.9,1.9,6,3
Ninetales,38,,Field,,Ice,Fairy,Quadruped body,Blue,,,0,3:1,20,Flash Fire,,Drought,19.9,43.9,1.1,3,7
Milotic,350,,Water 1,Dragon,Water,,Serpentine bodies,Pink,,,2,1:1,20,Marvel Scale,Competitive,Cute Charm,162,357.1,6.2,20,4
Cosmog,789,,Undiscovered,,Psychic,,Head,Blue,,,0,GU,120,Unaware,,,0.1,0.2,0.2,0,8
Litleo,667,,Field,,Fire,Normal,Quadruped body,Brown,,,0,7:1,20,Rivalry,Unnerve,Moxie,13.5,29.8,0.6,2,0
Kecleon,352,,Field,,Normal,,"Bipedal, tailed form",Green,,,1,1:1,20,Color Change,,Protean,22,48.5,1,3,3
Cacnea,331,,Grass,Human-Like,Grass,,"Bipedal, tailless form",Green,,,0,1:1,20,Sand Veil,,Water Absorb,51.3,113.1,0.4,1,4
Cherrim,421,,Fairy,Grass,Grass,,Head and legs,Pink,,,0,1:1,20,Flower Gift,,,9.3,20.5,0.5,1,8
Silvally,773,,Undiscovered,,Normal,,Quadruped body,Gray,,,0,GU,120,RKS System,,,100.5,221.6,2.3,7,7
Galvantula,596,,Bug,,Bug,Electric,Insectoid body,Yellow,,,0,1:1,20,Compound Eyes,Unnerve,Swarm,14.3,31.5,0.8,2,7
Manectric,310,Manectite,Field,,Electric,,Quadruped body,Yellow,,,0,1:1,20,Static,Lightning Rod,Minus,40.2,88.6,1.8,5,11
Hoopa,720,,Undiscovered,,Psychic,Ghost,Head and arms,Purple,,,0,GU,120,Magician,,,9,19.8,0.5,1,8
Rhyperior,464,,Monster,Field,Ground,Rock,"Bipedal, tailed form",Gray,,,0,1:1,20,Lightning Rod,Solid Rock,Reckless,282.8,623.5,2.4,7,10
Chikorita,152,,Monster,Grass,Grass,,Quadruped body,Green,,,0,1:7,20,Overgrow,,Leaf Guard,6.4,14.1,0.9,2,11
Gloom,44,,Grass,,Grass,Poison,"Bipedal, tailless form",Blue,,,0,1:1,20,Chlorophyll,,Stench,8.6,19,0.8,2,7
Geodude,74,,Mineral,,Rock,Ground,Head and arms,Brown,,,0,1:1,15,Rock Head,Sturdy,Sand Veil,20,44.1,0.4,1,4
Feraligatr,160,,Monster,Water 1,Water,,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Sheer Force,88.8,195.8,2.3,7,7
Luvdisc,370,,Water 2,,Water,,Fins,Pink,,,0,3:1,20,Swift Swim,,Hydration,8.7,19.2,0.6,2,0
Charizard,6,,Monster,Dragon,Fire,Flying,"Bipedal, tailed form",Red,,,0,1:7,20,Blaze,,Solar Power,90.5,199.5,1.7,5,7
Cherrim,421,,Fairy,Grass,Grass,,Head and legs,Purple,,,0,1:1,20,Flower Gift,,,9.3,20.5,0.5,1,8
Shiinotic,756,,Grass,,Grass,Fairy,"Bipedal, tailless form",Purple,,,0,1:1,20,Illuminate,Effect Spore,Rain Dish,11.5,25.4,1,3,3
Arceus,493,,Undiscovered,,Normal,,Quadruped body,White,,,0,GU,120,Multitype,,,320,705.5,3.2,10,6
Comfey,764,,Grass,,Fairy,,Head,Green,,,0,3:1,20,Flower Veil,Triage,Natural Cure,0.3,0.7,0.1,0,4
Marshadow,802,,Undiscovered,,Fighting,Ghost,"Bipedal, tailless form",Gray,,,0,GU,120,Technician,,,22.2,48.9,0.7,2,4
Tauros,128,,Field,,Normal,,Quadruped body,Brown,,,2,0:1,20,Intimidate,Anger Point,Sheer Force,88.4,194.9,1.4,4,7
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Delcatty,301,,Field,Fairy,Normal,,Quadruped body,Purple,,,2,3:1,15,Cute Charm,Normalize,Wonder Skin,32.6,71.9,1.1,3,7
Amoonguss,591,,Grass,,Grass,Poison,Head and arms,White,,,0,1:1,20,Effect Spore,,Regenerator,10.5,23.1,0.6,2,0
Wailmer,320,,Field,Water 2,Water,,Fins,Blue,,,0,1:1,40,Water Veil,Oblivious,Pressure,130,286.6,2,6,7
Hoppip,187,,Fairy,Grass,Grass,Flying,"Bipedal, tailed form",Pink,,,2,1:1,20,Chlorophyll,Leaf Guard,Infiltrator,0.5,1.1,0.4,1,4
Silvally,773,,Undiscovered,,Normal,,Quadruped body,Gray,,,0,GU,120,RKS System,,,100.5,221.6,2.3,7,7
Audino,531,Audinite,Fairy,,Normal,Fairy,"Bipedal, tailed form",White,,,0,1:1,20,Healer,Regenerator,Klutz,31,68.3,1.5,4,11
Lurantis,754,,Grass,,Grass,,"Bipedal, tailless form",Pink,,,0,1:1,20,Leaf Guard,,Contrary,18.5,40.8,0.9,2,11
Larvitar,246,,Monster,,Rock,Ground,"Bipedal, tailed form",Green,,,0,1:1,40,Guts,,Sand Veil,72,158.7,0.6,2,0
Combusken,256,,Field,,Fire,Fighting,"Bipedal, tailed form",Red,,,0,1:7,20,Blaze,,Speed Boost,19.5,43,0.9,2,11
Mewtwo,150,,Undiscovered,,Psychic,,"Bipedal, tailed form",Purple,,,0,GU,120,Pressure,,Unnerve,122,269,2,6,7
Magcargo,219,,Amorphous,,Fire,Rock,Serpentine bodies,Red,,,0,1:1,20,Magma Armor,Flame Body,Weak Armor,55,121.3,0.8,2,7
Shedinja,292,,Mineral,,Bug,Ghost,Head and a base,Brown,,,0,G,15,Wonder Guard,,,1.2,2.6,0.8,2,7
Cherubi,420,,Fairy,Grass,Grass,,Multiple bodies,Pink,,,0,1:1,20,Chlorophyll,,,3.3,7.3,0.4,1,4
Eevee,133,,Field,,Normal,,Quadruped body,Brown,,,2,1:7,35,Run Away,Adaptability,Anticipation,6.5,14.3,0.3,1,0
Mudbray,749,,Field,,Ground,,Quadruped body,Brown,,,0,1:1,20,Own Tempo,Stamina,Inner Focus,110,242.5,1,3,3
Scrafty,560,,Field,Dragon,Dark,Fighting,"Bipedal, tailed form",Red,,,0,1:1,15,Shed Skin,Moxie,Intimidate,30,66.1,1.1,3,7
Empoleon,395,,Water 1,Field,Water,Steel,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Defiant,84.5,186.3,1.7,5,7
Chimecho,358,,Amorphous,,Psychic,,Head and arms,Blue,,,0,1:1,25,Levitate,,,1,2.2,0.6,2,0
Barbaracle,689,,Water 3,,Rock,Water,Multiple bodies,Brown,,,0,1:1,20,Sniper,Tough Claws,Pickpocket,96,211.6,1.3,4,3
Petilil,548,,Grass,,Grass,,Head and a base,Green,,,0,1:0,20,Chlorophyll,Own Tempo,Leaf Guard,6.6,14.6,0.5,1,8
Blastoise,9,,Monster,Water 1,Water,,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Rain Dish,85.5,188.5,1.6,5,3
Fearow,22,,Flying,,Normal,Flying,Single pair of wings,Brown,,,0,1:1,15,Keen Eye,,Sniper,38,83.8,1.2,3,11
Primeape,57,,Field,,Fighting,,"Bipedal, tailed form",Brown,,,2,1:1,20,Vital Spirit,Anger Point,Defiant,32,70.5,1,3,3
Leavanny,542,,Bug,,Bug,Grass,"Bipedal, tailless form",Yellow,,,0,1:1,15,Swarm,Chlorophyll,Overcoat,20.5,45.2,1.2,3,11
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Rampardos,409,,Monster,,Rock,,"Bipedal, tailed form",Blue,,,0,1:7,30,Mold Breaker,,Sheer Force,102.5,226,1.6,5,3
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Sandshrew,27,,Field,,Ground,,"Bipedal, tailed form",Yellow,,,0,1:1,20,Sand Veil,,Sand Rush,12,26.5,0.6,2,0
Bonsly,438,,Undiscovered,,Rock,,Head and legs,Brown,,,0,1:1U,20,Sturdy,Rock Head,Rattled,15,33.1,0.5,1,8
Marowak,105,,Monster,,Fire,Ghost,"Bipedal, tailed form",Purple,,,0,1:1,20,Rock Head,Lightning Rod,Battle Armor,45,99.2,1,3,3
Swampert,260,Swampertite,Monster,Water 1,Water,Ground,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Damp,81.9,180.6,1.9,6,3
Munna,517,,Field,,Psychic,,Quadruped body,Pink,,,0,1:1,10,Forewarn,Synchronize,Telepathy,23.3,51.4,0.6,2,0
Naganadel,804,,Undiscovered,,Poison,Dragon,Single pair of wings,Purple,,,0,GU,120,Beast Boost,,,150,330.7,3.6,11,10
Chansey,113,,Fairy,,Normal,,"Bipedal, tailed form",Pink,,,0,1:0,40,Natural Cure,Serene Grace,Healer,34.6,76.3,1.1,3,7
Tyranitar,248,,Monster,,Rock,Dark,"Bipedal, tailed form",Green,,,0,1:1,40,Sand Stream,,Unnerve,202,445.3,2,6,7
Kirlia,281,,Amorphous,,Psychic,Fairy,"Bipedal, tailless form",White,,,0,1:1,20,Synchronize,Trace,Telepathy,20.2,44.5,0.8,2,7
Elekid,239,,Undiscovered,,Electric,,"Bipedal, tailless form",Yellow,,,0,1:3U,25,Static,,Vital Spirit,23.5,51.8,0.6,2,0
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Fraxure,611,,Monster,Dragon,Dragon,,"Bipedal, tailed form",Green,,,0,1:1,40,Rivalry,Mold Breaker,Unnerve,36,79.4,1,3,3
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Beheeyem,606,,Human-Like,,Psychic,,"Bipedal, tailless form",Brown,,,0,1:1,20,Telepathy,Synchronize,Analytic,34.5,76.1,1,3,3
Solgaleo,791,,Undiscovered,,Psychic,Steel,Quadruped body,White,,,0,GU,120,Full Metal Body,,,230,507.1,3.4,11,2
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Hakamo-o,783,,Dragon,,Dragon,Fighting,"Bipedal, tailed form",Gray,,,0,1:1,40,Bulletproof,Soundproof,Overcoat,47,103.6,1.2,3,11
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Florges,671,,Fairy,,Fairy,,Head and arms,White,,,0,1:0,20,Flower Veil,,Symbiosis,10,22,1.1,3,7
Garchomp,445,Garchompite,Monster,Dragon,Dragon,Ground,"Bipedal, tailed form",Blue,,,0,1:1,40,Sand Veil,,Rough Skin,95,209.4,1.9,6,3
Tropius,357,,Monster,Grass,Grass,Flying,Quadruped body,Green,,,2,1:1,25,Chlorophyll,Solar Power,Harvest,100,220.5,2,6,7
Poliwrath,62,,Water 1,,Water,Fighting,"Bipedal, tailless form",Blue,,,0,1:1,20,Water Absorb,Damp,Swift Swim,54,119,1.3,4,3
Geodude,74,,Mineral,,Rock,Electric,Head and arms,Gray,,,0,1:1,15,Rock Head,Sturdy,Sand Veil,20,44.1,0.4,1,4
Metang,375,,Mineral,,Steel,Psychic,Head and arms,Blue,,,0,G,40,Clear Body,,Light Metal,202.5,446.4,1.2,3,11
