ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,ID,English,German,ID,English,French,ID,English,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,ID,English,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
288,Vigoroth,ヤルキモノ,Yarukimono,Yarukimono,288,Vigoroth,Muntier,288,Vigoroth,Vigoroth,288,Vigoroth,발바로,Balbaro,Palbaro,Balbaro,288,Vigoroth,過動猿,过动猿,Guòdòngyuán,Gwoduhngyùhn,-
289,Slaking,ケッキング,Kekkingu,Kekking,289,Slaking,Letarking,289,Slaking,Monaflèmit,289,Slaking,게을킹,Geeulking,Geŭlk'ing,Geulking,289,Slaking,請假王,请假王,Qǐngjiàwáng,Chénggawòhng,-
290,Nincada,ツチニン,Tsuchinin,Tutinin,290,Nincada,Nincada,290,Nincada,Ningale,290,Nincada,토중몬,Tojungmon,T'ojungmon,Tojungmon,290,Nincada,土居忍士,土居忍士,Tǔjūrěnshì,Tóugēuiyáhnsih,-
291,Ninjask,テッカニン,Tekkanin,Tekkanin,291,Ninjask,Ninjask,291,Ninjask,Ninjask,291,Ninjask,아이스크,Aiseukeu,Aisŭk'ŭ,Aisukeu,291,Ninjask,鐵面忍者,铁面忍者,Tiěmiànrěnzhě,Titmihnyánjé,-
292,Shedinja,ヌケニン,Nukenin,Nukenin,292,Shedinja,Ninjatom,292,Shedinja,Munja,292,Shedinja,껍질몬,Kkeopjilmon,Kkŏpchilmon,Kkubjilmon,292,Shedinja,脫殼忍者,脱壳忍者,Tuōkérěnzhě,Tyuthokyánjé,-
293,Whismur,ゴニョニョ,Gonyonyo,Gonyonyo,293,Whismur,Flurmel,293,Whismur,Chuchmur,293,Whismur,소곤룡,Sogonnyong,Sogonnyong,Sogonryong,293,Whismur,咕妞妞,咕妞妞,Gūniūniū,Gūnáunáu,-
294,Loudred,ドゴーム,Dogōmu,Dogohmb,294,Loudred,Krakeelo,294,Loudred,Ramboum,294,Loudred,노공룡,Nogongnyong,Nogongnyong,Nogonryong,294,Loudred,吼爆彈,吼爆弹,Hǒubàodàn,Hāubaaudáan,-
295,Exploud,バクオング,Bakuongu,Bakuong,295,Exploud,Krawumms,295,Exploud,Brouhabam,295,Exploud,폭음룡,Pogeumnyong,P'ogŭmnyong,Pokumryong,295,Exploud,爆音怪,爆音怪,Bàoyīnguài,Baauyāmgwaai,-
296,Makuhita,マクノシタ,Makunoshita,Makunoshita,296,Makuhita,Makuhita,296,Makuhita,Makuhita,296,Makuhita,마크탕,Makeutang,Mak'ŭt'ang,Makeutang,296,Makuhita,幕下力士,幕下力士,Mùxiàlìshì,Mohkhahlihksih,-
297,Hariyama,ハリテヤマ,Hariteyama,Hariteyama,297,Hariyama,Hariyama,297,Hariyama,Hariyama,297,Hariyama,하리뭉,Harimung,Harimung,Harimung,297,Hariyama,鐵掌力士,铁掌力士,Tiězhǎnglìshì,Titjéunglihksih,"超力王 Chāolìwáng (TW/CN)
超力王 Chīulihkwòhng (HK)"
298,Azurill,ルリリ,Ruriri,Ruriri,298,Azurill,Azurill,298,Azurill,Azurill,298,Azurill,루리리,Ruriri,Ruriri,Ruriri,298,Azurill,露力麗,露力丽,Lùlìlì,Louhlihklaih,-
299,Nosepass,ノズパス,Nozupasu,Nosepass,299,Nosepass,Nasgnet,299,Nosepass,Tarinor,299,Nosepass,코코파스,Kokopaseu,K'ok'op'asŭ,Kokopas,299,Nosepass,朝北鼻,朝北鼻,Cháoběibí,Chìuhbākbeih,-
300,Skitty,エネコ,Eneko,Eneco,300,Skitty,Eneco,300,Skitty,Skitty,300,Skitty,에나비,Enabi,Enabi,Enabi,300,Skitty,向尾喵,向尾喵,Xiàngwěimiāo,Héungméihmēu,-
301,Delcatty,エネコロロ,Enekororo,Enekororo,301,Delcatty,Enekoro,301,Delcatty,Delcatty,301,Delcatty,델케티,Delketi,Telk'et'i,Delcatty,301,Delcatty,優雅貓,优雅猫,Yōuyǎmāo,Yāungáhmāau,-
302,Sableye,ヤミラミ,Yamirami,Yamirami,302,Sableye,Zobiris,302,Sableye,Ténéfix,302,Sableye,깜까미,Kkamkkami,Kkamkkami,Kamkami,302,Sableye,勾魂眼,勾魂眼,Gōuhúnyǎn,Ngāuwàhnngáahn,-
303,Mawile,クチート,Kuchīto,Kucheat,303,Mawile,Flunkifer,303,Mawile,Mysdibule,303,Mawile,입치트,Ipchiteu,Ipch'it'ŭ,Ipchitt,303,Mawile,大嘴娃,大嘴娃,Dàzuǐwá,Daaihjéuiwā,-
304,Aron,ココドラ,Kokodora,Cokodora,304,Aron,Stollunior,304,Aron,Galekid,304,Aron,가보리,Gabori,Kabori,Gabori,304,Aron,可可多拉,可可多拉,Kěkěduōlā,Hóhódōlāai,-
305,Lairon,コドラ,Kodora,Kodora,305,Lairon,Stollrak,305,Lairon,Galegon,305,Lairon,갱도라,Gaengdora,Kaengdora,Gaengdora,305,Lairon,可多拉,可多拉,Kěduōlā,Hódōlāai,-
306,Aggron,ボスゴドラ,Bosugodora,Bossgodora,306,Aggron,Stolloss,306,Aggron,Galeking,306,Aggron,보스로라,Boseurora,Posŭrora,Bosrora,306,Aggron,波士可多拉,波士可多拉,Bōshìkěduōlā,Bōsihhódōlāai,-
307,Meditite,アサナン,Asanan,Asanan,307,Meditite,Meditie,307,Meditite,Méditikka,307,Meditite,요가랑,Yogarang,Yogarang,Yogarang,307,Meditite,瑪沙那,玛沙那,Mǎshānà,Máhsānáh,-
308,Medicham,チャーレム,Chāremu,Charem,308,Medicham,Meditalis,308,Medicham,Charmina,308,Medicham,요가램,Yogaraem,Yogaraem,Yogaram,308,Medicham,恰雷姆,恰雷姆,Qiàléimǔ,Hāplèuihmóuh,-
309,Electrike,ラクライ,Rakurai,Rakurai,309,Electrike,Frizelbliz,309,Electrike,Dynavolt,309,Electrike,썬더라이,Sseondeorai,Ssŏndŏrai,Thunderai,309,Electrike,落雷獸,落雷兽,Luòléishòu,Lohklèuihsau,-
310,Manectric,ライボルト,Raiboruto,Livolt,310,Manectric,Voltenso,310,Manectric,Élecsprint,310,Manectric,썬더볼트,Sseondeobolteu,Ssŏndŏbolt'ŭ,Thundervolt,310,Manectric,雷電獸,雷电兽,Léidiànshòu,Lèuihdihnsau,-
311,Plusle,プラスル,Purasuru,Prasle,311,Plusle,Plusle,311,Plusle,Posipi,311,Plusle,플러시,Peulleosi,P'ŭllŏsi,Plusy,311,Plusle,正電拍拍,正电拍拍,Zhèngdiànpāipāi,Jingdihnpaakpaak,-
312,Minun,マイナン,Mainan,Minun,312,Minun,Minun,312,Minun,Négapi,312,Minun,마이농,Mainong,Mainong,Mainong,312,Minun,負電拍拍,负电拍拍,Fùdiànpāipāi,Fuhdihnpaakpaak,-
313,Volbeat,バルビート,Barubīto,Barubeat,313,Volbeat,Volbeat,313,Volbeat,Muciole,313,Volbeat,볼비트,Bolbiteu,Polbit'ŭ,Volbeat,313,Volbeat,電螢蟲,电萤虫,Diànyíngchóng,Dihnyìhngchùhng,-
314,Illumise,イルミーゼ,Irumīze,Illumise,314,Illumise,Illumise,314,Illumise,Lumivole,314,Illumise,네오비트,Neobiteu,Neobit'ŭ,Neobeat,314,Illumise,甜甜螢,甜甜萤,Tiántiányíng,Tìhmtìhmyìhng,-
315,Roselia,ロゼリア,Rozeria,Roselia,315,Roselia,Roselia,315,Roselia,Rosélia,315,Roselia,로젤리아,Rojellia,Rojellia,Rozelia,315,Roselia,毒薔薇,毒蔷薇,Dúqiángwéi,Duhkchèuhngmèih,-
316,Gulpin,ゴクリン,Gokurin,Gokulin,316,Gulpin,Schluppuck,316,Gulpin,Gloupti,316,Gulpin,꼴깍몬,Kkolkkangmon,Kkolkkangmon,Kolkkakmon,316,Gulpin,溶食獸,溶食兽,Róngshíshòu,Yùhngsihksau,-
317,Swalot,マルノーム,Marunōmu,Marunoom,317,Swalot,Schlukwech,317,Swalot,Avaltout,317,Swalot,꿀꺽몬,Kkulkkeongmon,Kkulkkŏngmon,Koolkkokmon,317,Swalot,吞食獸,吞食兽,Tūnshíshòu,Tānsihksau,-
318,Carvanha,キバニア,Kibania,Kibanha,318,Carvanha,Kanivanha,318,Carvanha,Carvanha,318,Carvanha,샤프니아,Syapeunia,Syap'ŭnia,Sharpnia,318,Carvanha,利牙魚,利牙鱼,Lìyáyú,Leihngàh'yú,-
319,Sharpedo,サメハダー,Samehadā,Samehader,319,Sharpedo,Tohaido,319,Sharpedo,Sharpedo,319,Sharpedo,샤크니아,Syakeunia,Syak'ŭnia,Sharknia,319,Sharpedo,巨牙鯊,巨牙鲨,Jùyáshā,Geuihngàhsā,-
320,Wailmer,ホエルコ,Hoeruko,Hoeruko,320,Wailmer,Wailmer,320,Wailmer,Wailmer,320,Wailmer,고래왕자,Goraewangja,Koraewangja,Goraewangja,320,Wailmer,吼吼鯨,吼吼鲸,Hǒuhǒujīng,Háuháukìhng,-
321,Wailord,ホエルオー,Hoeruō,Whaloh,321,Wailord,Wailord,321,Wailord,Wailord,321,Wailord,고래왕,Goraewang,Koraewang,Goraewang,321,Wailord,吼鯨王,吼鲸王,Hǒujīngwáng,Háukìhngwòhng,-
322,Numel,ドンメル,Donmeru,Donmel,322,Numel,Camaub,322,Numel,Chamallot,322,Numel,둔타,Dunta,Tunt'a,Doonta,322,Numel,呆火駝,呆火驼,Dāihuǒtuó,Ngòihfótòh,-
323,Camerupt,バクーダ,Bakūda,Bakuuda,323,Camerupt,Camerupt,323,Camerupt,Camérupt,323,Camerupt,폭타,Pokta,P'okt'a,Pokta,323,Camerupt,噴火駝,喷火驼,Pēnhuǒtuó,Panfótòh,-
324,Torkoal,コータス,Kōtasu,Cotoise,324,Torkoal,Qurtel,324,Torkoal,Chartor,324,Torkoal,코터스,Koteoseu,K'otŏsŭ,Kotas,324,Torkoal,煤炭龜,煤炭龟,Méitàngūi,Mùihtaangwāi,-
325,Spoink,バネブー,Banebū,Baneboo,325,Spoink,Spoink,325,Spoink,Spoink,325,Spoink,피그점프,Pigeujeompeu,P'igŭjŏmp'ŭ,Pigjump,325,Spoink,跳跳豬,跳跳猪,Tiàotiàozhū,Tiutiujyū,-
326,Grumpig,ブーピッグ,Būpiggu,Boopig,326,Grumpig,Groink,326,Grumpig,Groret,326,Grumpig,피그킹,Pigeuking,P'igŭk'ing,Pigking,326,Grumpig,噗噗豬,噗噗猪,Pūpūzhū,Pokpokjyū,-
327,Spinda,パッチール,Patchīru,Patcheel,327,Spinda,Pandir,327,Spinda,Spinda,327,Spinda,얼루기,Eollugi,Ŏllugi,Ollugi,327,Spinda,晃晃斑,晃晃斑,Huànghuàngbān,Fóngfóngbāan,-
328,Trapinch,ナックラー,Nakkurā,Nuckrar,328,Trapinch,Knacklion,328,Trapinch,Kraknoix,328,Trapinch,톱치,Topchi,T'opch'i,Topchi,328,Trapinch,大顎蟻,大颚蚁,Dà'èyǐ,Daaihngohkngáih,-
329,Vibrava,ビブラーバ,Biburāba,Vibrava,329,Vibrava,Vibrava,329,Vibrava,Vibraninf,329,Vibrava,비브라바,Bibeuraba,Bibŭraba,Vibrava,329,Vibrava,超音波幼蟲,超音波幼虫,Chāoyīnbōyòuchóng,Chīuyāmbōyauchùhng,-
330,Flygon,フライゴン,Furaigon,Flygon,330,Flygon,Libelldra,330,Flygon,Libégon,330,Flygon,플라이곤,Peullaigon,P'ŭllaigon,Flygon,330,Flygon,沙漠蜻蜓,沙漠蜻蜓,Shāmòqīngtíng,Sāmohkchīngtìhng,-
331,Cacnea,サボネア,Sabonea,Sabonea,331,Cacnea,Tuska,331,Cacnea,Cacnea,331,Cacnea,선인왕,Seoninwang,Sŏninwang,Seoninwang,331,Cacnea,刺球仙人掌,刺球仙人掌,Cìqiúxiānrénzhǎng,Chikàuhsīnyàhnjéung,"沙漠奈亞 / 沙漠奈亚 Shāmònàiyǎ / Shāmònàiyà (TW/CN)
沙漠奈亞 Sāmohknoih'a (HK)"
332,Cacturne,ノクタス,Nokutasu,Noctus,332,Cacturne,Noktuska,332,Cacturne,Cacturne,332,Cacturne,밤선인,Bamseonin,Bamsŏnin,Bamseonin,332,Cacturne,夢歌仙人掌,梦歌仙人掌,Mènggēxiānrénzhǎng,Mùhnggōsīnyàhnjéung,"夢歌奈亞 / 梦歌奈亚 Mènggēnàiyǎ / Mènggēnàiyà (TW/CN)
夢歌奈亞 Muhnggōnoih'a (HK)"
333,Swablu,チルット,Chirutto,Tyltto,333,Swablu,Wablu,333,Swablu,Tylton,333,Swablu,파비코,Pabiko,P'abik'o,Pavico,333,Swablu,青綿鳥,青绵鸟,Qīngmiánniǎo,Chīngmìhnníuh,-
334,Altaria,チルタリス,Chirutarisu,Tyltalis,334,Altaria,Altaria,334,Altaria,Altaria,334,Altaria,파비코리,Pabikori,P'abik'ori,Pavicori,334,Altaria,七夕青鳥,七夕青鸟,Qīxìqīngniǎo,Chātjihkchīngníuh,-
335,Zangoose,ザングース,Zangūsu,Zangoose,335,Zangoose,Sengo,335,Zangoose,Mangriff,335,Zangoose,쟝고,Jyanggo,Chyanggo,Zanggo,335,Zangoose,貓鼬斬,猫鼬斩,Māoyòuzhǎn,Māauyauhjáam,-
336,Seviper,ハブネーク,Habunēku,Habunake,336,Seviper,Vipitis,336,Seviper,Séviper,336,Seviper,세비퍼,Sebipeo,Sebip'ŏ,Seviper,336,Seviper,飯匙蛇,饭匙蛇,Fànchíshé,Faahnchìhsèh,-
337,Lunatone,ルナトーン,Runatōn,Lunatone,337,Lunatone,Lunastein,337,Lunatone,Séléroc,337,Lunatone,루나톤,Runaton,Runat'on,Lunatone,337,Lunatone,月石,月石,Yuèshí,Yuhtsehk,-
338,Solrock,ソルロック,Sorurokku,Solrock,338,Solrock,Sonnfel,338,Solrock,Solaroc,338,Solrock,솔록,Sollok,Sollok,Solrock,338,Solrock,太陽岩,太阳岩,Tàiyángyán,Taaiyèuhngngàahm,-
339,Barboach,ドジョッチ,Dojotchi,Dojoach,339,Barboach,Schmerbe,339,Barboach,Barloche,339,Barboach,미꾸리,Mikkuri,Mikkuri,Mikuri,339,Barboach,泥泥鰍,泥泥鳅,Níníqiū,Nàihnàihchāu,-
340,Whiscash,ナマズン,Namazun,Namazun,340,Whiscash,Welsar,340,Whiscash,Barbicha,340,Whiscash,메깅,Meging,Meging,Meging,340,Whiscash,鯰魚王,鲶鱼王,Niányúwáng,Níhmyùhwòhng,-
341,Corphish,ヘイガニ,Heigani,Heigani,341,Corphish,Krebscorps,341,Corphish,Écrapince,341,Corphish,가재군,Gajaegun,Kajaegun,Gazegun,341,Corphish,龍蝦小兵,龙虾小兵,Lóngxiāxiǎobīng,Lùhnghāsíubīng,-
342,Crawdaunt,シザリガー,Shizarigā,Shizariger,342,Crawdaunt,Krebutack,342,Crawdaunt,Colhomard,342,Crawdaunt,가재장군,Gajaejanggun,Kajaejanggun,Gazezanggun,342,Crawdaunt,鐵螯龍蝦,铁螯龙虾,Tiě'áolóngxiā,Titngòuhlùhng'hā,-
343,Baltoy,ヤジロン,Yajiron,Yajilon,343,Baltoy,Puppance,343,Baltoy,Balbuto,343,Baltoy,오뚝군,Ottukgun,Ottukkun,Ohttukgun,343,Baltoy,天秤偶,天秤偶,Tiānpíng'ǒu,Tīnpìhngngáuh,-
344,Claydol,ネンドール,Nendōru,Nendoll,344,Claydol,Lepumentas,344,Claydol,Kaorine,344,Claydol,점토도리,Jeomtodori,Chŏmt'odori,Zeumtodori,344,Claydol,念力土偶,念力土偶,Niànlìtǔ'ōu,Nihmlihktóu'ngáuh,-
345,Lileep,リリーラ,Rirīra,Lilyla,345,Lileep,Liliep,345,Lileep,Lilia,345,Lileep,릴링,Rilling,Rilling,Lilring,345,Lileep,觸手百合,触手百合,Chùshǒubǎihé,Jūksáubaakhahp,-
346,Cradily,ユレイドル,Yureidoru,Yuradle,346,Cradily,Wielie,346,Cradily,Vacilys,346,Cradily,릴리요,Rilliyo,Rilliyo,Lilriyo,346,Cradily,搖籃百合,摇篮百合,Yáolánbǎihé,Yìuhlàahmbaakhahp,-
347,Anorith,アノプス,Anopusu,Anopth,347,Anorith,Anorith,347,Anorith,Anorith,347,Anorith,아노딥스,Anodipseu,Anodipsŭ,Anodeeps,347,Anorith,太古羽蟲,太古羽虫,Tàigǔyǔchóng,Taaigúyúhchùhng,-
348,Armaldo,アーマルド,Āmarudo,Armaldo,348,Armaldo,Armaldo,348,Armaldo,Armaldo,348,Armaldo,아말도,Amaldo,Amaldo,Amaldo,348,Armaldo,太古盔甲,太古盔甲,Tàigǔkuījiǎ,Taaigúkwāigaap,-
349,Feebas,ヒンバス,Hinbasu,Hinbass,349,Feebas,Barschwa,349,Feebas,Barpau,349,Feebas,빈티나,Bintina,Pint'ina,Vintina,349,Feebas,醜醜魚,丑丑鱼,Chǒuchǒuyú,Cháucháuyú,"笨笨魚 / 笨笨鱼 Bènbènyú (TW/CN)
笨笨魚 Bahnbahnyú (HK)"
350,Milotic,ミロカロス,Mirokarosu,Milokaross,350,Milotic,Milotic,350,Milotic,Milobellus,350,Milotic,밀로틱,Millotik,Millot'ik,Milotic,350,Milotic,美納斯,美纳斯,Měinàsī,Méihnaahpsī,-
351,Castform,ポワルン,Powarun,Powalen,351,Castform,Formeo,351,Castform,Morphéo,351,Castform,캐스퐁,Kaeseupong,K'aesŭp'ong,Castpong,351,Castform,飄浮泡泡,飘浮泡泡,Piāofúpàopào,Pīufàuhpóuhpóuh,"漂浮泡泡 Piāofúpàopào (TW/CN)
漂浮泡泡 Pīufàuhpóuhpóuh (HK)"
352,Kecleon,カクレオン,Kakureon,Kakureon,352,Kecleon,Kecleon,352,Kecleon,Kecleon,352,Kecleon,켈리몬,Kellimon,K'ellimon,Kelimon,352,Kecleon,變隱龍,变隐龙,Biànyǐnlóng,Binyánlùhng,-
353,Shuppet,カゲボウズ,Kagebōzu,Kagebouzu,353,Shuppet,Shuppet,353,Shuppet,Polichombr,353,Shuppet,어둠대신,Eodumdaesin,Ŏdumdaesin,Udumdaesin,353,Shuppet,怨影娃娃,怨影娃娃,Yuànyǐngwáwá,Yunyíngwāwā,-
354,Banette,ジュペッタ,Jupetta,Juppeta,354,Banette,Banette,354,Banette,Branette,354,Banette,다크펫,Dakeupet,Tak'ŭp'et,Darkpet,354,Banette,詛咒娃娃,诅咒娃娃,Zǔzhòuwáwá,Jojauwāwā,-
355,Duskull,ヨマワル,Yomawaru,Yomawaru,355,Duskull,Zwirrlicht,355,Duskull,Skelénox,355,Duskull,해골몽,Haegolmong,Haegolmong,Haegolmong,355,Duskull,夜巡靈,夜巡灵,Yèxúnlíng,Yehchèuhnlìhng,"夜骷顱 / 夜骷颅 Yèkūlú (TW/CN)
夜骷顱 Yehfūlòuh (HK)"
356,Dusclops,サマヨール,Samayōru,Samayouru,356,Dusclops,Zwirrklop,356,Dusclops,Téraclope,356,Dusclops,미라몽,Miramong,Miramong,Miramong,356,Dusclops,彷徨夜靈,彷徨夜灵,Fǎnghuángyèlíng,Pòhngwòhngyehlìhng,"夜巨人 Yèjùrén (TW/CN)
夜巨人 Yehgeuihyàhn (HK)"
357,Tropius,トロピウス,Toropiusu,Tropius,357,Tropius,Tropius,357,Tropius,Tropius,357,Tropius,트로피우스,Teuropiuseu,T'ŭrop'iusŭ,Tropius,357,Tropius,熱帶龍,热带龙,Rèdàilóng,Yihtdaailùhng,-
358,Chimecho,チリーン,Chirīn,Chirean,358,Chimecho,Palimpalim,358,Chimecho,Éoko,358,Chimecho,치렁,Chireong,Ch'irŏng,Chirung,358,Chimecho,風鈴鈴,风铃铃,Fēnglínglíng,Fūnglìhnglìhng,-
359,Absol,アブソル,Abusoru,Absol,359,Absol,Absol,359,Absol,Absol,359,Absol,앱솔,Aepsol,Aepsol,Absol,359,Absol,阿勃梭魯,阿勃梭鲁,Ābósuōlǔ,Abuhtsōlóuh,-
360,Wynaut,ソーナノ,Sōnano,Sohnano,360,Wynaut,Isso,360,Wynaut,Okéoké,360,Wynaut,마자,Maja,Maja,Maza,360,Wynaut,小果然,小果然,Xiǎoguǒrán,Síugwóyìhn,果然仔 Gwóyìhnjái (HK)
361,Snorunt,ユキワラシ,Yukiwarashi,Yukiwarashi,361,Snorunt,Schneppke,361,Snorunt,Stalgamin,361,Snorunt,눈꼬마,Nunkkoma,Nunkkoma,Nunkoma,361,Snorunt,雪童子,雪童子,Xuětóngzǐ,Syuttùhngjí,-
362,Glalie,オニゴーリ,Onigōri,Onigohri,362,Glalie,Firnontor,362,Glalie,Oniglali,362,Glalie,얼음귀신,Eoreumgwisin,Ŏrŭmgwisin,Urumkisin,362,Glalie,冰鬼護,冰鬼护,Bīngguǐhù,Bīnggwáiwuh,-
363,Spheal,タマザラシ,Tamazarashi,Tamazarashi,363,Spheal,Seemops,363,Spheal,Obalie,363,Spheal,대굴레오,Daegulleo,Taegulleo,Degulleo,363,Spheal,海豹球,海豹球,Hǎibàoqiú,Hóipaaukàuh,-
364,Sealeo,トドグラー,Todogurā,Todoggler,364,Sealeo,Seejong,364,Sealeo,Phogleur,364,Sealeo,씨레오,Ssireo,Ssireo,Sealeo,364,Sealeo,海魔獅,海魔狮,Hǎimóshī,Hóimōsī,-
365,Walrein,トドゼルガ,Todozeruga,Todoseruga,365,Walrein,Walraisa,365,Walrein,Kaimorse,365,Walrein,씨카이저,Ssikaijeo,Ssik'aijŏ,Seakaiser,365,Walrein,帝牙海獅,帝牙海狮,Dìyǎhǎishī,Dai'ngàhhóisī,-
366,Clamperl,パールル,Pāruru,Pearlulu,366,Clamperl,Perlu,366,Clamperl,Coquiperl,366,Clamperl,진주몽,Jinjumong,Chinjumong,Zinzumong,366,Clamperl,珍珠貝,珍珠贝,Zhēnzhūbèi,Jānjyūbui,-
367,Huntail,ハンテール,Hantēru,Huntail,367,Huntail,Aalabyss,367,Huntail,Serpang,367,Huntail,헌테일,Heonteil,Hŏnt'eil,Huntail,367,Huntail,獵斑魚,猎斑鱼,Lièbānyú,Lihpbāan'yú,-
368,Gorebyss,サクラビス,Sakurabisu,Sakurabyss,368,Gorebyss,Saganabyss,368,Gorebyss,Rosabyss,368,Gorebyss,분홍장이,Bunhongjangi,Punhongjangi,Bunhongzangi,368,Gorebyss,櫻花魚,樱花鱼,Yīnghuāyú,Yīngfāyú,-
369,Relicanth,ジーランス,Jīransu,Glanth,369,Relicanth,Relicanth,369,Relicanth,Relicanth,369,Relicanth,시라칸,Sirakan,Sirak'an,Searakan,369,Relicanth,古空棘魚,古空棘鱼,Gǔkōngjíyú,Gúhūnggīk'yú,-
370,Luvdisc,ラブカス,Rabukasu,Lovecus,370,Luvdisc,Liebiskus,370,Luvdisc,Lovdisc,370,Luvdisc,사랑동이,Sarangdongi,Sarangdongi,Sarangdongi,370,Luvdisc,愛心魚,爱心鱼,Àixīnyú,Oisām'yú,-
371,Bagon,タツベイ,Tatsubei,Tatsubay,371,Bagon,Kindwurm,371,Bagon,Draby,371,Bagon,아공이,Agongi,Agongi,Agongi,371,Bagon,寶貝龍,宝贝龙,Bǎobèilóng,Bóubuilùhng,-
372,Shelgon,コモルー,Komorū,Komoruu,372,Shelgon,Draschel,372,Shelgon,Drackhaus,372,Shelgon,쉘곤,Swelgon,Swelgon,Shelgon,372,Shelgon,甲殼龍,甲壳龙,"Jiákēlóng
Jiáqiàolóng",Gaaphoklùhng,-
373,Salamence,ボーマンダ,Bōmanda,Bohmander,373,Salamence,Brutalanda,373,Salamence,Drattak,373,Salamence,보만다,Bomanda,Pomanda,Bomanda,373,Salamence,暴飛龍,暴飞龙,Bàofēilóng,Bouhfēilùhng,"暴蠑螈 / 暴蝾螈 Bàoróngyuán (TW/CN)
暴蠑螈 Bouhwìhngyùhn (HK)"
374,Beldum,ダンバル,Danbaru,Dumbber,374,Beldum,Tanhel,374,Beldum,Terhal,374,Beldum,메탕,Metang,Met'ang,Metan,374,Beldum,鐵啞鈴,铁哑铃,Tiéyǎlíng,Tit'álìhng,-
375,Metang,メタング,Metangu,Metang,375,Metang,Metang,375,Metang,Métang,375,Metang,메탕구,Metanggu,Met'anggu,Metangoo,375,Metang,金屬怪,金属怪,Jīnshǔguài,Gāmsuhkgwaai,-
376,Metagross,メタグロス,Metagurosu,Metagross,376,Metagross,Metagross,376,Metagross,Métalosse,376,Metagross,메타그로스,Metageuroseu,Metagŭrosŭ,Metagross,376,Metagross,巨金怪,巨金怪,Jùjīnguài,Geuihgāmgwaai,-
377,Regirock,レジロック,Rejirokku,Regirock,377,Regirock,Regirock,377,Regirock,Regirock,377,Regirock,레지락,Rejirak,Rejirak,Regirock,377,Regirock,雷吉洛克,雷吉洛克,Léijīluòkě,Lèuihgātlokhāk,-
378,Regice,レジアイス,Rejiaisu,Regice,378,Regice,Regice,378,Regice,Regice,378,Regice,레지아이스,Rejiaiseu,Rejiaisŭ,Regice,378,Regice,雷吉艾斯,雷吉艾斯,Léijī'àisī,Lèuihgātngaaihsī,-
379,Registeel,レジスチル,Rejisuchiru,Registeel,379,Registeel,Registeel,379,Registeel,Registeel,379,Registeel,레지스틸,Rejiseutil,Rejisŭt'il,Registeel,379,Registeel,雷吉斯奇魯,雷吉斯奇鲁,Léijīsīqílù,Lèuihgātsīkèihlóuh,-
380,Latias,ラティアス,Ratiasu,Latias,380,Latias,Latias,380,Latias,Latias,380,Latias,라티아스,Ratiaseu,Ratiasŭ,Latias,380,Latias,拉帝亞斯,拉帝亚斯,"Lādìyǎsī
Lādìyāsī",Lāaidai'asī,-
381,Latios,ラティオス,Ratiosu,Latios,381,Latios,Latios,381,Latios,Latios,381,Latios,라티오스,Ratioseu,Ratiosŭ,Latios,381,Latios,拉帝歐斯,拉帝欧斯,Lādì'ōusī,Lāaidai'āusī,-
382,Kyogre,カイオーガ,Kaiōga,Kyogre,382,Kyogre,Kyogre,382,Kyogre,Kyogre,382,Kyogre,가이오가,Gaioga,Kaioga,Kyogre,382,Kyogre,蓋歐卡,盖欧卡,Gài'ōukǎ,Koi'āukā,-
383,Groudon,グラードン,Gurādon,Groudon,383,Groudon,Groudon,383,Groudon,Groudon,383,Groudon,그란돈,Geurandon,Kŭrandon,Groudon,383,Groudon,固拉多,固拉多,Gūlādūo,Gulāaidō,-
384,Rayquaza,レックウザ,Rekkūza,Rayquaza,384,Rayquaza,Rayquaza,384,Rayquaza,Rayquaza,384,Rayquaza,레쿠쟈,Rekujya,Rek'ujya,Rayquaza,384,Rayquaza,烈空坐,烈空坐,Lièkōngzuò,Lihthūngjoh,-
385,Jirachi,ジラーチ,Jirāchi,Jirachi,385,Jirachi,Jirachi,385,Jirachi,Jirachi,385,Jirachi,지라치,Jirachi,Chirach'i,Jirachi,385,Jirachi,基拉祈,基拉祈,Jīlāqí,Gēilāaikèih,-
386,Deoxys,デオキシス,Deokishisu,Deoxys,386,Deoxys,Deoxys,386,Deoxys,Deoxys,386,Deoxys,테오키스,Teokiseu,T'eok'isŭ,Teoxys,386,Deoxys,代歐奇希斯,代欧奇希斯,Dài'ōuqíxīsī,Doih'āukèihhēisī,-
387,Turtwig,ナエトル,Naetoru,Naetle,387,Turtwig,Chelast,387,Turtwig,Tortipouss,387,Turtwig,모부기,Mobugi,Mobugi,Mobugi,387,Turtwig,草苗龜,草苗龟,Cǎomiáoguī,Chóumìuhgwāi,-
388,Grotle,ハヤシガメ,Hayashigame,Hayashigame,388,Grotle,Chelcarain,388,Grotle,Boskara,388,Grotle,수풀부기,Supulbugi,Sup'ulbugi,Supulbugi,388,Grotle,樹林龜,树林龟,Shùlínguī,Syuhlàhmgwāi,-
